Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat
18,wiki_medicine_02020,19,"ბუნებისმეტყველებისა და ტექნიკის მიღწევებმა, კლინიკურ-ანატომიური და კლინიკურ-ექსპერიმენტული მიმართულებების განვითარებამ, ავადმყოფობის კვლევის ობიექტურმა მეთოდებმა განაპირობებს მეცნიერული მედიცინის [MASK].",ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,-850.9343192031687,850.9343192031687,-864.8226574947569,864.8226574947569,-852.5713164935257,852.5713164935257
19,wiki_metallurgy_02045,4,ლითონმცოდნეობის დამოუკიდებელ მეცნიერებად [MASK] განაპირობა ტექნიკურმა მოთხოვნებმა.,ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,-337.54576490652676,337.54576490652676,-350.5780810109701,350.5780810109701,-336.4725771032856,336.4725771032856
20,wiki_metaphysics_02067,6,"პარმენიდემ ვერ შეძლო ბუნების მრავალფეროვნების [MASK], არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",ახსნა,ახსნას,ახსნამ,-484.54413215427587,484.54413215427587,-496.7306716535642,496.7306716535642,-492.1078258123995,492.1078258123995
21,wiki_mineralogy_02109,8,1635 წელს იტალიელმა მეცნიერმა ბ. ცეზიუსმა შემოიღო [MASK] „მინერალოგია“.,ტერმინი,ტერმინს,ტერმინმა,-519.492985812628,519.492985812628,-519.3482630436596,519.3482630436596,-518.6187474107651,518.6187474107651
22,wiki_mineralogy_02115,5,მინერალოგიური შინაარსის უძველესი წერილობითი [MASK] - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის კრებულმა“ (X ს.).,წყარო,წყაროს,წყარომ,-894.8591995305788,894.8591995305788,-939.389919009998,939.389919009998,-931.5988632891454,931.5988632891454
23,wiki_molecular_02137,18,50-იანი წლების ბოლოს ინგლისელმა მეცნიერმა ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი [MASK].,სტრუქტურა,სტრუქტურას,სტრუქტურამ,-1005.1014308332783,1005.1014308332783,-1005.6099051654905,1005.6099051654905,-1000.2880748798925,1000.2880748798925
24,wiki_morphology_02147,1,"[MASK] „მორფოლოგია“ მეცნიერებაში დაამკვიდრა იოჰან ვოლფგანგ ფონ გოეთემ[1], როდესაც გამოაქვეყნა შრომა სახელწოდებით „მცენარეთა მეტამორფოზების ახსნის ცდა“.",ტერმინი,ტერმინს,ტერმინმა,-788.1081295505694,788.1081295505694,-732.7047443444075,732.7047443444075,-740.7348535019426,740.7348535019426
25,wiki_morphology_02161,2,გეომორფოლოგიური [MASK] (მორფოლოგიური ანალიზი) შემოგვთავაზა გერმანელმა გეოლოგმა და გეომორფოლოგმა ვალტერ პენკმა 1924 წელს.,ანალიზი,ანალიზს,ანალიზმა,-616.833596256326,616.833596256326,-625.4332378121485,625.4332378121485,-617.0379501489091,617.0379501489091
26,wiki_music_02181,6,თანამედროვე ევროპული მუსიკალური ნოტაციის პირველი [MASK] კათოლიკე ბერებმა მსოფლიო მასშტაბით საეკლესიო ლიტურგიის სტანდარტიზების მიზნით განავითარეს.,ფორმები,ფორმებს,ფორმებმა,-455.1163075921675,455.1163075921675,-464.7271456779169,464.7271456779169,-453.95947446188575,453.95947446188575
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,-322.07892202671206,322.07892202671206,-330.6752567813455,330.6752567813455,-331.59742667340896,331.59742667340896
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,-526.703512680942,526.703512680942,-527.358310498282,527.358310498282,-516.8869374923498,516.8869374923498
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,-583.9463026075853,583.9463026075853,-579.4711897583536,579.4711897583536,-572.5131517805314,572.5131517805314
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,-380.53831434837394,380.53831434837394,-381.27099760341196,381.27099760341196,-377.33343309181146,377.33343309181146
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,-430.8442536243172,430.8442536243172,-443.54115526766907,443.54115526766907,-428.36323393365467,428.36323393365467
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,-182.4127179605048,182.4127179605048,-184.513090731637,184.513090731637,-182.1626339620965,182.1626339620965
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,-201.59274036331925,201.59274036331925,-202.40427096934923,202.40427096934923,-220.31567657397184,220.31567657397184
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,-533.6829572305937,533.6829572305937,-550.9250808393102,550.9250808393102,-549.5780842124526,549.5780842124526
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,-316.8790153922798,316.8790153922798,-321.2459293512392,321.2459293512392,-314.77959098709965,314.77959098709965
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,-482.42861881319783,482.42861881319783,-499.89424142481596,499.89424142481596,-484.89159561586087,484.89159561586087
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,-597.4094440769935,597.4094440769935,-578.5342032934454,578.5342032934454,-600.5113570830581,600.5113570830581
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,-446.32550123591875,446.32550123591875,-449.0427675136904,449.0427675136904,-450.6677171796745,450.6677171796745
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,-486.5361532404094,486.5361532404094,-498.34257240184934,498.34257240184934,-481.6268472951252,481.6268472951252
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,-283.686233294187,283.686233294187,-282.9566022212972,282.9566022212972,-271.28641917819806,271.28641917819806
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,-623.0071395589138,623.0071395589138,-618.4633105405659,618.4633105405659,-612.1057451856553,612.1057451856553
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,-686.2937041040076,686.2937041040076,-698.9438447594204,698.9438447594204,-697.2707049128222,697.2707049128222
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,-450.1670514329192,450.1670514329192,-438.9033104245574,438.9033104245574,-454.4206448439443,454.4206448439443
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,-275.33060282419683,275.33060282419683,-283.83253236917454,283.83253236917454,-284.7181888633919,284.7181888633919
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,-970.0602282463805,970.0602282463805,-988.254208897338,988.254208897338,-989.2204280278238,989.2204280278238
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,-404.18318401366713,404.18318401366713,-407.02681663391775,407.02681663391775,-420.8575070322378,420.8575070322378
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,-456.8225075899994,456.8225075899994,-469.7765777918253,469.7765777918253,-459.50789755522493,459.50789755522493
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,-300.70399124453996,300.70399124453996,-315.7778319161381,315.7778319161381,-305.35032123430165,305.35032123430165
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,-155.38021024353912,155.38021024353912,-151.4345670102951,151.4345670102951,-148.84940820495865,148.84940820495865
