Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,-387.04542828073073,387.04542828073073,-387.1786682910699,387.1786682910699,-392.1634294990426,392.1634294990426
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,-651.7703657497109,651.7703657497109,-659.1637032207396,659.1637032207396,-652.8909665630748,652.8909665630748
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,-635.5560060631723,635.5560060631723,-638.9228018366056,638.9228018366056,-643.6593593878472,643.6593593878472
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,-380.4972634056169,380.4972634056169,-388.16379226661127,388.16379226661127,-380.97416906982784,380.97416906982784
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,-497.10105564308213,497.10105564308213,-506.274365201118,506.274365201118,-504.0496840898894,504.0496840898894
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,-252.80821201980032,252.80821201980032,-266.6652251245242,266.6652251245242,-253.93550020335516,253.93550020335516
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,-274.3751481550889,274.3751481550889,-274.5907148135956,274.5907148135956,-262.74397072847097,262.74397072847097
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,-396.68078137954393,396.68078137954393,-403.93151303596323,403.93151303596323,-404.1359207145956,404.1359207145956
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,-306.9748505422112,306.9748505422112,-309.41902490525723,309.41902490525723,-308.3532012109113,308.3532012109113
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,-535.1888011054816,535.1888011054816,-553.35043286603,553.35043286603,-541.2035802925365,541.2035802925365
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,-649.7323536458756,649.7323536458756,-648.3850633105619,648.3850633105619,-622.0289715133953,622.0289715133953
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,-588.6497257623519,588.6497257623519,-591.9426976140659,591.9426976140659,-590.597642075484,590.597642075484
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,-580.1202617761555,580.1202617761555,-583.4639436630713,583.4639436630713,-583.2007814117882,583.2007814117882
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,-298.5534044709675,298.5534044709675,-307.08760080454175,307.08760080454175,-299.50331705561155,299.50331705561155
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,-741.9216999706949,741.9216999706949,-749.9391413885933,749.9391413885933,-749.0868478706763,749.0868478706763
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,-583.7929057369207,583.7929057369207,-596.9022592166884,596.9022592166884,-599.7498405098668,599.7498405098668
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,-486.22742634306917,486.22742634306917,-485.49459653905456,485.49459653905456,-482.74271190097005,482.74271190097005
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,-242.73183619476018,242.73183619476018,-253.53345794169334,253.53345794169334,-250.8208992877224,250.8208992877224
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,-839.0023830151774,839.0023830151774,-848.7328638168216,848.7328638168216,-847.7250073506314,847.7250073506314
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,-504.07580824375066,504.07580824375066,-526.1468512113147,526.1468512113147,-527.6666342965142,527.6666342965142
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,-691.3315883168705,691.3315883168705,-700.6688374473893,700.6688374473893,-700.8801886009475,700.8801886009475
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,-382.2176064108358,382.2176064108358,-398.5038299142735,398.5038299142735,-396.1135375816537,396.1135375816537
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,-136.74474895636206,136.74474895636206,-144.0211779059362,144.0211779059362,-145.24166831954773,145.24166831954773
