Index,sentence_id,match_id,masked_text,form_grammatical_erg,form_ungrammatical_dat,form_ungrammatical_nom,p_form_grammatical_erg,I_form_grammatical_erg,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,certainty
13,wiki_metaphysics_02050,2,ფარდობითობის [MASK] უარყო აბსოლუტური უძრაობის არსებობის მეტაფიზიკური თვალსაზრისი.,თეორიამ,თეორიას,თეორია,4.4081919869286545e-10,31.07909389089961,2.4461561739668073e-09,28.606836338831176,3.5215378005112823e-09,28.081147285154373,0.77
14,wiki_metaphysics_02067,1,"[MASK] ვერ შეძლო ბუნების მრავალფეროვნების ახსნა, არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",პარმენიდემ,პარმენიდეს,პარმენიდე,2.1352905967909015e-23,75.30991375939261,3.128031259602454e-23,74.75909125229344,1.7250970642936894e-23,75.61766864357041,1.0
15,wiki_mineralogy_02109,4,1635 წელს იტალიელმა [MASK] ბ. ცეზიუსმა შემოიღო ტერმინი „მინერალოგია“.,მეცნიერმა,მეცნიერს,მეცნიერი,1.8101120316898203e-08,25.719345767557552,8.594685770210379e-10,30.11583605449272,2.114173680072484e-08,25.495330859631427,0.73
16,wiki_mineralogy_02115,22,მინერალოგიური შინაარსის უძველესი წერილობითი წყარო - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის [MASK]“ (X ს.).,კრებულმა,კრებულს,კრებული,4.956144139722069e-11,34.231990897719456,9.74807363900448e-06,16.646451419799103,4.6471501438793824e-11,34.324862786403,0.89
17,wiki_molecular_02137,5,50-იანი წლების ბოლოს ინგლისელმა [MASK] ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი სტრუქტურა.,მეცნიერმა,მეცნიერს,მეცნიერი,1.3040590483367376e-07,22.8704874673313,6.738807951647802e-08,23.822931347861534,1.691465954215494e-07,22.495222525317168,0.78
18,wiki_novel_02194,1,[MASK] შთააგონა ალფრედ ჰიჩკოკის 1960 წლის ამავე სახელწოდების ფილმი და ტელესერიალი „ბეიტსის მოტელი“ (2013-2017).,რომანმა,რომანს,რომანი,1.3209315154214214e-12,39.46158146761477,5.87518726364871e-12,37.30850230228446,5.047330580187809e-13,40.84954465298639,1.0
19,wiki_oriental_02269,1,"[MASK], თურქთა დემოგრაფიული მოძლიერების შედეგად ევროპაში, მეტად გაიფართოვა მეცნიერული კვლევის სპექტრი, საქართველოში კი თურქოლოგიას ჩაეყარა საფუძველი თბილისის უნივერსიტეტის დაარსების შემდეგ.",თურქოლოგიამ,თურქოლოგიას,თურქოლოგია,1.3552105149368664e-19,62.678116829313545,2.2003474872262555e-18,58.65697433035396,5.51603173287903e-19,60.65300304638226,1.0
20,wiki_paleontology_02316,4,ყველა ამ ტექნიკის [MASK] პალეონტოლოგებს საშუალება მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,გამოყენებამ,გამოყენებას,გამოყენება,0.0014087232846329324,9.471396033620788,0.002050945216459432,8.92949532867946,0.00020211993144514186,12.27250078381288,0.79
21,wiki_philology_02413,5,განსაკუთრებული განვითარება ჰპოვა ამ [MASK] მეოცე საუკუნის საქართველოში.,დარგმა,დარგს,დარგი,4.4555053074793717e-07,21.097907604348933,2.5961261579019032e-06,18.55520807698979,2.9769802195129347e-06,18.357718933675468,0.75
22,wiki_physical_02471,1,[MASK] დაადგინა ფიზიკური ქიმიის ერთ-ერთი ძირითადი კანონი — მასის მუდმივობის კანონი.,მანვე,მას,იგი,8.555356361815745e-14,43.41016537894314,3.4671263193786243e-08,24.781684359240803,1.9178421073462435e-09,28.957868903351347,1.0
23,wiki_politics_02589,5,ისინი მიიჩნევენ რომ ამ [MASK] ჩინეთის ეკონომიკურ განვითარებაში დიდი წვლილი შეიტანა.,პოლიტიკამ,პოლიტიკას,პოლიტიკა,4.613859438522058e-09,27.69137880107852,4.750941172193415e-09,27.649139511078857,9.47521559856232e-11,33.29705027309595,0.83
24,wiki_semiotics_02659,15,"მის ჩამოყალიბებას ხელი შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის [MASK].",განვითარებამ,განვითარებას,განვითარება,3.993295166658671e-10,31.221701235345844,2.925433459721309e-09,28.34870245019306,6.383050253212516e-08,23.901178753044963,0.75
25,wiki_sociology_02734,4,"მისი აზრით, [MASK] ბუნებისმეტყველებიდან უნდა აიღოს ისეთი მეთოდები, როგორიც არის დაკვირვება, ცდა და შედარებითი ანალიზი.",სოციოლოგიამ,სოციოლოგიას,სოციოლოგია,6.112876751059308e-18,57.18285422845819,7.261404431711605e-17,53.61252900553741,1.0858541316717173e-17,56.353947301515795,0.81
26,wiki_tax_02795,1,[MASK] თავისი შემოსავალის (გამომუშავებული ფულის) გარკვეული პროცენტი სახელმწიფოს უნდა გადაუხადოს.,მოსახლეობამ,მოსახლეობას,მოსახლეობა,1.2504981240154654e-09,29.574849960782146,4.72868850920349e-06,17.690128458407752,2.2275273382348315e-09,28.741909716069014,0.74
27,wiki_telecommunications_02839,7,პირველი ელექტრომაგნიტური ტელეგრაფი 1832 წელს რუსმა [MASK] პავლე შილინგმა შექმნა.,მეცნიერმა,მეცნიერს,მეცნიერი,1.5519222125542484e-07,22.61944041749493,1.345287122802736e-08,26.147510641011316,1.9889984605189407e-08,25.58338259957005,0.74
28,wiki_telecommunications_02847,10,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც საფუძველი ჩაუყარა წერილობითმა [MASK], საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",ინფორმაციამ,ინფორმაციას,ინფორმაცია,1.226337619028461e-09,29.602996636586006,1.5462296855634542e-09,29.268598212853743,1.6800512295559175e-10,32.47077572331041,0.69
29,wiki_theology_02898,2,ამ [MASK] ახლებურად დააყენა ღვთისმეტყველების პრობლემატიკა.,მოვლენამ,მოვლენას,მოვლენა,7.535724789508218e-12,36.949390861073155,3.074430290326165e-11,34.92088994825854,1.136482234204138e-11,36.35663391202574,0.92
30,wiki_veterinary_02926,10,"1959 წელს ინსტიტუტს შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი ინსტიტუტი და [MASK] მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",მან,მას,იგი,0.01889307610690594,5.725998574185119,0.014755183830857272,6.08263429474428,0.014047105796635146,6.15358327519743,0.82
31,wiki_automotive_00362,1,[MASK] მეცნიერული სახე მიიღო გალილეო გალილეის შრომებში.,მექანიკამ,მექანიკას,მექანიკა,1.4435377387371668e-19,62.58702497808664,5.703861465308116e-19,60.60469486065384,2.0032908694787675e-20,65.43618998808519,1.0
32,wiki_biography_00445,4,"ვიზუალურმა და კინომატოგრაფიულმა [MASK] პერსონალური ცხოვრების აღწერაში ახალი განზომილება შეიტანეს, ის რაც წერითი ფორმებისთვის აქამდე შეუძლებელი იყო.",ეფექტებმა,ეფექტებს,ეფექტები,1.6173957649577266e-14,45.81332058945052,1.8170935739487002e-14,45.645360613201234,1.3942927605761113e-16,52.67131600154944,0.79
33,wiki_bioinformatics_00465,7,ინფორმატიკის განვითარებას დიდი სტიმული მისცა კომპიუტერის [MASK] და კომპიუტერული ტექნოლოგიის განვითარებამ.,გამოგონებამ,გამოგონებას,გამოგონება,3.785621818781558e-07,21.332966370290904,3.8836564341886134e-07,21.296081085137196,1.3445913227107547e-09,29.47018510967346,0.98
34,wiki_bioinformatics_00480,12,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ [MASK] არ იცოდნენ საკმარისი და საჭირო ინფორმაცია ბიოლოგიის შესახებ.",ინჟინრებმა,ინჟინრებს,ინჟინრები,1.1306311442935265e-11,36.36408070072191,8.054865848211357e-09,26.88749229258165,6.203714904648043e-10,30.58614856087183,0.76
35,wiki_biology_00498,13,"პირველად ვირუსის, როგორც დაავადებათა გამომწვევის არსებობა, 1892 წელს დაამტკიცა რუსმა [MASK] დავით ივანოვსკიმ.",მეცნიერმა,მეცნიერს,მეცნიერი,1.1694629651074544e-10,32.993434774145086,9.45537490500103e-12,36.62200247657454,1.4173212638677012e-10,32.71611413821425,0.8
36,wiki_biotechnology_00542,13,"ახალი ტექნოლოგიების (მიკროელექტრონიკა, რობოტექნიკა, ბიოტექნოლოგია და სხვ.) არნახულმა [MASK], რევოლუციამ ტელეკომუნიკაციებში, მსოფლიო კომპიუტერული ქსელის (ინტერნეტის, ელექტროფოსტის), ფიჭური კავშირგაბმულობის გავრცელებამ, მათი შესაძლებლობების განუხრელმა ზრდამ და გამოყენებამ, შედეგად მოგვცა ის, რომ შეიცვალა დროისა და მანძილის ოდინდელი მნიშვნელობა.",განვითარებამ,განვითარებას,განვითარება,1.168341314557124e-09,29.672891055037006,1.1694755734551004e-09,29.671491125193068,3.67581464132692e-10,31.341216930554825,0.71
37,wiki_biotechnology_00547,5,"2022 წელს სინგაპურის ბიოფარმულმა [MASK] 18 მილიარდი ამერიკული დოლარის ღირებულების პროდუქცია აწარმოა, რაც ბოლო ორ ათწლეულში გასამმაგებული მაჩვენებელია.",მრეწველობამ,მრეწველობას,მრეწველობა,1.4139833012174441e-09,29.39758777159923,1.4587234614169246e-09,29.352646444792608,2.663441058230615e-11,35.127917689251746,0.71
38,wiki_children's_00631,3,"მიუხედავად ამისა [MASK] მოახერხა კუნძულიდან გამოქცევა, მისი ცხოვრებაც კარგად წარიმართა, მაგრამ იგი თავისი მეგობარის დაუდევრობის გამო დაიღუპა.",მან,მას,იგი,0.33800187706947327,1.5648968364529767,0.07665094733238222,3.705552567449912,0.2787299156188965,1.8430602420730313,0.83
39,wiki_computer_00677,7,ინფორმატიკის განვითარებას დიდი სტიმული მისცა კომპიუტერის [MASK] და კომპიუტერული ტექნოლოგიის განვითარებამ.,გამოგონებამ,გამოგონებას,გამოგონება,3.785621818781558e-07,21.332966370290904,3.8836564341886134e-07,21.296081085137196,1.3445913227107547e-09,29.47018510967346,0.98
40,wiki_criminal_00766,2,"ახალმა [MASK] ჩამოაყალიბა მტკიცებულებებისა და მტკიცების წესების ახლებური და მარტივი სისტემა, რომელიც ეყრდნობა ძირითად მტკიცებით სტანდარტებს — გონივრული ეჭვის, დასაბუთებული ვარაუდის, მაღალი ალბათობის ხარისხისა და გონივრული ეჭვის მიღმა (უტყუარი მტკიცებულების) სტანდარტებს.",კოდექსმა,კოდექსს,კოდექსი,2.6884524821906994e-17,55.04600164056557,1.5048979954466654e-13,42.595399531567715,5.944027264356062e-20,63.867121164431126,0.7
41,GLC_00105,7,რატომღაც ბრძოლის ველის თავისებურ დრტვინვას მიამსგავსა [MASK] ეს გრგვინვა.,მან,მას,იგი,0.00014966503658797597,12.705975148350397,0.00037800348945893336,11.369312827108757,0.0003540235920809208,11.463866875048971,0.84
42,wiki_agriculture_00039,5,სოფლის მეურნეობის განვითარების საერთაშორისო [MASK] განვითარებად ქვეყნებში მაღალი ფასების პირობებში სოფლის მეურნეობის პროდუქციის გასაზრდელად გრანტისა და სესხების სახით 200 მილიონი აშშ დოლარი გამოყო.,ფონდმა,ფონდს,ფონდი,3.3711933664457924e-11,34.78794966330577,7.277015210377435e-09,27.03400602776336,4.119047364574034e-10,31.17697023314495,0.76
43,wiki_agriculture_00044,10,"ჩაის მრეწველობა ბრიტანეთის ინდოეთის დროს განვითარდა, როდესაც ოსტინდოეთის [MASK] სილჰეტის რეგიონში ჩაით ვაჭრობა დაიწყო.",კომპანიამ,კომპანიას,კომპანია,7.762630952526832e-09,26.940807152750725,1.5533779189783276e-07,22.61808780067601,9.933196935253371e-09,26.58509473941966,0.72
44,wiki_analytical_00094,13,"ისტორიული წყაროების თანახმად ტერმინი „ქიმია“ იმ მნიშვნელობით, რომელიც, [MASK] დასავლურ ევროპულ ცივილიზაციაში შეიძინა, პირველად გამოიყენა ზოსიმე პანოპოლიტანელმა ჩვენი წელთაღრიცხვის IV საუკუნის მეორე ნახევარში.",მან,მას,იგი,0.0030712396837770943,8.346963178045709,0.012703156098723413,6.298669210706587,0.003466929774731398,8.172125670697874,0.77
45,wiki_anthropology_00134,1,"[MASK] პირველმა გამოთქვა მოსაზრება კლიმატის გავლენის თაობაზე, როგორც ადამიანის, ასევე მისი სულიერი განვითარების წყობის ჩამოყალიბებაზე.",მან,მას,იგი,1.5009788967290657e-08,25.989521065816746,4.350549431819676e-07,21.13229905347852,1.913106650874849e-08,25.639507456559993,1.0
46,wiki_art_00191,4,უძველესი ცივილიზაციების თითოეულმა [MASK] განავითარა მისთვის დამახასიათებელი გამორჩეული ხელოვნების სტილი.,ცენტრმა,ცენტრს,ცენტრი,2.2673816771566374e-08,25.394397493122757,0.0003350854094605895,11.54318351054549,1.7237432505402274e-09,29.111807951228126,0.72
47,wiki_art_00192,3,"აღორძინების ხანის [MASK] განსაკუთრებული მნიშვნელობა მიანიჭა მატერიალური სამყაროს რეალურად გამოსახვას და ადამიანის როლს მასში, რაც აისახა ადამიანის სხეულის რეალისტურ გადმოცემაში და გრაფიკული პერსპექტივის სისტემატიური მეთოდის განვითარებაში სამგანზომილებიანი სივრცის სიღრმის გადმოსაცემად.",ხელოვნებამ,ხელოვნებას,ხელოვნება,2.2830254940337055e-14,45.31604635851852,9.088098098439715e-14,43.323014920806635,5.157433332850341e-14,44.14034006107289,0.75
48,wiki_art_00214,1,[MASK] პრიორიტეტად ავსტრალიური ხელოვნები 2002 წლიდან გაიხადა.,მუზეუმმა,მუზეუმს,მუზეუმი,7.807324864213141e-21,66.79566169090751,2.786580192677602e-18,58.316210035836406,1.241304458380596e-19,62.80477678995042,1.0
49,wiki_automatic_00317,6,საბჭოთა ოკუპაციის შემდეგ სახელმწიფო კონტროლიორის [MASK] ფუნქციონირება შეწყვიტა.,ინსტიტუტმა,ინსტიტუტს,ინსტიტუტი,5.49308010241089e-16,50.69323418820042,1.3098698196978765e-10,32.82985751101065,8.398880749534505e-14,43.43679624394629,0.74
