Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat,certainty
10,wiki_hydrology_01568,2,"პრაქტიკული [MASK] ჰპოვა სელური მოვლენებისა და მდინარეთა მყარი ჩამონადენის შესწავლამ (ი. ხერხეულიძე, მ. გაგოშიძე, გ. ხმალაძე და სხვ).",გამოყენება,გამოყენებას,გამოყენებამ,0.0034611825831234455,8.174519236594461,5.925618310689854e-06,17.36460286894626,1.9070264443143957e-06,19.000243720001393,0.64
11,wiki_hydrology_01572,3,"დედამიწის ბუნებრივი [MASK] მხოლოდ ადამიანთა საზოგადოების გაჩენამ (ადრინდელი პალეოლითი) აქცია გეოგრაფიულ გარემოდ და ისიც მხოლოდ იმ ტერიტორიაზე, სადაც საზოგადოება ცხოვრობდა.",გარემო,გარემოს,გარემომ,4.62693897134159e-05,14.399582404347845,7.286754503813213e-08,23.710148373055727,7.228644790302491e-06,17.077843369944798,0.71
12,wiki_industry_01622,13,"1913 წელს უკვე ფუნქციონირებდა 5 ფაბრიკა, რომლებმაც გამოიმუშავა 131 ტ ბაიხაოს [MASK].",ჩაი,ჩაის,ჩაიმ,2.23658904729973e-08,25.414124560318076,7.692425808711946e-12,36.91969851441121,1.402720613441489e-06,19.443340880209867,0.68
13,wiki_irrigation_01719,7,"2008 წლის აგვისტოს ომის შემდეგ არხის [MASK] ე.წ. სამხრეთ ოსეთის დე ფაქტო ხელისუფლებამ გადაკეტა, რის შედეგადაც მრავალი სოფელი სარწყავი წყლის გარეშე დარჩა.",სათავე,სათავეს,სათავემ,3.947718020536065e-12,37.88211819467542,1.7046083921591627e-14,45.73755298834177,4.528295143671288e-19,60.937665810141894,0.85
14,wiki_literature_01851,2,"ლიტერატურული [MASK], რომელსაც ევალება მწერალთათვის ყოველნაირი მატერიალურ-საყოფაცხოვრებო დახმარების აღმოჩენა, 1927 წელს ხელახლა ჩამოაყალიბა საბჭოთა მწერლების გაერთიანებათა ფედერაციამ, ხოლო 1934 — სსრკ მწერალთა კავშირმა.",ფონდი,ფონდს,ფონდმა,0.001123180729337037,9.798194196336098,4.867845238010209e-09,27.61406955238992,8.368512034258075e-13,40.12009410677337,0.95
15,wiki_marketing_01927,11,"გამოკვლევების მიხედვით, აშშ-ის ფირმებმა 2011 წელს 1.51 მილიარდი აშშ [MASK] დახარჯეს E-mail მარკეტინგზე.",დოლარი,დოლარს,დოლარმა,0.15385016798973083,2.7004020759294614,4.77327114498155e-10,30.964302658071276,1.2473656170186597e-05,16.290756076993492,0.66
16,wiki_marketing_01928,3,"ღია ვაჭრობამ [MASK] კიდევ ერთხელ 1920-იან წლებში დაიწყო, თუმცა დიდი დეპრესიის დროს კოლაფსი განიცადა (კონკრეტულად, ევროპასა და ჩრდილოეთ ამერიკაში).",ზრდა,ზრდას,ზრდამ,5.883691756025656e-06,17.374846902898298,2.649211118203114e-06,18.52600575126849,2.4141280974276908e-08,25.303922529310622,0.68
17,wiki_mechanics_01979,3,მექანიკამ დასრულებული [MASK] მიიღო ისააკ ნიუტონის შრომებში.,სახე,სახეს,სახემ,1.8895174434874214e-05,15.691622637227328,2.033496119303262e-08,25.551462521516104,6.405078689652999e-09,27.218136559067304,0.8
18,wiki_medicine_02020,19,"ბუნებისმეტყველებისა და ტექნიკის მიღწევებმა, კლინიკურ-ანატომიური და კლინიკურ-ექსპერიმენტული მიმართულებების განვითარებამ, ავადმყოფობის კვლევის ობიექტურმა მეთოდებმა განაპირობებს მეცნიერული მედიცინის [MASK].",ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,1.5764321403821682e-07,22.596833595580218,2.4141283459137255e-08,25.30392238081413,5.259428803583429e-08,24.180518633912932,0.83
19,wiki_metallurgy_02045,4,ლითონმცოდნეობის დამოუკიდებელ მეცნიერებად [MASK] განაპირობა ტექნიკურმა მოთხოვნებმა.,ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,0.001609130529686809,9.279502925105527,2.1122732875790398e-05,15.530843970645561,5.790359136881307e-05,14.075987642814798,0.79
20,wiki_metaphysics_02067,6,"პარმენიდემ ვერ შეძლო ბუნების მრავალფეროვნების [MASK], არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",ახსნა,ახსნას,ახსნამ,0.00023280864115804423,12.06856777179941,4.999628301296404e-07,20.931675822886103,1.6688973865097842e-07,22.51460141204221,0.7
21,wiki_mineralogy_02109,8,1635 წელს იტალიელმა მეცნიერმა ბ. ცეზიუსმა შემოიღო [MASK] „მინერალოგია“.,ტერმინი,ტერმინს,ტერმინმა,0.0969330295920372,3.3668678470533653,1.3292351446146576e-07,22.842900321101315,0.00011429099084201167,13.095000694105643,0.71
22,wiki_mineralogy_02115,5,მინერალოგიური შინაარსის უძველესი წერილობითი [MASK] - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის კრებულმა“ (X ს.).,წყარო,წყაროს,წყარომ,2.1598361854557896e-05,15.498718580285484,5.1767161807991714e-08,24.203387536086076,1.9035471268580278e-05,15.680950186731152,0.7
23,wiki_molecular_02137,18,50-იანი წლების ბოლოს ინგლისელმა მეცნიერმა ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი [MASK].,სტრუქტურა,სტრუქტურას,სტრუქტურამ,0.00040649549919180556,11.264473000999724,4.386908637766464e-08,24.442220098151775,4.443710889222102e-06,17.779803612240194,0.79
24,wiki_morphology_02147,1,"[MASK] „მორფოლოგია“ მეცნიერებაში დაამკვიდრა იოჰან ვოლფგანგ ფონ გოეთემ[1], როდესაც გამოაქვეყნა შრომა სახელწოდებით „მცენარეთა მეტამორფოზების ახსნის ცდა“.",ტერმინი,ტერმინს,ტერმინმა,0.911789059638977,0.1332279961686556,3.084082204029787e-08,24.95058353931756,3.762643882289828e-08,24.663678007978163,0.95
25,wiki_morphology_02161,2,გეომორფოლოგიური [MASK] (მორფოლოგიური ანალიზი) შემოგვთავაზა გერმანელმა გეოლოგმა და გეომორფოლოგმა ვალტერ პენკმა 1924 წელს.,ანალიზი,ანალიზს,ანალიზმა,0.00025828121579252205,11.918769656219004,9.036877973500759e-11,33.3653846018831,7.856507977521683e-07,20.27960845134116,0.66
26,wiki_music_02181,6,თანამედროვე ევროპული მუსიკალური ნოტაციის პირველი [MASK] კათოლიკე ბერებმა მსოფლიო მასშტაბით საეკლესიო ლიტურგიის სტანდარტიზების მიზნით განავითარეს.,ფორმები,ფორმებს,ფორმებმა,1.4062264199310451e-05,16.117811569491145,4.2680525742198985e-10,31.12570300136659,6.611993640221847e-11,33.81612370679331,0.75
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,0.0001628574682399632,12.584102499878808,5.95777234570938e-07,20.678723666839435,1.3798459121971975e-06,19.46706139950968,0.72
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,0.000938600627705455,10.057200954355611,3.2242526154198137e-10,31.53031616755858,3.5213849787851696e-11,34.72506608392066,0.62
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,0.08335645496845247,3.5845622666231063,8.791061523320905e-06,16.795531187577186,0.0001729705254547298,12.49718615904626,0.69
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,2.074445364996791e-05,15.556914813219608,4.4486278257178567e-10,31.065920541852538,1.3059254102041764e-09,29.512280356337474,0.61
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,0.20731237530708313,2.270121855616757,4.365264095242425e-05,14.48357153596103,0.0004589630698319524,11.08933430676826,0.83
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,0.0073739155195653465,7.083353396600615,2.634800770100839e-06,18.533874692415818,5.999941095069516e-06,17.346620232314393,0.72
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,8.532967331120744e-05,13.51659294983844,2.283853521883193e-11,35.34973891934277,4.6228639347719005e-10,31.010494048665908,0.84
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,3.0671060358145063e-06,18.314690525086586,1.6281349156163238e-10,32.51606069519952,6.102412157815701e-07,20.644117041168773,0.63
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,3.6741723306477083e-05,14.732221179304862,8.899332003821312e-11,33.38751199430468,2.1057929967424413e-11,35.46684541995728,0.63
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,0.00015237419574987143,12.680093773409354,1.4451923331386746e-12,39.33187563235804,1.6822044245584893e-11,35.790856008574416,0.66
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,0.9678379893302917,0.04716252626288721,2.7702315941377185e-06,18.461561977256487,1.3344335028817253e-08,26.15919734380488,0.98
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,0.0013185767456889148,9.56680274121647,4.043055014335549e-06,17.916122734656174,0.00016547452833037834,12.56110322100408,0.62
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,0.1179910823702812,3.083250268404791,4.288931188154487e-09,27.7967346845049,0.0019454570719972253,9.00567513817296,0.64
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,0.4414784014225006,1.1795852366803596,2.202486123307665e-14,45.36786039890203,2.406348921150191e-14,45.24014747962659,0.77
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,0.042253781110048294,4.56477574199797,6.021364958712474e-08,23.98533419637447,1.9618233636720096e-05,15.637445322699351,0.66
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,0.3070518374443054,1.7034458584752759,8.138324699728995e-06,16.90683672767591,4.013555975838472e-05,14.60475945586514,0.69
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,0.001468930509872735,9.411018136169716,4.769584943028762e-09,27.64348912794156,1.1965364966153425e-06,19.672704166862353,0.71
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,0.07326427102088928,3.7707463827898255,2.2044363523317938e-05,15.469230651146509,1.609663172530417e-06,19.244809738225698,0.68
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,0.0009688775171525776,10.011398083945632,2.446333691998859e-07,21.962875456193867,1.496448589932697e-06,19.350025853016167,0.69
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,4.67595851681052e-07,21.028234533284913,4.242179940047656e-11,34.456403226968746,6.201059759506649e-10,30.586766156094725,0.67
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,0.01680377125740051,5.895071137498691,2.3683597474146567e-05,15.365752235365509,5.269084795145315e-05,14.212088077312007,0.6
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,0.01953862980008125,5.677526891861454,2.535417370975041e-07,21.911273406342985,3.072733135882453e-07,21.633974188610665,0.6
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,2.775108214336796e-07,21.780952634282816,6.42876132607813e-08,23.890883968804292,9.621820851180025e-08,23.309114820988288,0.62
