Index,sentence_id,match_id,masked_text,form_grammatical_erg,form_ungrammatical_dat,form_ungrammatical_nom,p_form_grammatical_erg,I_form_grammatical_erg,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat
10,wiki_mechanics_01979,1,[MASK] დასრულებული სახე მიიღო ისააკ ნიუტონის შრომებში.,მექანიკამ,მექანიკას,მექანიკა,-358.78155080894163,358.78155080894163,-341.39071726466153,341.39071726466153,-359.6861301233571,359.6861301233571
11,wiki_medicine_02020,4,"ბუნებისმეტყველებისა და ტექნიკის [MASK], კლინიკურ-ანატომიური და კლინიკურ-ექსპერიმენტული მიმართულებების განვითარებამ, ავადმყოფობის კვლევის ობიექტურმა მეთოდებმა განაპირობებს მეცნიერული მედიცინის ჩამოყალიბება.",მიღწევებმა,მიღწევებს,მიღწევები,-1002.1025333370634,1002.1025333370634,-979.2942166377467,979.2942166377467,-981.3421937357622,981.3421937357622
12,wiki_metallurgy_02045,7,ლითონმცოდნეობის დამოუკიდებელ მეცნიერებად ჩამოყალიბება განაპირობა ტექნიკურმა [MASK].,მოთხოვნებმა,მოთხოვნებს,მოთხოვნები,-341.89052003732854,341.89052003732854,-341.3160385117871,341.3160385117871,-342.5282127704418,342.5282127704418
13,wiki_metaphysics_02050,2,ფარდობითობის [MASK] უარყო აბსოლუტური უძრაობის არსებობის მეტაფიზიკური თვალსაზრისი.,თეორიამ,თეორიას,თეორია,-515.2940773963807,515.2940773963807,-506.040782844934,506.040782844934,-514.8993092096281,514.8993092096281
14,wiki_metaphysics_02067,1,"[MASK] ვერ შეძლო ბუნების მრავალფეროვნების ახსნა, არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",პარმენიდემ,პარმენიდეს,პარმენიდე,-665.3603070987231,665.3603070987231,-642.4459662853295,642.4459662853295,-640.9016500082074,640.9016500082074
15,wiki_mineralogy_02109,4,1635 წელს იტალიელმა [MASK] ბ. ცეზიუსმა შემოიღო ტერმინი „მინერალოგია“.,მეცნიერმა,მეცნიერს,მეცნიერი,-477.1636603278583,477.1636603278583,-470.32651307238626,470.32651307238626,-477.18469629226666,477.18469629226666
16,wiki_mineralogy_02115,22,მინერალოგიური შინაარსის უძველესი წერილობითი წყარო - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის [MASK]“ (X ს.).,კრებულმა,კრებულს,კრებული,-1006.0464776257797,1006.0464776257797,-991.2705177422272,991.2705177422272,-1004.8909975642573,1004.8909975642573
17,wiki_molecular_02137,5,50-იანი წლების ბოლოს ინგლისელმა [MASK] ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი სტრუქტურა.,მეცნიერმა,მეცნიერს,მეცნიერი,-1042.54579378536,1042.54579378536,-1028.945720694528,1028.945720694528,-1032.409148141405,1032.409148141405
18,wiki_novel_02194,1,[MASK] შთააგონა ალფრედ ჰიჩკოკის 1960 წლის ამავე სახელწოდების ფილმი და ტელესერიალი „ბეიტსის მოტელი“ (2013-2017).,რომანმა,რომანს,რომანი,-607.0821512257012,607.0821512257012,-599.8980795337679,599.8980795337679,-664.9332969177273,664.9332969177273
19,wiki_oriental_02269,1,"[MASK], თურქთა დემოგრაფიული მოძლიერების შედეგად ევროპაში, მეტად გაიფართოვა მეცნიერული კვლევის სპექტრი, საქართველოში კი თურქოლოგიას ჩაეყარა საფუძველი თბილისის უნივერსიტეტის დაარსების შემდეგ.",თურქოლოგიამ,თურქოლოგიას,თურქოლოგია,-754.2084432228145,754.2084432228145,-730.0308800072138,730.0308800072138,-751.954227091056,751.954227091056
20,wiki_paleontology_02316,4,ყველა ამ ტექნიკის [MASK] პალეონტოლოგებს საშუალება მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,გამოყენებამ,გამოყენებას,გამოყენება,-537.7892001072474,537.7892001072474,-516.5006903484556,516.5006903484556,-526.4747923296812,526.4747923296812
21,wiki_philology_02413,5,განსაკუთრებული განვითარება ჰპოვა ამ [MASK] მეოცე საუკუნის საქართველოში.,დარგმა,დარგს,დარგი,-209.6356334430783,209.6356334430783,-207.41288315731646,207.41288315731646,-198.60817577167384,198.60817577167384
22,wiki_physical_02471,1,[MASK] დაადგინა ფიზიკური ქიმიის ერთ-ერთი ძირითადი კანონი — მასის მუდმივობის კანონი.,მანვე,მას,იგი,-370.06023373773854,370.06023373773854,-299.77283850068494,299.77283850068494,-310.0600617330072,310.0600617330072
23,wiki_politics_02589,5,ისინი მიიჩნევენ რომ ამ [MASK] ჩინეთის ეკონომიკურ განვითარებაში დიდი წვლილი შეიტანა.,პოლიტიკამ,პოლიტიკას,პოლიტიკა,-345.75070417267375,345.75070417267375,-336.99982162158557,336.99982162158557,-352.2613278402643,352.2613278402643
24,wiki_semiotics_02659,15,"მის ჩამოყალიბებას ხელი შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის [MASK].",განვითარებამ,განვითარებას,განვითარება,-498.50156199802024,498.50156199802024,-484.07018848695304,484.07018848695304,-495.8125613183188,495.8125613183188
25,wiki_sociology_02734,4,"მისი აზრით, [MASK] ბუნებისმეტყველებიდან უნდა აიღოს ისეთი მეთოდები, როგორიც არის დაკვირვება, ცდა და შედარებითი ანალიზი.",სოციოლოგიამ,სოციოლოგიას,სოციოლოგია,-455.1935464508525,455.1935464508525,-451.1464368280043,451.1464368280043,-469.68797194778165,469.68797194778165
26,wiki_tax_02795,1,[MASK] თავისი შემოსავალის (გამომუშავებული ფულის) გარკვეული პროცენტი სახელმწიფოს უნდა გადაუხადოს.,მოსახლეობამ,მოსახლეობას,მოსახლეობა,-289.0605522517879,289.0605522517879,-320.82295474248815,320.82295474248815,-277.9473451221915,277.9473451221915
27,wiki_telecommunications_02839,7,პირველი ელექტრომაგნიტური ტელეგრაფი 1832 წელს რუსმა [MASK] პავლე შილინგმა შექმნა.,მეცნიერმა,მეცნიერს,მეცნიერი,-374.80149766995106,374.80149766995106,-371.8061738357013,371.8061738357013,-368.80033168036545,368.80033168036545
28,wiki_telecommunications_02847,10,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც საფუძველი ჩაუყარა წერილობითმა [MASK], საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",ინფორმაციამ,ინფორმაციას,ინფორმაცია,-658.750692185134,658.750692185134,-642.9894911160443,642.9894911160443,-638.2961352268043,638.2961352268043
29,wiki_theology_02898,2,ამ [MASK] ახლებურად დააყენა ღვთისმეტყველების პრობლემატიკა.,მოვლენამ,მოვლენას,მოვლენა,-247.11364218867374,247.11364218867374,-234.08705618221353,234.08705618221353,-232.29181462732177,232.29181462732177
30,wiki_veterinary_02926,10,"1959 წელს ინსტიტუტს შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი ინსტიტუტი და [MASK] მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",მან,მას,იგი,-1041.879350470077,1041.879350470077,-1051.7760843485514,1051.7760843485514,-1043.8070725128616,1043.8070725128616
31,wiki_automotive_00362,1,[MASK] მეცნიერული სახე მიიღო გალილეო გალილეის შრომებში.,მექანიკამ,მექანიკას,მექანიკა,-363.8940002306473,363.8940002306473,-348.2418413211847,348.2418413211847,-367.19046687544784,367.19046687544784
32,wiki_biography_00445,4,"ვიზუალურმა და კინომატოგრაფიულმა [MASK] პერსონალური ცხოვრების აღწერაში ახალი განზომილება შეიტანეს, ის რაც წერითი ფორმებისთვის აქამდე შეუძლებელი იყო.",ეფექტებმა,ეფექტებს,ეფექტები,-747.2276485883381,747.2276485883381,-757.2387777838837,757.2387777838837,-748.409504731818,748.409504731818
33,wiki_bioinformatics_00465,7,ინფორმატიკის განვითარებას დიდი სტიმული მისცა კომპიუტერის [MASK] და კომპიუტერული ტექნოლოგიის განვითარებამ.,გამოგონებამ,გამოგონებას,გამოგონება,-518.0240301178966,518.0240301178966,-500.0606264640845,500.0606264640845,-501.3368754467219,501.3368754467219
34,wiki_bioinformatics_00480,12,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ [MASK] არ იცოდნენ საკმარისი და საჭირო ინფორმაცია ბიოლოგიის შესახებ.",ინჟინრებმა,ინჟინრებს,ინჟინრები,-565.9856402951456,565.9856402951456,-556.7663832846234,556.7663832846234,-557.1673647317439,557.1673647317439
35,wiki_biology_00498,13,"პირველად ვირუსის, როგორც დაავადებათა გამომწვევის არსებობა, 1892 წელს დაამტკიცა რუსმა [MASK] დავით ივანოვსკიმ.",მეცნიერმა,მეცნიერს,მეცნიერი,-454.30102458264287,454.30102458264287,-454.75203357466125,454.75203357466125,-454.8050431704881,454.8050431704881
36,wiki_biotechnology_00542,13,"ახალი ტექნოლოგიების (მიკროელექტრონიკა, რობოტექნიკა, ბიოტექნოლოგია და სხვ.) არნახულმა [MASK], რევოლუციამ ტელეკომუნიკაციებში, მსოფლიო კომპიუტერული ქსელის (ინტერნეტის, ელექტროფოსტის), ფიჭური კავშირგაბმულობის გავრცელებამ, მათი შესაძლებლობების განუხრელმა ზრდამ და გამოყენებამ, შედეგად მოგვცა ის, რომ შეიცვალა დროისა და მანძილის ოდინდელი მნიშვნელობა.",განვითარებამ,განვითარებას,განვითარება,-1518.7008604324471,1518.7008604324471,-1494.672172384405,1494.672172384405,-1509.4142332567678,1509.4142332567678
37,wiki_biotechnology_00547,5,"2022 წელს სინგაპურის ბიოფარმულმა [MASK] 18 მილიარდი ამერიკული დოლარის ღირებულების პროდუქცია აწარმოა, რაც ბოლო ორ ათწლეულში გასამმაგებული მაჩვენებელია.",მრეწველობამ,მრეწველობას,მრეწველობა,-709.25985173001,709.25985173001,-698.8756741773033,698.8756741773033,-699.2692195092984,699.2692195092984
38,wiki_children's_00631,3,"მიუხედავად ამისა [MASK] მოახერხა კუნძულიდან გამოქცევა, მისი ცხოვრებაც კარგად წარიმართა, მაგრამ იგი თავისი მეგობარის დაუდევრობის გამო დაიღუპა.",მან,მას,იგი,-453.451454301354,453.451454301354,-446.2305297692883,446.2305297692883,-443.30633717401037,443.30633717401037
39,wiki_computer_00677,7,ინფორმატიკის განვითარებას დიდი სტიმული მისცა კომპიუტერის [MASK] და კომპიუტერული ტექნოლოგიის განვითარებამ.,გამოგონებამ,გამოგონებას,გამოგონება,-518.0240301178966,518.0240301178966,-500.0606264640845,500.0606264640845,-501.3368754467219,501.3368754467219
40,wiki_criminal_00766,2,"ახალმა [MASK] ჩამოაყალიბა მტკიცებულებებისა და მტკიცების წესების ახლებური და მარტივი სისტემა, რომელიც ეყრდნობა ძირითად მტკიცებით სტანდარტებს — გონივრული ეჭვის, დასაბუთებული ვარაუდის, მაღალი ალბათობის ხარისხისა და გონივრული ეჭვის მიღმა (უტყუარი მტკიცებულების) სტანდარტებს.",კოდექსმა,კოდექსს,კოდექსი,-1263.6178536028951,1263.6178536028951,-1323.154895130897,1323.154895130897,-1288.586944660479,1288.586944660479
41,GLC_00105,7,რატომღაც ბრძოლის ველის თავისებურ დრტვინვას მიამსგავსა [MASK] ეს გრგვინვა.,მან,მას,იგი,-361.12549285243637,361.12549285243637,-363.56557915836476,363.56557915836476,-363.284971954617,363.284971954617
42,wiki_agriculture_00039,5,სოფლის მეურნეობის განვითარების საერთაშორისო [MASK] განვითარებად ქვეყნებში მაღალი ფასების პირობებში სოფლის მეურნეობის პროდუქციის გასაზრდელად გრანტისა და სესხების სახით 200 მილიონი აშშ დოლარი გამოყო.,ფონდმა,ფონდს,ფონდი,-576.2249520949719,576.2249520949719,-557.8499694168327,557.8499694168327,-574.5147496301145,574.5147496301145
43,wiki_agriculture_00044,10,"ჩაის მრეწველობა ბრიტანეთის ინდოეთის დროს განვითარდა, როდესაც ოსტინდოეთის [MASK] სილჰეტის რეგიონში ჩაით ვაჭრობა დაიწყო.",კომპანიამ,კომპანიას,კომპანია,-484.3870703141415,484.3870703141415,-468.16706623719284,468.16706623719284,-482.3460482118412,482.3460482118412
44,wiki_analytical_00094,13,"ისტორიული წყაროების თანახმად ტერმინი „ქიმია“ იმ მნიშვნელობით, რომელიც, [MASK] დასავლურ ევროპულ ცივილიზაციაში შეიძინა, პირველად გამოიყენა ზოსიმე პანოპოლიტანელმა ჩვენი წელთაღრიცხვის IV საუკუნის მეორე ნახევარში.",მან,მას,იგი,-808.835844069982,808.835844069982,-817.874769059324,817.874769059324,-813.51044066022,813.51044066022
45,wiki_anthropology_00134,1,"[MASK] პირველმა გამოთქვა მოსაზრება კლიმატის გავლენის თაობაზე, როგორც ადამიანის, ასევე მისი სულიერი განვითარების წყობის ჩამოყალიბებაზე.",მან,მას,იგი,-391.9974752270853,391.9974752270853,-387.9272223943632,387.9272223943632,-400.4430346068437,400.4430346068437
46,wiki_art_00191,4,უძველესი ცივილიზაციების თითოეულმა [MASK] განავითარა მისთვის დამახასიათებელი გამორჩეული ხელოვნების სტილი.,ცენტრმა,ცენტრს,ცენტრი,-545.8472701348163,545.8472701348163,-514.043589145552,514.043589145552,-546.0063514336414,546.0063514336414
47,wiki_art_00192,3,"აღორძინების ხანის [MASK] განსაკუთრებული მნიშვნელობა მიანიჭა მატერიალური სამყაროს რეალურად გამოსახვას და ადამიანის როლს მასში, რაც აისახა ადამიანის სხეულის რეალისტურ გადმოცემაში და გრაფიკული პერსპექტივის სისტემატიური მეთოდის განვითარებაში სამგანზომილებიანი სივრცის სიღრმის გადმოსაცემად.",ხელოვნებამ,ხელოვნებას,ხელოვნება,-1237.0533296655144,1237.0533296655144,-1257.9145554220856,1257.9145554220856,-1230.4309295812686,1230.4309295812686
48,wiki_art_00214,1,[MASK] პრიორიტეტად ავსტრალიური ხელოვნები 2002 წლიდან გაიხადა.,მუზეუმმა,მუზეუმს,მუზეუმი,-363.18733694846105,363.18733694846105,-284.30734880850656,284.30734880850656,-339.18838691132953,339.18838691132953
49,wiki_automatic_00317,6,საბჭოთა ოკუპაციის შემდეგ სახელმწიფო კონტროლიორის [MASK] ფუნქციონირება შეწყვიტა.,ინსტიტუტმა,ინსტიტუტს,ინსტიტუტი,-398.43845077150166,398.43845077150166,-359.6668833471733,359.6668833471733,-381.7961258758635,381.7961258758635
