Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_geochemistry_01318,1,"[MASK] ემიჯნება გეოლოგიურ, ფიზიკურ და ქიმიურ მეცნიერებებს და ბიოგეოქიმიის საშუალებით უკავშირდება ბიოლოგიას.",იგი,მას,მან,0.0009774350328370933,9.998711565537214,0.0001994696940528229,12.29154280884594,0.00040787737816572195,11.259576885444652,0.77
11,wiki_geochemistry_01334,1,[MASK] გეოქიმია მეცნიერებაში შემოიტანა შვეიცარიელმა ქიმიკოსმა კრისტიან ფრიდრიხ შენბაინმა 1838 წ.,ტერმინი,ტერმინს,ტერმინმა,3.7452696403770684e-16,51.24577992906487,2.6397091025140548e-18,58.394326755466,2.4042871871277324e-18,58.529096474694235,1.0
12,wiki_geography_01349,3,გეოგრაფიული გარსის [MASK] იცვლება დროსა და სივრცეში.,განვითარება,განვითარებას,განვითარებამ,5.477759512375025e-09,27.44376692454754,8.471931097939287e-12,36.780446282682774,2.374642007201394e-10,31.971570914741285,0.78
13,wiki_history_01509,1,"[MASK] უძველეს ხანაში წარმოიშვა, ხოლო XV-XVI საუკუნეებიდან მეცნიერთა პროფესიული გაერთიანების სახე მიიღო (ხშირად მათ აკადემიებს უწოდებდნენ).",იგი,მას,მან,5.562526439462094e-07,20.777756375898587,4.3127151627686524e-08,24.46682832399821,2.0632688446653437e-08,25.530492941948587,1.0
14,wiki_hydrobiology_01542,10,"ჰიდრობიოლოგია — მეცნიერება იმ ორგანიზმების მთელი კომპლექსის შესახებ, [MASK] წყალში (მტკნარ წყლებში, ზღვებსა და ოკეანეებში) ცხოვრობენ.",რომლებიც,რომლებსაც,რომლებმაც,0.9724245667457581,0.04034175368590417,2.8202782879052762e-06,18.435731043305708,1.0867696030595626e-07,23.133450545147873,0.99
15,wiki_ideology_01602,1,"[MASK] გამოიყენება, როგორც პოპულარულ, ისე ფილოსოფიურ ტერმინოლოგიაში.",ტერმინი,ტერმინს,ტერმინმა,3.0459711049846415e-14,44.900091072380235,6.833297650502864e-17,53.70019564278486,7.070623975500951e-18,56.97286817092391,1.0
16,wiki_international_01675,5,"არსებობს იმდენი საერთაშორისო კერძო [MASK], რამდენი სახელმწიფოცაა მსოფლიოში.",სამართალი,სამართალს,სამართალმა,3.2236142928539786e-10,31.530601813902194,6.279103370966374e-12,37.21257857548901,8.001849402576698e-13,40.184731756589294,0.73
17,wiki_linguistics_01801,1,"[MASK] მომდინარეობს ლათინური lingua-საგან, რაც ნიშნავს „ენას“.",იგი,მას,მან,2.421854219392118e-07,21.977384637862123,9.356758035039536e-09,26.671344108040707,5.1577013771009206e-09,27.530624608243258,1.0
18,wiki_linguistics_01802,6,"მონათესავედ მიაჩნიათ ისეთი ენები, [MASK] ერთი ენისგან მომდინარეობენ, ერთი ენის დიალექტთა დიფერენციაციის პროცესში გაჩნდნენ.",რომლებიც,რომლებსაც,რომლებმაც,0.9832673668861389,0.024344332001159635,0.0006216032801862406,10.651718262715125,1.2166061474681457e-05,16.326778275208454,0.99
19,wiki_literary_01831,1,"[MASK] გვევლინება შემფასებლად, მხატვრული ქმნილების ავ-კარგის განმსაზღვრელად.",იგი,მას,მან,2.1593291421595495e-07,22.142913497011772,1.2339295807350954e-08,26.272164695586554,3.284238436762621e-09,28.181793982946136,1.0
20,wiki_literary_01839,2,"ლიტერატურის [MASK] ეფუძნება ხელოვნების თეორიასა და ფილოსოფიას, მჭიდრო კავშირი აქვს რელიგიასთან, ლინგვისტიკასთან, ესთეტიკასთან, კულტუროლოგიასთან, ანთროპოლოგიასთან, ფსიქოლოგიასთან და ა.შ.",თეორია,თეორიას,თეორიამ,2.2805033465339677e-08,25.386072471812938,5.472570783316434e-09,27.44513414435543,5.040710238950601e-10,30.885653924271246,0.74
21,wiki_literature_01857,5,პოეზიისა და მუსიკის მჭიდრო [MASK] განპირობებულია მათი ძირითადი მასალის ბგერითი ბუნებით.,კავშირი,კავშირს,კავშირმა,8.000479467828345e-11,33.5411225806197,9.852688041264642e-14,43.206475949565046,1.408135329560483e-13,42.69127924195843,0.82
22,wiki_management_01907,12,"პროექტის შედეგები (Deliverable) წარმოადგენენ მატერიალურ ან არამატერიალურ ობიექტებს, [MASK] შექმნილია პროექტის ფარგლებში და განსაზღვრულია დამკვეთისთვის გადასაცემად.",რომლებიც,რომლებსაც,რომლებმაც,0.7780036926269531,0.3621510922183751,0.00013156443331557816,12.89194285107167,2.560151548917648e-07,21.89726745070477,0.93
23,wiki_material_01948,3,"ამ მასალების [MASK] ტრადიციულად ცალკეულ სეგმენტებად და სპეციალობებად იყოფა, მაგ. დურგლობა, სანტექნიკა, თბოიზოლაცია, გადახურვა და ა.შ.",გამოყენება,გამოყენებას,გამოყენებამ,0.0021100082584935283,8.888535639064061,0.0004105201387088207,11.25025938214396,0.00010856206912674644,13.169192256531476,0.78
24,wiki_mathematics_01976,1,"[MASK] ნიშნავს რომ, მისი თითოეული მტკიცებულება - თეორემა მიიღება სხვა უკვე ცნობილი თეორემების საფუძველზე, დამტკიცების საშუალებით.",ეს,ამას,ამან,2.4345391480551337e-08,25.291776059374627,7.6503320056444e-12,36.92761478005832,3.010740860135971e-12,38.27301860059096,1.0
25,wiki_metallurgy_02038,1,[MASK] „ლითონმცოდნეობა“ შემოიღეს გერმანიაში XX საუკუნის 20-იან წლებში.,ტერმინი,ტერმინს,ტერმინმა,5.46130769093508e-14,44.05774688765537,3.2013048737728795e-17,54.794117535721924,1.2774510456614075e-17,56.119509607663765,1.0
26,wiki_microbiology_02087,3,ამიტომ მათი [MASK] შეიძლება მხოლოდ ელექტრონული მიკროსკოპის საშუალებით.,შესწავლა,შესწავლას,შესწავლამ,1.0717458787912581e-12,39.76317426911077,9.34636757311819e-14,43.28258755192152,8.897896175152329e-15,46.67545715874445,0.72
27,wiki_morphology_02148,1,[MASK] ორი ნაწილისაგან შედგება: მორფოლოგია და სინტაქსი.,იგი,მას,მან,4.278168717064544e-07,21.156503285384908,2.259027986895032e-08,25.399722614837774,7.251990119527827e-09,27.038975894502357,1.0
28,wiki_novel_02192,3,"თემატიკის მიხედვით [MASK] შეიძლება იყოს ისტორიული, სოციალური, ფილოსოფიური, საოჯახო-ყოფითი, სათავგადასავლო, ფანტასტიკური და ა.შ.",რომანი,რომანს,რომანმა,2.0336427170927665e-05,15.585574234550421,8.610502601565471e-08,23.469327307815536,3.1527510229356013e-08,24.91881351618165,0.77
29,wiki_organic_02247,1,"[MASK] მოიცავს დნობის ტემპერატურას, დუღილის ტემპერატურას და რეფრაქციის ინდექსს.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,3.583165591609999e-18,57.953470990498595,1.3621700516566348e-19,62.670726983968365,4.187258292662088e-20,64.37255598371745,1.0
30,wiki_oriental_02257,2,თავდაპირველად [MASK] უმთავრესად ვითარდებოდა როგორც ფილოლოგიური დისციპლინა.,თურქოლოგია,თურქოლოგიას,თურქოლოგიამ,1.83796434272111e-12,38.98502836063861,2.4643093186151944e-13,41.883881879928076,9.728390670837174e-14,43.22479216300893,0.88
31,wiki_paleontology_02315,8,პროფესორ გ. ხარატიშვილის სახელობის გეოლოგიისა და პალეონტოლოგიის [MASK] შეიქმნა 1953 წელს.,მუზეუმი,მუზეუმს,მუზეუმმა,1.5005382726057287e-08,25.989944642432395,1.8010180804367925e-15,48.98010875876499,1.0574867594649951e-16,53.07020991837388,0.78
32,wiki_paleontology_02318,1,[MASK] ასევე გამოიყენებოდა მნიშვნელოვანი ევოლუციური მოვლენების თარიღების გასაგებად.,იგი,მას,მან,2.241251308987557e-07,22.08919223852143,1.1852261394551541e-08,26.330262409558085,9.513973608932235e-09,26.64730483061099,1.0
33,wiki_pharmacology_02373,12,"ანტიბიოტიკები, აგრეთვე, ანტიბაქტერიული საშუალებები — არის ანტიმიკრობული პრეპარატები, [MASK] გამოიყენება ბაქტერიული ინფექციის სამკურნალოდ და პრევენციისთვის.",რომლებიც,რომლებსაც,რომლებმაც,0.8599407076835632,0.21769090446774939,5.1662473151355784e-05,14.240523765595833,1.2740995745313095e-07,22.904018631461263,0.96
34,wiki_philology_02415,15,"სწორედ მეოცე საუკუნის ქართული არაბისტიკის ერთ–ერთ თვალსაჩინო ფიგურას წარმოადგენს აკადემიკოსი გიორგი წერეთელი, რომლის [MASK] თავისი მნიშვნელოვნებით სცდება საქართველოს ფარგლებს.",შრომები,შრომებს,შრომებმა,2.048495744971497e-07,22.21893176808109,3.98266145110753e-11,34.54747619613698,8.264525228034664e-12,36.8162051952147,0.84
35,wiki_philosophy_02431,1,"[MASK] წერს, რომ ისტორიული პროცესის საშუალებით სამყაროს აბსოლუტური გონი სრულყოფასა და თვითრეალიზაციის უმაღლეს ფორმას აღწევს.",იგი,მას,მან,6.523595743601615e-07,20.547829280808486,2.854061520451975e-08,25.062408326074152,1.0075979162138536e-08,26.564504715509827,1.0
36,wiki_physical_02484,2,"კატალიზის [MASK] ბუნებაში გავრცელებულია (ცოცხალ ორგანიზმებში მიმდინარე პროცესების უმრავლესობა კატალიტურია) და ფართოდ გამოიყენება ტექნიკაში (ნავთობგადამუშავებასა და ნავთობქიმიაში, გოგირდმჟავის, ამიაკის, აზოტმჟავის წარმოებაში და ა.შ.).",მოვლენა,მოვლენას,მოვლენამ,1.3123092060157981e-09,29.50524516647869,3.2130034950011987e-11,34.85728649363384,5.12998621532627e-12,37.504182189445096,0.79
37,wiki_physical_02500,14,გასული საუკუნის 40-იან წწ. დაიწყო საქართველოსა და მისი რეგიონების ფიზიკურ-გეოგრაფიული (ლანდშაფტური) [MASK].,შესწავლა,შესწავლას,შესწავლამ,5.183462400708965e-06,17.557652471481607,1.5602208839066162e-07,22.611746375150712,4.2556103812435414e-08,24.48605868692012,0.71
38,wiki_physics_02525,3,ყოველი ფიზიკური [MASK] განიხილებოდა როგორც ნაწილაკების ურთიერთქმედებისა და მოძრაობის შედეგი.,მოვლენა,მოვლენას,მოვლენამ,1.8426824500662423e-09,29.015545381599857,1.0056181357331e-10,33.21119837560929,5.444764381829064e-11,34.09633942503398,0.71
39,wiki_physics_02526,4,ატომური ფიზიკის შემდგომი [MASK] ორი მიმართულებით წარიმართა.,განვითარება,განვითარებას,განვითარებამ,1.1219586217553345e-09,29.73133338417964,2.7370013000695786e-12,38.410541018668354,1.4010673302278036e-10,32.73275466073395,0.73
40,wiki_politics_02585,2,"შემოსავლის [MASK] განსხვავდება „ნებაყოფლობითი“ ხელფასისა და ფასების სახელმძღვანელო პრინციპებიდან ვიდრე სავალდებულო კონტროლისთვის, როგორიცაა ფასის/ხელფასის გაყინვა.",პოლიტიკა,პოლიტიკას,პოლიტიკამ,3.307726621498718e-06,18.20572856640688,6.473576034198338e-09,27.202789969963465,4.937779553337985e-09,27.593490425040063,0.8
41,wiki_politics_02592,1,[MASK] დაკავშირებულია „სანიტარულ კორდონთან“ რომელიც შემდგომში ეწოდა სსრკ-ის გეოპოლიტიკურ შეკავებას 1940-იან წლებში.,ტერმინი,ტერმინს,ტერმინმა,2.2964866048228566e-14,45.307564959935846,2.897463342796646e-16,51.61605910907995,4.572201258879696e-18,57.601816798558986,1.0
42,wiki_psychology_02635,8,"ფილოსოფიურად, ადამიანის გონებისა და მისი პროცესების [MASK] ძველი ბერძნების დროიდან დაიწყო.",შესწავლა,შესწავლას,შესწავლამ,4.924790883350759e-13,40.88500276743532,7.693420359261466e-15,46.885296285685335,8.589918001180751e-15,46.726277063757465,0.86
43,wiki_psychology_02638,3,სამედიცინო ფსიქოლოგიის [MASK] არ განსხვავდება ზოგადად ფსიქოლოგიის მეთოდებისაგან.,მეთოდები,მეთოდებს,მეთოდებმა,2.007380953710607e-08,25.5701103268153,5.012495105196465e-10,30.89375202612646,1.9655259242611285e-11,35.566293651478844,0.78
44,wiki_sinology_02673,7,2007 წელს თბილისის აზიისა და აფრიკის [MASK] თავისუფალი უნივერსიტეტის შემადგენლობაში შევიდა.,ინსტიტუტი,ინსტიტუტს,ინსტიტუტმა,7.564408187681497e-10,30.300053733331215,2.6948260431060122e-14,45.07680118154857,2.1638593067500424e-16,52.03724281942707,0.71
45,wiki_soil_02748,3,ნიადაგების მეცნიერული [MASK] დაიწყო XVIII-XIX სს. მიჯნაზე.,შესწავლა,შესწავლას,შესწავლამ,1.561194714690748e-10,32.576630465113226,4.801674215682889e-12,37.59959961583031,3.6766820709540465e-11,34.66280461415711,0.72
46,wiki_soil_02751,3,ნიადაგთმცოდნეობის მეცნიერული [MASK] რუსეთში XIX საუკუნის II ნახევარში შეიქმნა და მას გენეზისური მიმართულება მიეცა.,თეორია,თეორიას,თეორიამ,1.550038754171301e-09,29.26504856767913,1.349881229909294e-12,39.430304662156516,1.6701832503218895e-13,42.44505883153896,0.91
47,wiki_technology_02824,10,"ნანოტექნოლოგიას აქვს პოტენციალი შექმნას მრავალი ახალი მოწყობილობა, რომელთა [MASK] შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",გამოყენება,გამოყენებას,გამოყენებამ,0.0018129324098384856,9.107459145464484,8.278277621253216e-05,13.560309842673488,2.9944644098465945e-05,15.027342488903932,0.88
48,wiki_thermotechnics_02911,8,"თუ ორთქლის კონდენსაციის დროს სითხე წარმოიქმნა, [MASK] ჩამოედინება ზედაპირიდან სიმძიმის ძალის ზემოქმედებით ან წაიტაცება მოძრავი ორთქლით.",იგი,მას,მან,0.047290164977312095,4.402316014958604,0.00987078528851271,6.662619419152094,0.00714306393638253,7.129241249950464,0.82
49,wiki_zoology_02997,12,"იგი იკვლევს ორგანული სამყაროს ისტორიას, იმ ცხოველების ნამარხ ნარჩენებს, [MASK] ცხოვრობდნენ წარსულ გეოლოგიურ ეპოქებში.",რომლებიც,რომლებსაც,რომლებმაც,0.9956700801849365,0.006260316981955777,5.585393168810406e-06,17.44990973038309,1.291922554695305e-06,19.5620489801792,1.0
50,wiki_automotive_00335,1,"[MASK] სამოქალაქო ინჟინერია XVI საუკუნის ჰოლანდიაში გამოჩნდა და გულისხმობდა გზების და ხიდების მშენებელ სპეციალისტს, პირველი სასწავლო დაწესებულებები ინჟინერთა მოსამზადებლად ჩამოყალიბდა დანიაში XVII საუკუნეში, შემდეგ - დიდ ბრიტანეთში, საფრანგეთში, ავსტრიაში, გერმანიაში და სხვაგან.",ტერმინი,ტერმინს,ტერმინმა,4.258669576828396e-18,57.70430291007858,3.0519276845988077e-20,64.82884111981684,8.804083399345551e-21,66.62231718097485,1.0
51,wiki_aviation_00374,2,"სააგენტოს [MASK] შედგება საავიაციო უშიშროების დეპარტამენტის, ლიცენზიების სახელმწიფო რეესტრის, საერთაშორისო ურთიერთობების დეპარტამენტისა და ფინანსური და ეკონომიკური დეპარტამენტებისგან.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,8.894796260097827e-12,36.710175578452464,2.796988262572917e-13,41.70119103390944,1.45223228122287e-13,42.6467930059825,0.69
52,wiki_aviation_00381,1,"[MASK] ძირითადად გამოიყენება უძრავფრთიანი თვითმფრინავების აღსანიშნავად, საზღვაო ბაზირების შვეულმფრენებს ოპერაციების ჩატარება უფრო ფართო სპექტრის საზღვაო ხომალდებიდან შეუძლიათ.",ტერმინი,ტერმინს,ტერმინმა,9.361652253437915e-14,43.28023015251638,1.254632600847581e-16,52.82358456241637,1.3467265509063551e-17,56.04332066777868,1.0
53,wiki_biochemistry_00428,14,"ლიპიდები (ბერძნ. λίπος, lípos — ცხიმი) — ცხიმისებრი ნივთიერებები, [MASK] ყველა ცოცხალი უჯრედის შედგენილობაში შედის და განსაკუთრებული მნიშვნელობა აქვს სასიცოცხლო პროცესებისათვის - განაპირობებს უჯრედის განვლადობას, მოქმედებს მრავალი ფერმენტის აქტივობაზე, მონაწილეობს ნერვული იმპულსის გადაცემაში, კუნთის შეკუმშვაში, უჯრედებს შორის კონტაქტობის წარმოქმნაში, იმუნოქიმიურ პროცესებში.",რომლებიც,რომლებსაც,რომლებმაც,0.8752026557922363,0.19231097890900017,1.3486990496660975e-05,16.178072014951482,9.950908363961065e-08,23.260596531697256,0.96
54,wiki_bioinformatics_00482,1,"[MASK] ბიოლოგიური საინჟინრო გამოიყენება, აგრეთვე, გარემოსდაცვითი ცვლილებების აღსაწერად: ნიადაგის დაცვა, ფერდობების სტაბილიზაცია, წყლის და სანაპიროს დაცვა, ქარიშხალი, მცენარეული ბარიერები.",ტერმინი,ტერმინს,ტერმინმა,9.501592466636723e-16,49.90268018884021,1.8907150125005975e-17,55.55384569085347,2.1178471299365545e-17,55.3901791563526,1.0
55,wiki_biotechnology_00533,3,"ინსულინის დასამზადებლად [MASK] მცირე რაოდენობით იღებენ ადამიანის უჯრედებს და მისგან გენეტიკურ მასალას (დიენემი) გამოყოფენ, რომელიც ინსულინის დასამზადებელ ინსტრუქციებსაც შეიცავს.",მეცნიერები,მეცნიერებს,მეცნიერებმა,3.711961057740232e-08,24.683243183897353,1.0002443718376902e-09,29.897000343018014,1.2880772500431077e-10,32.854061829868236,0.76
56,wiki_cellular_00596,1,"[MASK] ძირითადად მოხდა პალეონტოლოგიაში, გარდამავალი ნამარხების და განვითარების ბიოლოგიაში კომპლექსური უჯრედული მექანიზმის შესწავლის გზით.",ეს,ამას,ამან,1.3166911116968555e-07,22.85657972703805,1.7817993980566605e-11,35.70787412200752,2.279895964990883e-12,38.67416914505487,1.0
57,wiki_children's_00639,7,"იგი მოისყიდის მიგასა და ჟულიოს, [MASK] მთელი ფულით გარბიან და არაფერს უტოვებენ ნეზნაიკასა და კოზლიკს.",რომლებიც,რომლებსაც,რომლებმაც,0.7876793146133423,0.3443197055395956,0.00013813199515292453,12.821664853565572,5.118051681936712e-06,17.575973853580784,0.92
58,wiki_computer_00675,2,"იგივე [MASK] შეიძლება იყოს ადამიანისთვის აღქმად ფორმაში, რომელსაც პროგრამის კოდი (ან სორს კოდი) ეწოდება.",პროგრამა,პროგრამას,პროგრამამ,1.1120865139846981e-07,23.100227638342847,2.431350240376236e-09,28.615595122833444,7.853073085605085e-10,30.24602362508847,0.67
59,wiki_criminal_00753,8,"ფართოდ გავრცელებული აზრის თანახმად, თანამედროვე სისხლის [MASK] ჩაისახა XVIII საუკუნეში, როდესაც ძირითადმა ევროპულმა ქვეყნებმა მიიღეს შესაბამისი საერო კანონმდებლობა და მისი აღსრულების უზრუნველსაყოფად შექმნეს საპოლიციო სისტემები.",სამართალი,სამართალს,სამართალმა,8.4754852637911e-12,36.77984116655007,3.1071383828594516e-13,41.54947873722587,4.56926242890555e-15,47.63696011930465,0.96
60,wiki_cultural_00794,4,"თანამედროვე მნიშვნელობით, [MASK] კულტურა XVII საუკუნიდან იხმარება.",ტერმინი,ტერმინს,ტერმინმა,1.2697140825639255e-10,32.87477728503099,2.4116799897121294e-12,38.59309865258962,4.0135645919811937e-14,44.502109212734254,0.93
61,wiki_agriculture_00040,7,სოფლის მეურნეობის განვითარების საერთაშორისო ფონდის სტრატეგიული [MASK] დეტალურად არის გაწერილი განვითარების საერთაშორისო ფონდის 2011-2015 წლების სტრატეგიაში: სოფლის მოსახლეობის სიღარიბის დაძლევა.,პოლიტიკა,პოლიტიკას,პოლიტიკამ,3.917634937680427e-07,21.283513696962384,4.421446356912634e-10,31.074762563281343,4.3748235237494456e-11,34.41198422259811,0.8
62,wiki_agriculture_00044,2,"ჩაის [MASK] ბრიტანეთის ინდოეთის დროს განვითარდა, როდესაც ოსტინდოეთის კომპანიამ სილჰეტის რეგიონში ჩაით ვაჭრობა დაიწყო.",მრეწველობა,მრეწველობას,მრეწველობამ,1.7833403386997945e-09,29.062770795948246,7.891839193064229e-18,56.8143441484813,1.2541146156927087e-18,59.468036503424926,0.71
63,wiki_agrochemistry_00049,1,"[MASK] მჭიდროდ უკავშირდება ნიადაგთმცოდნეობას, მიწათმოქმედებას, მეტეოროლოგიას, მცენარეთა ფიზიოლოგიასა და ბიოქიმიას, სასოფლო-სამეურნეო მიკრობიოლოგიას, ფიზიკას, ქიმიას.",იგი,მას,მან,3.8029773463676964e-07,21.32636731908482,3.962608019492106e-08,24.588974495881807,8.066358248015599e-09,26.885435372968708,1.0
64,wiki_archaeology_00146,11,"არქეოლოგიური ძეგლების დასათარიღებლად გამოიყენება პალეოკლიმატოლოგიის, პალეობოტანიკის, პალეოზოოლოგიის მეცნიერებათა [MASK].",მიღწევები,მიღწევებს,მიღწევებმა,1.654053149241018e-12,39.13713154566607,3.351077143212838e-16,51.406224619823256,5.869973430516857e-17,53.91942363986028,0.73
65,wiki_archaeology_00147,10,მასობრივი არქეოლოგიური მასალის შესწავლისას ხშირად გამოიყენება სტატისტიკურ — კომბინატორული [MASK].,მეთოდები,მეთოდებს,მეთოდებმა,4.457280776423377e-08,24.419260915941702,2.699965309113477e-10,31.786340078149916,1.1259232016954436e-10,33.048172523153276,0.71
66,wiki_art_00196,2,"კრეატიული [MASK] უმეტესწილად იყოფა სხვადასხვა სპეციფიკურ კატეგორიებად, ადვილად გასარჩევ კატეგორიებად, როგორებიცაა მედია, ჟანრი, სტილი და ფორმა.",ხელოვნება,ხელოვნებას,ხელოვნებამ,6.488050206374253e-14,43.809208344840926,3.7330268291921224e-15,47.92857554601064,2.753989970199469e-15,48.36739811800235,0.73
67,wiki_art_00204,5,"კულტურული შოკი - ეს [MASK] XX საუკუნის 50-იანი წლების მიწურულიდან გვხვდება სამეცნიერო ლიტერატურაში დაძაბულობის, დაურწმუნებლობისა და შფოთვის იმ შეგრძნების აღსანიშნავად, რომელსაც ადამიანი ან ადამიანთა ჯგუფი (მაგალითად, მასობრივი ემიგრაციის შემთხვევაში) განიცდის ახალ და უჩვეულო კულტურულ გარემოში აღმოჩენისას (K. Oberg, Culture Shock and the Problem of Adjusment in New Cultural Enviroments).",ტერმინი,ტერმინს,ტერმინმა,1.3834453063099848e-06,19.463302960342038,1.4520630305897738e-10,32.68117687023304,4.4096111881478855e-10,31.078629495281326,0.69
68,wiki_art_00211,1,[MASK] მუდმივად თანამშრომლობს ხელოვნების სხვა ინსტიტუტებთან გამოფენების თანადაფინანსებისა და მოწყობის მიზნით.,მუზეუმი,მუზეუმს,მუზეუმმა,6.3786360385432e-15,47.15567346182855,3.35458577577161e-17,54.72664297963567,1.7586260981358355e-18,58.98025692425584,1.0
69,wiki_art_00229,3,"ძირითადად, [MASK] დაკავებულია კულტურული პოლიტიკის ფორმირებით და ქმნის ინფრასტრუქტურას შიდა თანამედროვე ხელოვნების განვითარების პროექტებისთვის.",ცენტრი,ცენტრს,ცენტრმა,0.00042512858635745937,11.19981310808226,1.9379580687538907e-11,35.586671688000386,8.315664813011045e-12,36.80730553128811,0.84
