Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg
33,wiki_pharmacology_02373,12,"ანტიბიოტიკები, აგრეთვე, ანტიბაქტერიული საშუალებები — არის ანტიმიკრობული პრეპარატები, [MASK] გამოიყენება ბაქტერიული ინფექციის სამკურნალოდ და პრევენციისთვის.",რომლებიც,რომლებსაც,რომლებმაც,-734.1693026536014,734.1693026536014,-737.9579396033155,737.9579396033155,-736.7403556316912,736.7403556316912
34,wiki_philology_02415,15,"სწორედ მეოცე საუკუნის ქართული არაბისტიკის ერთ–ერთ თვალსაჩინო ფიგურას წარმოადგენს აკადემიკოსი გიორგი წერეთელი, რომლის [MASK] თავისი მნიშვნელოვნებით სცდება საქართველოს ფარგლებს.",შრომები,შრომებს,შრომებმა,-612.0777755341618,612.0777755341618,-610.5386268894295,610.5386268894295,-614.1040006444156,614.1040006444156
35,wiki_philosophy_02431,1,"[MASK] წერს, რომ ისტორიული პროცესის საშუალებით სამყაროს აბსოლუტური გონი სრულყოფასა და თვითრეალიზაციის უმაღლეს ფორმას აღწევს.",იგი,მას,მან,-374.4766821677285,374.4766821677285,-365.15795817298095,365.15795817298095,-370.691643034411,370.691643034411
36,wiki_physical_02484,2,"კატალიზის [MASK] ბუნებაში გავრცელებულია (ცოცხალ ორგანიზმებში მიმდინარე პროცესების უმრავლესობა კატალიტურია) და ფართოდ გამოიყენება ტექნიკაში (ნავთობგადამუშავებასა და ნავთობქიმიაში, გოგირდმჟავის, ამიაკის, აზოტმჟავის წარმოებაში და ა.შ.).",მოვლენა,მოვლენას,მოვლენამ,-1025.4863598727018,1025.4863598727018,-1016.0711615914383,1016.0711615914383,-1038.1839696202226,1038.1839696202226
37,wiki_physical_02500,14,გასული საუკუნის 40-იან წწ. დაიწყო საქართველოსა და მისი რეგიონების ფიზიკურ-გეოგრაფიული (ლანდშაფტური) [MASK].,შესწავლა,შესწავლას,შესწავლამ,-408.76116638769014,408.76116638769014,-422.07201773867894,422.07201773867894,-428.03087937853434,428.03087937853434
38,wiki_physics_02525,3,ყოველი ფიზიკური [MASK] განიხილებოდა როგორც ნაწილაკების ურთიერთქმედებისა და მოძრაობის შედეგი.,მოვლენა,მოვლენას,მოვლენამ,-251.71758550720318,251.71758550720318,-254.12650342538112,254.12650342538112,-260.5303695798314,260.5303695798314
39,wiki_physics_02526,4,ატომური ფიზიკის შემდგომი [MASK] ორი მიმართულებით წარიმართა.,განვითარება,განვითარებას,განვითარებამ,-219.19791423625634,219.19791423625634,-230.244713188416,230.244713188416,-233.3197798560052,233.3197798560052
40,wiki_politics_02585,2,"შემოსავლის [MASK] განსხვავდება „ნებაყოფლობითი“ ხელფასისა და ფასების სახელმძღვანელო პრინციპებიდან ვიდრე სავალდებულო კონტროლისთვის, როგორიცაა ფასის/ხელფასის გაყინვა.",პოლიტიკა,პოლიტიკას,პოლიტიკამ,-592.7165921439422,592.7165921439422,-587.2180813015449,587.2180813015449,-609.1626803461683,609.1626803461683
41,wiki_politics_02592,1,[MASK] დაკავშირებულია „სანიტარულ კორდონთან“ რომელიც შემდგომში ეწოდა სსრკ-ის გეოპოლიტიკურ შეკავებას 1940-იან წლებში.,ტერმინი,ტერმინს,ტერმინმა,-399.7943899914087,399.7943899914087,-404.2214494761416,404.2214494761416,-420.25126322830266,420.25126322830266
42,wiki_psychology_02635,8,"ფილოსოფიურად, ადამიანის გონებისა და მისი პროცესების [MASK] ძველი ბერძნების დროიდან დაიწყო.",შესწავლა,შესწავლას,შესწავლამ,-333.0003389231919,333.0003389231919,-351.94307791877253,351.94307791877253,-351.1462156748604,351.1462156748604
43,wiki_psychology_02638,3,სამედიცინო ფსიქოლოგიის [MASK] არ განსხვავდება ზოგადად ფსიქოლოგიის მეთოდებისაგან.,მეთოდები,მეთოდებს,მეთოდებმა,-244.54549499691805,244.54549499691805,-233.40204732522838,233.40204732522838,-235.13556205728426,235.13556205728426
44,wiki_sinology_02673,7,2007 წელს თბილისის აზიისა და აფრიკის [MASK] თავისუფალი უნივერსიტეტის შემადგენლობაში შევიდა.,ინსტიტუტი,ინსტიტუტს,ინსტიტუტმა,-323.5877392736007,323.5877392736007,-343.5229313420939,343.5229313420939,-354.0425071068262,354.0425071068262
45,wiki_soil_02748,3,ნიადაგების მეცნიერული [MASK] დაიწყო XVIII-XIX სს. მიჯნაზე.,შესწავლა,შესწავლას,შესწავლამ,-239.89566644681437,239.89566644681437,-245.31698678522028,245.31698678522028,-250.9729387929134,250.9729387929134
46,wiki_soil_02751,3,ნიადაგთმცოდნეობის მეცნიერული [MASK] რუსეთში XIX საუკუნის II ნახევარში შეიქმნა და მას გენეზისური მიმართულება მიეცა.,თეორია,თეორიას,თეორიამ,-408.4273348975853,408.4273348975853,-420.4938223273776,420.4938223273776,-425.3522394956936,425.3522394956936
47,wiki_technology_02824,10,"ნანოტექნოლოგიას აქვს პოტენციალი შექმნას მრავალი ახალი მოწყობილობა, რომელთა [MASK] შესაძლებელი იქნება მედიცინაში, ელექტრონიკასა და ენერგეტიკაში.",გამოყენება,გამოყენებას,გამოყენებამ,-472.86084811321507,472.86084811321507,-483.99408676490094,483.99408676490094,-486.52909128953115,486.52909128953115
48,wiki_thermotechnics_02911,8,"თუ ორთქლის კონდენსაციის დროს სითხე წარმოიქმნა, [MASK] ჩამოედინება ზედაპირიდან სიმძიმის ძალის ზემოქმედებით ან წაიტაცება მოძრავი ორთქლით.",იგი,მას,მან,-523.244545196006,523.244545196006,-518.9882319847229,518.9882319847229,-518.2073958154367,518.2073958154367
49,wiki_zoology_02997,12,"იგი იკვლევს ორგანული სამყაროს ისტორიას, იმ ცხოველების ნამარხ ნარჩენებს, [MASK] ცხოვრობდნენ წარსულ გეოლოგიურ ეპოქებში.",რომლებიც,რომლებსაც,რომლებმაც,-464.8588106302842,464.8588106302842,-468.3386958764733,468.3386958764733,-467.39563978890556,467.39563978890556
50,wiki_automotive_00335,1,"[MASK] სამოქალაქო ინჟინერია XVI საუკუნის ჰოლანდიაში გამოჩნდა და გულისხმობდა გზების და ხიდების მშენებელ სპეციალისტს, პირველი სასწავლო დაწესებულებები ინჟინერთა მოსამზადებლად ჩამოყალიბდა დანიაში XVII საუკუნეში, შემდეგ - დიდ ბრიტანეთში, საფრანგეთში, ავსტრიაში, გერმანიაში და სხვაგან.",ტერმინი,ტერმინს,ტერმინმა,-909.0709808408948,909.0709808408948,-849.2790156233771,849.2790156233771,-870.6395341767177,870.6395341767177
51,wiki_aviation_00374,2,"სააგენტოს [MASK] შედგება საავიაციო უშიშროების დეპარტამენტის, ლიცენზიების სახელმწიფო რეესტრის, საერთაშორისო ურთიერთობების დეპარტამენტისა და ფინანსური და ეკონომიკური დეპარტამენტებისგან.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,-425.0486824377076,425.0486824377076,-421.52101525187186,421.52101525187186,-432.293096878316,432.293096878316
52,wiki_aviation_00381,1,"[MASK] ძირითადად გამოიყენება უძრავფრთიანი თვითმფრინავების აღსანიშნავად, საზღვაო ბაზირების შვეულმფრენებს ოპერაციების ჩატარება უფრო ფართო სპექტრის საზღვაო ხომალდებიდან შეუძლიათ.",ტერმინი,ტერმინს,ტერმინმა,-676.178340672854,676.178340672854,-648.0306732882771,648.0306732882771,-654.1277484513059,654.1277484513059
53,wiki_biochemistry_00428,14,"ლიპიდები (ბერძნ. λίπος, lípos — ცხიმი) — ცხიმისებრი ნივთიერებები, [MASK] ყველა ცოცხალი უჯრედის შედგენილობაში შედის და განსაკუთრებული მნიშვნელობა აქვს სასიცოცხლო პროცესებისათვის - განაპირობებს უჯრედის განვლადობას, მოქმედებს მრავალი ფერმენტის აქტივობაზე, მონაწილეობს ნერვული იმპულსის გადაცემაში, კუნთის შეკუმშვაში, უჯრედებს შორის კონტაქტობის წარმოქმნაში, იმუნოქიმიურ პროცესებში.",რომლებიც,რომლებსაც,რომლებმაც,-1512.163731549829,1512.163731549829,-1513.6051655217252,1513.6051655217252,-1515.5823720660119,1515.5823720660119
54,wiki_bioinformatics_00482,1,"[MASK] ბიოლოგიური საინჟინრო გამოიყენება, აგრეთვე, გარემოსდაცვითი ცვლილებების აღსაწერად: ნიადაგის დაცვა, ფერდობების სტაბილიზაცია, წყლის და სანაპიროს დაცვა, ქარიშხალი, მცენარეული ბარიერები.",ტერმინი,ტერმინს,ტერმინმა,-686.6693987113111,686.6693987113111,-649.5412137864276,649.5412137864276,-656.4488844496314,656.4488844496314
55,wiki_biotechnology_00533,3,"ინსულინის დასამზადებლად [MASK] მცირე რაოდენობით იღებენ ადამიანის უჯრედებს და მისგან გენეტიკურ მასალას (დიენემი) გამოყოფენ, რომელიც ინსულინის დასამზადებელ ინსტრუქციებსაც შეიცავს.",მეცნიერები,მეცნიერებს,მეცნიერებმა,-705.0338754578045,705.0338754578045,-704.572291262753,704.572291262753,-696.0635000950456,696.0635000950456
56,wiki_cellular_00596,1,"[MASK] ძირითადად მოხდა პალეონტოლოგიაში, გარდამავალი ნამარხების და განვითარების ბიოლოგიაში კომპლექსური უჯრედული მექანიზმის შესწავლის გზით.",ეს,ამას,ამან,-450.163237976765,450.163237976765,-457.4766385014345,457.4766385014345,-449.2153700263504,449.2153700263504
57,wiki_children's_00639,7,"იგი მოისყიდის მიგასა და ჟულიოს, [MASK] მთელი ფულით გარბიან და არაფერს უტოვებენ ნეზნაიკასა და კოზლიკს.",რომლებიც,რომლებსაც,რომლებმაც,-423.745762893116,423.745762893116,-424.73788010129556,424.73788010129556,-426.21095120040025,426.21095120040025
58,wiki_computer_00675,2,"იგივე [MASK] შეიძლება იყოს ადამიანისთვის აღქმად ფორმაში, რომელსაც პროგრამის კოდი (ან სორს კოდი) ეწოდება.",პროგრამა,პროგრამას,პროგრამამ,-289.13266526139654,289.13266526139654,-291.07670543812156,291.07670543812156,-294.28753233807146,294.28753233807146
59,wiki_criminal_00753,8,"ფართოდ გავრცელებული აზრის თანახმად, თანამედროვე სისხლის [MASK] ჩაისახა XVIII საუკუნეში, როდესაც ძირითადმა ევროპულმა ქვეყნებმა მიიღეს შესაბამისი საერო კანონმდებლობა და მისი აღსრულების უზრუნველსაყოფად შექმნეს საპოლიციო სისტემები.",სამართალი,სამართალს,სამართალმა,-894.7405712724225,894.7405712724225,-890.7466731355205,890.7466731355205,-904.9044040401699,904.9044040401699
60,wiki_cultural_00794,4,"თანამედროვე მნიშვნელობით, [MASK] კულტურა XVII საუკუნიდან იხმარება.",ტერმინი,ტერმინს,ტერმინმა,-214.4525918880929,214.4525918880929,-214.21391331195258,214.21391331195258,-221.52859562936735,221.52859562936735
61,wiki_agriculture_00040,7,სოფლის მეურნეობის განვითარების საერთაშორისო ფონდის სტრატეგიული [MASK] დეტალურად არის გაწერილი განვითარების საერთაშორისო ფონდის 2011-2015 წლების სტრატეგიაში: სოფლის მოსახლეობის სიღარიბის დაძლევა.,პოლიტიკა,პოლიტიკას,პოლიტიკამ,-475.18236388810567,475.18236388810567,-486.89691625212225,486.89691625212225,-488.56352078060445,488.56352078060445
62,wiki_agriculture_00044,2,"ჩაის [MASK] ბრიტანეთის ინდოეთის დროს განვითარდა, როდესაც ოსტინდოეთის კომპანიამ სილჰეტის რეგიონში ჩაით ვაჭრობა დაიწყო.",მრეწველობა,მრეწველობას,მრეწველობამ,-448.22057811127127,448.22057811127127,-438.812412370009,438.812412370009,-459.2103862081876,459.2103862081876
63,wiki_agrochemistry_00049,1,"[MASK] მჭიდროდ უკავშირდება ნიადაგთმცოდნეობას, მიწათმოქმედებას, მეტეოროლოგიას, მცენარეთა ფიზიოლოგიასა და ბიოქიმიას, სასოფლო-სამეურნეო მიკრობიოლოგიას, ფიზიკას, ქიმიას.",იგი,მას,მან,-812.4763222641336,812.4763222641336,-778.900052143936,778.900052143936,-804.56489113136,804.56489113136
64,wiki_archaeology_00146,11,"არქეოლოგიური ძეგლების დასათარიღებლად გამოიყენება პალეოკლიმატოლოგიის, პალეობოტანიკის, პალეოზოოლოგიის მეცნიერებათა [MASK].",მიღწევები,მიღწევებს,მიღწევებმა,-631.2528098735282,631.2528098735282,-629.6710791288067,629.6710791288067,-641.6956810275587,641.6956810275587
65,wiki_archaeology_00147,10,მასობრივი არქეოლოგიური მასალის შესწავლისას ხშირად გამოიყენება სტატისტიკურ — კომბინატორული [MASK].,მეთოდები,მეთოდებს,მეთოდებმა,-319.22106878873615,319.22106878873615,-320.9933085161057,320.9933085161057,-325.2813810309309,325.2813810309309
66,wiki_art_00196,2,"კრეატიული [MASK] უმეტესწილად იყოფა სხვადასხვა სპეციფიკურ კატეგორიებად, ადვილად გასარჩევ კატეგორიებად, როგორებიცაა მედია, ჟანრი, სტილი და ფორმა.",ხელოვნება,ხელოვნებას,ხელოვნებამ,-518.5849967215679,518.5849967215679,-519.2389895775011,519.2389895775011,-525.4590898302267,525.4590898302267
67,wiki_art_00204,5,"კულტურული შოკი - ეს [MASK] XX საუკუნის 50-იანი წლების მიწურულიდან გვხვდება სამეცნიერო ლიტერატურაში დაძაბულობის, დაურწმუნებლობისა და შფოთვის იმ შეგრძნების აღსანიშნავად, რომელსაც ადამიანი ან ადამიანთა ჯგუფი (მაგალითად, მასობრივი ემიგრაციის შემთხვევაში) განიცდის ახალ და უჩვეულო კულტურულ გარემოში აღმოჩენისას (K. Oberg, Culture Shock and the Problem of Adjusment in New Cultural Enviroments).",ტერმინი,ტერმინს,ტერმინმა,-1655.8139411616835,1655.8139411616835,-1655.994541726619,1655.994541726619,-1668.5408474353367,1668.5408474353367
68,wiki_art_00211,1,[MASK] მუდმივად თანამშრომლობს ხელოვნების სხვა ინსტიტუტებთან გამოფენების თანადაფინანსებისა და მოწყობის მიზნით.,მუზეუმი,მუზეუმს,მუზეუმმა,-278.81837939820065,278.81837939820065,-349.8298548906846,349.8298548906846,-354.7164341047653,354.7164341047653
69,wiki_art_00229,3,"ძირითადად, [MASK] დაკავებულია კულტურული პოლიტიკის ფორმირებით და ქმნის ინფრასტრუქტურას შიდა თანამედროვე ხელოვნების განვითარების პროექტებისთვის.",ცენტრი,ცენტრს,ცენტრმა,-348.84953798083274,348.84953798083274,-351.52042889460716,351.52042889460716,-362.55961793273985,362.55961793273985
