Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_nom,form_ungrammatical_erg,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg
10,wiki_entomology_01079,1,"[MASK] აქვთ მღრღნელი (ახასიათებთ სწორფრთიანებს, ხეშეშფრთიანებს ანუ ხოჭოებს და სხვა) ან მწუწნავი (ახასიათებთ ქერცლფრთიანებს ანუ პეპლებს, ბუზებს) პირის აპარატი.",მწერებს,მწერები,მწერებმა,-769.42040942808,769.42040942808,-798.8265344695029,798.8265344695029,-801.0644303708295,801.0644303708295
11,wiki_entomology_01084,1,"[MASK] ახასიათებთ მკვეთრი, ლამაზი შეფერილობა, უფრო ხშირად მბრწყინავი ლურჯი ან მწვანე ელფერი დაკრავთ.",ხოჭოებს,ხოჭოები,ხოჭოებმა,-482.3117747436948,482.3117747436948,-498.35617904097984,498.35617904097984,-492.0038602028738,492.0038602028738
12,wiki_entomology_01088,2,უკანა [MASK] ეკუთვნის მსხვილი და სწორი ნაწლავი.,ნაწლავს,ნაწლავი,ნაწლავმა,-180.56928312023462,180.56928312023462,-178.20418671492934,178.20418671492934,-178.55445928823897,178.55445928823897
13,wiki_epidemiology_01114,2,მსხვილმასშტაბიან [MASK] პანდემია ეწოდება.,ეპიდემიას,ეპიდემია,ეპიდემიამ,-207.40760294880567,207.40760294880567,-202.4973259278531,202.4973259278531,-206.6009490326799,206.6009490326799
14,wiki_ethics_01132,2,"ეთიკის [MASK] არ გააჩნია კანონის ძალა და ემყარება ადამიანთა ჯგუფის მიერ დადგენილ წესებს, რომლებიც თავის მხრივ ითვალისწინებენ საზოგადოებაში დადგენილ მორალურ წესებს და საერთაშორისოდ აღიარებულ ნორმებს ამა თუ იმ სფეროში.",კოდექსს,კოდექსი,კოდექსმა,-693.5658009911294,693.5658009911294,-695.1733745314395,695.1733745314395,-695.075592244579,695.075592244579
15,wiki_ethnography_01166,1,"[MASK] ძველთაგანვე აინტერესებდათ მახლობელი თუ შორეული ხალხების ყოფის თავისებურებანი, მათი ზნე-ჩვეულებები და რწმენა-წარმოდგენები.",ადამიანებს,ადამიანები,ადამიანებმა,-564.4821199553197,564.4821199553197,-536.4451676530998,536.4451676530998,-721.6960037549098,721.6960037549098
16,wiki_farming_01204,5,"დიდი სასურსათო მნიშვნელობა აქვს [MASK], რომლისთვისაც ამრავლებენ საკვერცხე მიმართულების ქათმებს.",კვერცხს,კვერცხი,კვერცხმა,-359.05331095294684,359.05331095294684,-360.1627934918303,360.1627934918303,-363.3511865867797,363.3511865867797
17,wiki_finance_01239,2,"სახელმწიფო [MASK] ბიუჯეტის ფორმირების, განხილვის, დამტკიცების, შესრულების და შესრულების შესახებ ანგარიშის შედგენისა და დამტკიცების საქმეში ეწოდება საბიუჯეტო პროცესი.",ქმედებას,ქმედება,ქმედებამ,-527.0113971462863,527.0113971462863,-566.3499691568843,566.3499691568843,-581.4282462480339,581.4282462480339
18,wiki_finance_01240,4,"ფინანსური ინფორმაციის ყველა [MASK], საკუთარი ინტერესებიდან გამომდინარე, სხვადასხვა სახის ინფორმაცია აინტერესებს, მაგრამ ბასს-ები ორიენტირებულნი არიან ინვესტორთა ინტერესებზე.",მომხმარებელს,მომხმარებელი,მომხმარებელმა,-486.7708833172744,486.7708833172744,-427.1419888559478,427.1419888559478,-493.2769821894411,493.2769821894411
19,wiki_forestry_01244,2,მთის [MASK] უკავიათ მრავალი ქედის ფერდობი მთისწინეთიდან დაწყებული ალპურ სარტყლამდე და მთის ტუნდრამდე.,ტყეებს,ტყეები,ტყეებმა,-450.40120811910043,450.40120811910043,-434.2468947122679,434.2468947122679,-454.1294865225275,454.1294865225275
20,wiki_general_01277,4,"გარდა ამისა, [MASK] აქვს უნარი წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",ნახშირბადს,ნახშირბადი,ნახშირბადმა,-519.1512969156901,519.1512969156901,-515.2011411671094,515.2011411671094,-520.4803930688034,520.4803930688034
21,wiki_geology_01367,1,[MASK] მრავალსაუკუნოვანი ისტორია აქვს.,გეოლოგიას,გეოლოგია,გეოლოგიამ,-163.59863036948704,163.59863036948704,-158.57951784175174,158.57951784175174,-167.80591523916237,167.80591523916237
22,wiki_geophysics_01403,3,დედამიწის სეისმურობის [MASK] დიდი სახალხო-სამეურნეო მნიშვნელობა აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,შესწავლას,შესწავლა,შესწავლამ,-619.4506695811449,619.4506695811449,-605.1942939402834,605.1942939402834,-619.5203289610964,619.5203289610964
23,wiki_history_01516,5,"არსებობს გარკვეული კრიტერიუმები, [MASK] სამეცნიერო ლიტერატურა უნდა აკმაყოფილებდეს.",რომელსაც,რომელიც,რომელმაც,-185.4539041197154,185.4539041197154,-180.58221757665626,180.58221757665626,-185.20360612068467,185.20360612068467
24,wiki_hydrogeology_01555,3,ამგვარ წყალშემცველ [MASK] არტეზიული აუზი ეწოდება.,სტრუქტურას,სტრუქტურა,სტრუქტურამ,-238.65516917638274,238.65516917638274,-233.12680393350877,233.12680393350877,-243.1443379724,243.1443379724
25,wiki_international_01699,1,"[MASK] რა თქმა უნდა აქვს გარკვეული ტრადიციებიც, რადგან მრავალი საუკუნის განმავლობაში იგი ვითარდებოდა, როგორც სხვა სოციალური მეცნიერებების შემადგენელი ნაწილი.",თეორიას,თეორია,თეორიამ,-385.01257392499986,385.01257392499986,-367.4617493307612,367.4617493307612,-389.465444815145,389.465444815145
26,wiki_metaphysics_02053,13,"ახლა მეცნიერული ცოდნის გაღრმავებისა და დიფერენციაციის გამო იგი დაიშალა მრავალ დარგებად, [MASK] ერთმანეთთან არანაირი კავშირი არ აქვთ.",რომლებსაც,რომლებიც,რომლებმაც,-484.983849401504,484.983849401504,-483.08211582602667,483.08211582602667,-479.73942529492894,479.73942529492894
27,wiki_mineralogy_02114,3,"მინერალთა რეალურ [MASK] ახასიათებს დეფექტები და დისლოკაციები, გარკვეული მოუწესრიგებლობა.",სტრუქტურას,სტრუქტურა,სტრუქტურამ,-402.0455224192194,402.0455224192194,-394.4192257610977,394.4192257610977,-404.71779126577127,404.71779126577127
28,wiki_marketing_01923,7,"გაცვლა ხორციელდება გარკვეული წესების დაცვით, [MASK] ჰქვია გარიგება.",რომელსაც,რომელიც,რომელმაც,-277.4352555276169,277.4352555276169,-275.87336133784424,275.87336133784424,-279.1778892816245,279.1778892816245
29,wiki_music_02167,1,[MASK] ფესვები 1940 და 1950-იანების როკ-ენ-როლიდან აქვს.,მას,იგი,მან,-223.28076109147818,223.28076109147818,-228.70584315765396,228.70584315765396,-225.02673595796523,225.02673595796523
30,wiki_novel_02186,9,"რომანი — დიდი მოცულობის თხრობითი ლიტერატურული ნაწარმოები, [MASK] ახასიათებს რთული სიუჟეტი.",რომელსაც,რომელიც,რომელმაც,-401.2085747563297,401.2085747563297,-398.03271906879667,398.03271906879667,-404.1788255931623,404.1788255931623
31,wiki_novel_02201,1,"[MASK] მნიშვნელოვანი ადგილი უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",რომანს,რომანი,რომანმა,-471.3910386605647,471.3910386605647,-477.30710809097275,477.30710809097275,-466.5472865737226,466.5472865737226
32,wiki_novel_02206,1,[MASK] გამოკვეთილ ლაიტმოტივად გასდევს რუსეთის იმპერიის როლის საკითხი რიცხოვნებით მცირე ერების ცხოვრებაში.,რომანს,რომანი,რომანმა,-369.5412957349567,369.5412957349567,-376.5351175395286,376.5351175395286,-366.8414334079941,366.8414334079941
33,wiki_paleogeography_02287,1,[MASK] ევალება გადამწერთა სოციალური და პროფესიული შემადგენლობის შესწავლაც.,მას,იგი,მან,-219.32539995361012,219.32539995361012,-228.03783652920416,228.03783652920416,-229.55689804163288,229.55689804163288
34,wiki_psychology_02623,6,"ფროიდი გვაფრთხილებს, რომ ფსიქოანალიზის [MASK] აუცილებლად თან სდევს არასრულფასოვნების განცდის გაცნობიერება და ასევე საკუთარი აზროვნების წინააღმდეგობრივი დამოკიდებულება მისდამი.",შესწავლას,შესწავლა,შესწავლამ,-638.0527330971954,638.0527330971954,-624.1640365215766,624.1640365215766,-634.6724483434176,634.6724483434176
35,wiki_psychology_02629,3,ფსიქოლოგია მარტო [MASK] აქვს.,ადამიანს,ადამიანი,ადამიანმა,-91.41186535657253,91.41186535657253,-88.65225500719383,88.65225500719383,-104.78106761144326,104.78106761144326
36,wiki_sinology_02690,2,კონფუცის [MASK] ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი პედაგოგები.,ინსტიტუტს,ინსტიტუტი,ინსტიტუტმა,-276.86800733971967,276.86800733971967,-264.39341180583574,264.39341180583574,-283.73007773223424,283.73007773223424
37,wiki_sociolinguistics_02696,9,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, [MASK] ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი სიტყვები და გამონათქვამები.",რომელსაც,რომელიც,რომელმაც,-604.8413836651669,604.8413836651669,-601.5431036349144,601.5431036349144,-602.941537408469,602.941537408469
38,wiki_sociology_02723,1,"[MASK] აინტერესებს ჩვენი ქმედება როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",სოციოლოგიას,სოციოლოგია,სოციოლოგიამ,-775.3355832652248,775.3355832652248,-760.6741607514467,760.6741607514467,-771.1450461759451,771.1450461759451
39,wiki_banking_00402,4,"ასევე, ეროვნულ [MASK] აქვს ექსკლუზიური უფლება, დაამზადოს მიმოქცევის ან სხვა მიზნით, სამახსოვრო ფულის ნიშნები.",ბანკს,ბანკი,ბანკმა,-423.84677328585377,423.84677328585377,-413.59343998324914,413.59343998324914,-426.20875518465596,426.20875518465596
40,wiki_biochemistry_00424,13,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, [MASK] ყოველი უჯრედული ორგანიზმი გენური ინფორმაციის საწყობად იყენებს.",რომელსაც,რომელიც,რომელმაც,-673.6334794812886,673.6334794812886,-672.0071331450324,672.0071331450324,-674.7218687223327,674.7218687223327
41,wiki_computer_00673,1,"[MASK] აქვს გაშვებადი სახე, ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",პროგრამას,პროგრამა,პროგრამამ,-319.82101711219747,319.82101711219747,-299.46115435309963,299.46115435309963,-310.5231149619089,310.5231149619089
42,wiki_cosmology_00732,2,"სამყაროს [MASK] ხანგრძლივი ისტორია აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",შესწავლას,შესწავლა,შესწავლამ,-400.3571809100211,400.3571809100211,-389.92632888645556,389.92632888645556,-398.7905618272543,398.7905618272543
43,GLC_00030,1,"[MASK] თავისი ამოცანა ჰქონდა გადასაწყვეტი – ეროვნულ-გამათავისუფლებელი მოძრაობა უნდა მიეყვანა ბოლომდე, გამხდარიყო დამოუკიდებელი.",მას,იგი,მან,-351.6291277018341,351.6291277018341,-354.3348930075814,354.3348930075814,-352.40486496074703,352.40486496074703
44,wiki_astrophysics_00271,12,"ხოლო ჭიის ხვრელები მიეკუთვნებიან იმ ჰიპოთეზებისა და თეორიების რიცხვს, რომლებიც [MASK] დაუდასტურებია და არავის აღმოუჩენია, მაგრამ არსებობს მათი არსებობის თეორიული შესაძლებლობა.",არავის,არავინ,არავინ,-554.4624830826046,554.4624830826046,-556.0287564129226,556.0287564129226,-556.0287564129226,556.0287564129226
45,wiki_phonology_02445,2,"ყოველ [MASK], ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო ბგერა შეესაბამება.",ფონემას,ფონემა,ფონემამ,-358.325242867696,358.325242867696,-348.23475127691603,348.23475127691603,-364.46501026719596,364.46501026719596
46,wiki_phonology_02456,3,"ერთნაირი რაგვარობის [MASK] ჰომოგენური ბგერები ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერებს,ბგერები,ბგერებმა,-457.0081065799983,457.0081065799983,-458.2937192002134,458.2937192002134,-460.1595508394245,460.1595508394245
47,wiki_physical_02467,4,ნივთიერებათა აღნაგობის კრისტალთქიმიის [MASK] აქვს ორი ასპექტი: სტერეო ქიმია და კრისტალთსტრუქტურული.,ანალიზს,ანალიზი,ანალიზმა,-458.1147294237199,458.1147294237199,-428.6939487832501,428.6939487832501,-459.523329272947,459.523329272947
48,wiki_physical_02498,1,[MASK] როგორც მეცნიერებას საფუძველი ჩაეყარა უძველეს დროში.,დედამიწისმცოდნეობას,დედამიწისმცოდნეობა,დედამიწისმცოდნეობამ,-366.9134241089855,366.9134241089855,-365.8693136714389,365.8693136714389,-375.51321742353934,375.51321742353934
49,wiki_political_02554,2,"პოლიტიკის [MASK] რამდენიმე ქვესფერო გააჩნია: პოლიტიკური თეორია, საჯარო პოლიტიკა, სახელმწიფო პოლიტიკა, საერთაშორისო ურთიერთობები და შედარებითი პოლიტიკა.",მეცნიერებას,მეცნიერება,მეცნიერებამ,-313.9450099833987,313.9450099833987,-311.6600038121974,311.6600038121974,-327.1959877203666,327.1959877203666
