Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat
21,wiki_mineralogy_02109,8,1635 წელს იტალიელმა მეცნიერმა ბ. ცეზიუსმა შემოიღო [MASK] „მინერალოგია“.,ტერმინი,ტერმინს,ტერმინმა,-175.52444656565422,175.52444656565422,-190.8537442310679,190.8537442310679,-191.9906595698224,191.9906595698224
22,wiki_mineralogy_02115,5,მინერალოგიური შინაარსის უძველესი წერილობითი [MASK] - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის კრებულმა“ (X ს.).,წყარო,წყაროს,წყარომ,-480.035732049814,480.035732049814,-490.0223944491872,490.0223944491872,-485.6429367380837,485.6429367380837
23,wiki_molecular_02137,18,50-იანი წლების ბოლოს ინგლისელმა მეცნიერმა ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი [MASK].,სტრუქტურა,სტრუქტურას,სტრუქტურამ,-507.30836688585765,507.30836688585765,-517.1954157344751,517.1954157344751,-507.79773061446315,507.79773061446315
24,wiki_morphology_02147,1,"[MASK] „მორფოლოგია“ მეცნიერებაში დაამკვიდრა იოჰან ვოლფგანგ ფონ გოეთემ[1], როდესაც გამოაქვეყნა შრომა სახელწოდებით „მცენარეთა მეტამორფოზების ახსნის ცდა“.",ტერმინი,ტერმინს,ტერმინმა,-413.0052258684308,413.0052258684308,-431.429935567268,431.429935567268,-431.34289666077353,431.34289666077353
25,wiki_morphology_02161,2,გეომორფოლოგიური [MASK] (მორფოლოგიური ანალიზი) შემოგვთავაზა გერმანელმა გეოლოგმა და გეომორფოლოგმა ვალტერ პენკმა 1924 წელს.,ანალიზი,ანალიზს,ანალიზმა,-372.5667719114373,372.5667719114373,-399.9938665744633,399.9938665744633,-389.46261676548903,389.46261676548903
26,wiki_music_02181,6,თანამედროვე ევროპული მუსიკალური ნოტაციის პირველი [MASK] კათოლიკე ბერებმა მსოფლიო მასშტაბით საეკლესიო ლიტურგიის სტანდარტიზების მიზნით განავითარეს.,ფორმები,ფორმებს,ფორმებმა,-280.321108162106,280.321108162106,-288.1918162073349,288.1918162073349,-283.49172814967136,283.49172814967136
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,-247.30962069195172,247.30962069195172,-257.1180175255608,257.1180175255608,-245.15804037161362,245.15804037161362
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,-482.3101627694504,482.3101627694504,-465.2479314806647,465.2479314806647,-459.4345408354175,459.4345408354175
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,-282.79598889451853,282.79598889451853,-298.9837461164538,298.9837461164538,-284.5636357396918,284.5636357396918
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,-247.3307535905564,247.3307535905564,-223.9310567203981,223.9310567203981,-222.81228988904303,222.81228988904303
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,-309.67657190277356,309.67657190277356,-315.1678012097175,315.1678012097175,-311.3411449531725,311.3411449531725
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,-166.39249218666228,166.39249218666228,-161.45673571436825,161.45673571436825,-167.13488978208684,167.13488978208684
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,-83.01807949884576,83.01807949884576,-101.26537526849391,101.26537526849391,-91.64542332382439,91.64542332382439
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,-205.73086960990818,205.73086960990818,-220.41035320650747,220.41035320650747,-209.37986194633274,209.37986194633274
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,-222.1318126573971,222.1318126573971,-232.610958954593,232.610958954593,-232.61957867620598,232.61957867620598
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,-306.72524526300606,306.72524526300606,-308.3959749669644,308.3959749669644,-307.8719477592364,307.8719477592364
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,-330.173748153372,330.173748153372,-324.79559180330443,324.79559180330443,-322.1420512634276,322.1420512634276
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,-336.39960478241176,336.39960478241176,-337.85409657792627,337.85409657792627,-342.9134914060205,342.9134914060205
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,-210.88220440886926,210.88220440886926,-239.09162719265993,239.09162719265993,-228.52505872719996,228.52505872719996
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,-160.27977478244173,160.27977478244173,-177.97947204104725,177.97947204104725,-179.25848747436123,179.25848747436123
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,-306.140182779359,306.140182779359,-329.45180430683314,329.45180430683314,-323.2692645207858,323.2692645207858
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,-331.67792695736324,331.67792695736324,-343.8044912739824,343.8044912739824,-335.88389437872513,335.88389437872513
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,-346.4566727414671,346.4566727414671,-321.8523126176226,321.8523126176226,-324.0482147593878,324.0482147593878
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,-150.34725475342668,150.34725475342668,-147.47400946283778,147.47400946283778,-154.01994781533463,154.01994781533463
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,-697.4083315879983,697.4083315879983,-705.0403139335755,705.0403139335755,-718.9699620849508,718.9699620849508
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,-184.55782244213432,184.55782244213432,-187.0751406502929,187.0751406502929,-182.18777701231673,182.18777701231673
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,-339.37096963315787,339.37096963315787,-344.3164190430499,344.3164190430499,-339.10017784162966,339.10017784162966
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,-156.16588081671094,156.16588081671094,-164.6247712471891,164.6247712471891,-156.96509682710632,156.96509682710632
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,-98.73963807146065,98.73963807146065,-99.70158061011728,99.70158061011728,-103.3192689241965,103.3192689241965
