Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg
10,wiki_international_01662,7,"საერთაშორისო სამართლის ქვესახეობას წარმოადგენს საერთაშორისო საზღვაო [MASK], საერთაშორისო საჰაერო სამართალი, საერთაშორისო სამართალი კოსმოსური სივრცის გამოყენების თაობაზე, ადამიანის უფლებები, საერთაშორისო ეკონომიკური სამართალი, საერთაშორისო გარემოს დაცვის სამართალი.",სამართალი,სამართალს,სამართალმა,-158.9430406909048,158.9430406909048,-176.82638781926119,176.82638781926119,-183.9658545515231,183.9658545515231
11,wiki_international_01704,2,"ორივე [MASK] სახელმწიფოს და მის ინტერესებს, როგორც ცენტრალური სუვიექრის ანალიზებს, უპირველესად მიიჩნევს; ნეოლიბერალებს უბრალოდ აქვთ ამ ინტერესების უფრო დიდი კონცეფცია.",თეორია,თეორიას,თეორიამ,-274.28161093234877,274.28161093234877,-277.0879660078582,277.0879660078582,-289.4642797258806,289.4642797258806
12,wiki_irrigation_01717,3,ამ მეთოდების [MASK] აუმჯობესებს სასოფლო სამეურნეო კულტურების მოსავლიანობას.,გამოყენება,გამოყენებას,გამოყენებამ,-66.47241753900433,66.47241753900433,-74.38530056350486,74.38530056350486,-73.47579241166463,73.47579241166463
13,wiki_linguistics_01814,3,"მონათესავე ენათა [MASK] გულისხმობს ლექსიკის (მარტივი ფუძეების ანუ ძირების), ბგერების (ფონემების), ფორმანტებისა და შესიტყვების (სინტაგმის) სტრუქტურის შესწავლას.",შედარება,შედარებას,შედარებამ,-238.60624201822833,238.60624201822833,-247.97285144866672,247.97285144866672,-246.08436659843773,246.08436659843773
14,wiki_literary_01833,2,"ლიტერატურის [MASK] (პოეტოლოგია) შეისწავლის ზოგად ლიტ. კანონზომიერებებს, ლიტ-რას, როგორც ფენომენს.",თეორია,თეორიას,თეორიამ,-170.40242304768302,170.40242304768302,-175.84121707921312,175.84121707921312,-183.60450189892092,183.60450189892092
15,wiki_management_01908,3,სამუშაოს დაშლის [MASK] წარმოადგენს პროექტის ზოგადი დაგეგმვის და კონტროლის სტანდარტულ ჩარჩოს.,სტრუქტურა,სტრუქტურას,სტრუქტურამ,-134.2323105603906,134.2323105603906,-137.51244989305758,137.51244989305758,-142.90924450988354,142.90924450988354
16,wiki_metallurgy_02027,6,"ტექნოლოგიური თვალსაზრისით, მეურნეობის ეს [MASK] მოიცავს ფერადი, კეთილშობილი და იშვიათი ლითონების მოპოვებას, მათ გამდიდრებას და გამოდნობას.",დარგი,დარგს,დარგმა,-133.52947007499168,133.52947007499168,-147.2421381404703,147.2421381404703,-148.36478643181735,148.36478643181735
17,wiki_molecular_02130,8,დნმ-ის მოლეკულის ასეთი თვითგაორმაგების უნარის გამო მემკვიდრეული [MASK] თაობიდან თაობას გადაეცემა.,ინფორმაცია,ინფორმაციას,ინფორმაციამ,-153.21268201387414,153.21268201387414,-161.33482964302422,161.33482964302422,-173.21946975556327,173.21946975556327
18,wiki_music_02171,2,"ეს [MASK] კონკრეტულად ერთ ჟანრს ან ჟღერადობას არ გულისხმობს და მას სხვადასხვაგვარი მნიშვნელობა აქვს, დროისა და ადგილის მიხედვით.",ტერმინი,ტერმინს,ტერმინმა,-129.06693152217338,129.06693152217338,-133.82266373996643,133.82266373996643,-138.85797212095517,138.85797212095517
19,wiki_novel_02190,3,ეს ვრცელი [MASK] ბოლო ორი საუკუნის საქართველოს სულიერ მდგომარეობას ასახავს და შეუნელებელი ინტერესით იკითხება.,რომანი,რომანს,რომანმა,-140.78779612961728,140.78779612961728,-146.1036323218392,146.1036323218392,-155.15281953772632,155.15281953772632
20,wiki_philology_02400,10,"ანგლისტიკა შეიძლება განიხილებოდეს გერმანისტიკული მეცნიერების ერთ-ერთ დარგადაც, განსაკუთრებით [MASK] შეეხება ენათმეცნიერების სფეროს.",ეს,ამას,ამან,-127.63925749338505,127.63925749338505,-135.6205193774748,135.6205193774748,-146.215186223247,146.215186223247
21,wiki_physics_02511,8,მის ერთ-ერთ ცენტრალურ თემას წარმოადგენს მატერიის აგებულების [MASK].,შესწავლა,შესწავლას,შესწავლამ,-82.4520142014794,82.4520142014794,-87.83460265570275,87.83460265570275,-90.58410835499456,90.58410835499456
22,wiki_political_02561,1,"[MASK] პლურალიზმი ნიშნავს განსხვავებული აზრების, მსოფლმხედველობების, ცხოვრების წესის, ინტერესების თანაარსებობას.",ტერმინი,ტერმინს,ტერმინმა,-110.39361666404189,110.39361666404189,-121.64124239266988,121.64124239266988,-120.71262424595413,120.71262424595413
23,wiki_politics_02578,6,მონეტარულ პოლიტიკას ძირითადად წარმართავს ცენტრალური [MASK] მონეტარული პოლიტიკის ინსტრუმენტების მეშვეობით.,ბანკი,ბანკს,ბანკმა,-110.1091258325419,110.1091258325419,-123.59271854822947,123.59271854822947,-122.96477425261273,122.96477425261273
24,wiki_politics_02588,8,"ზოგიერთი ეკონომისტი თანხმდება, რომ სანდო შემოსავლის [MASK] ხელს შეუწყობს ინფლაციის თავიდან აცილებას.",პოლიტიკა,პოლიტიკას,პოლიტიკამ,-96.87904318038547,96.87904318038547,-103.44388674150133,103.44388674150133,-114.02162786428974,114.02162786428974
25,wiki_sinology_02674,1,"[MASK] მოიცავს როგორც ჩინური ენის 7 დონეს, აგრეთვე ფონეტიკას, ჩინურ კულტურასა და ლიტერატურას, მითოლოგიას, რელიგიებსა და ჩინეთის ისტორიას.",პროგრამა,პროგრამას,პროგრამამ,-145.30333822829414,145.30333822829414,-157.6006109243209,157.6006109243209,-160.04105878356944,160.04105878356944
26,wiki_sociology_02730,1,[MASK] სოციოლოგიას სოციალურ სტატიკად და სოციალურ დინამიკად ყოფდა.,კონტი,კონტს,კონტმა,-115.4431691497689,115.4431691497689,-121.66651960394749,121.66651960394749,-128.80247214734845,128.80247214734845
27,wiki_sociology_02732,11,"ფემინიზმი მოიცავს სოციოლოგიურ თეორიებს, პოლიტიკურ და ფილოსოფიურ მოძრაობებს, [MASK] ეხება ქალთა მდგომარეობას სოციალურ, პოლიტიკურ და ეკონომიკურ კონტექსტში.",რომლებიც,რომლებსაც,რომლებმაც,-113.25929926212464,113.25929926212464,-129.92428168327191,129.92428168327191,-129.1076777036834,129.1076777036834
28,wiki_tax_02805,2,"საგადასახადო [MASK] ადგენს ხარჯებს, რომელიც არ შეიძლება გამოიქვითოს.",კოდექსი,კოდექსს,კოდექსმა,-112.43069658664348,112.43069658664348,-122.01436105878479,122.01436105878479,-120.25344899793362,120.25344899793362
29,wiki_technology_02823,4,"თანამედროვე კომპიუტერები, [MASK] ეფუძნება ინტეგრირებულ წრედებს, მილიონიდან მილიარდამდე უფრო მეტად უნარიანია, ვიდრე ადრეული მანქანები და იკავებენ მცირე სივრცეს.",რომლებიც,რომლებსაც,რომლებმაც,-193.85492222746421,193.85492222746421,-212.94679528155274,212.94679528155274,-207.66970259420526,207.66970259420526
30,wiki_telecommunications_02847,13,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც საფუძველი ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო [MASK] ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",კავშირი,კავშირს,კავშირმა,-143.84528256171572,143.84528256171572,-148.55628155986196,148.55628155986196,-159.3181211234491,159.3181211234491
31,wiki_veterinary_02926,8,"1959 წელს ინსტიტუტს შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი [MASK] და მან მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",ინსტიტუტი,ინსტიტუტს,ინსტიტუტმა,-155.5345735974176,155.5345735974176,-168.69266009174447,168.69266009174447,-168.77273958151457,168.77273958151457
32,wiki_volcanology_02983,14,"ძლიერი ამონთხევისას ლავა რელიეფის დადაბლებებს ავსებს და გაცივების შემდეგ ჩნდება ლავური განფენი, [MASK] შერჩევითი ეროზიის შედეგად ლავურ პლატოებს (ზეგნებს) წარმოქმნის.",რომლებიც,რომლებსაც,რომლებმაც,-237.11477044334978,237.11477044334978,-244.44052284865944,244.44052284865944,-247.2599842195811,247.2599842195811
33,wiki_aviation_00388,3,საერთაშორისო საჰაერო [MASK] უპირატესად არეგულირებს სამოქალაქო ავიაციის საქმიანობას.,სამართალი,სამართალს,სამართალმა,-83.68158681115865,83.68158681115865,-101.44364422276247,101.44364422276247,-101.53604812497677,101.53604812497677
34,wiki_aviation_00390,9,"ასეთი ფრენების შესრულება რეგულირდება სპეციალური აერსანავიგაციო წესებით, [MASK] ქმნის საერთაშორისო ფრენების რეჟიმს.",რომლებიც,რომლებსაც,რომლებმაც,-163.82032536320034,163.82032536320034,-174.0898761908409,174.0898761908409,-173.04863946697273,173.04863946697273
35,wiki_banking_00411,3,საქართველოს ეროვნული [MASK] წარმოადგენს საქართველოს ცენტრალურ ბანკს და მისი სტატუსი განსაზღვრულია ქვეყნის კონსტიტუციით.,ბანკი,ბანკს,ბანკმა,-70.19961417615426,70.19961417615426,-88.76347964335234,88.76347964335234,-90.67170050320142,90.67170050320142
36,wiki_bioinformatics_00481,25,"ამ პრობლემის გადასაჭრელად, ინჟინრები, რომელთაც სურდათ ბიოლოგიური ინჟინერიის შესწავლა, უფრო მეტი დროის დათმობა დაიწყეს და კვლევა ჩაუტარეს დეტალებსა და პროცესებს, [MASK] მოიცავენ როგორიცაა ბიოლოგიას, ფსიქოლოგიას და მედიცინას.",რომლებიც,რომლებსაც,რომლებმაც,-264.33456755527203,264.33456755527203,-274.62111395956816,274.62111395956816,-271.65084086724045,271.65084086724045
37,wiki_biotechnology_00532,8,"თანამედროვე ბიოტექნოლოგიები მეტწილად გენურ ინჟინერიას იყენებენ — [MASK] მარტივ ცხოველთა და მცენარეთა უჯრედებს ცვლიან, რათა სასარგებლო თვისებები მიანიჭონ.",მეცნიერები,მეცნიერებს,მეცნიერებმა,-174.87791751770706,174.87791751770706,-180.8615362205202,180.8615362205202,-184.6759581150825,184.6759581150825
38,wiki_cellular_00578,7,"ძირითადი პროცესი, რომელსაც ცხოველთა ემბრიონული [MASK] მოიცავს არის: ემბრიონული ინდუქცია, მორფოგენეზი, უჯრედების დიფერენცირება, ზრდა და დროის ზოგადი კონტროლი, ევოლუციური განვითარების ბიოლოგის კვლევის პერიოდში.",განვითარება,განვითარებას,განვითარებამ,-261.9574452824172,261.9574452824172,-275.312588069495,275.312588069495,-280.49511353258987,280.49511353258987
39,wiki_cellular_00584,7,"ბიოპოლიმერები — მაღალმოლეკულური ბუნებრივი ნაერთები, [MASK] ყველა ცოცხალი ორგანიზმის სტრუქტურულ საფუძველს წარმოადგენენ და ცხოველმოქმედების პროცესში განმსაზღვრელ როლს ასრულებენ.",რომლებიც,რომლებსაც,რომლებმაც,-148.65853097961397,148.65853097961397,-162.30503123683553,162.30503123683553,-170.20057880049325,170.20057880049325
40,wiki_cellular_00591,4,"დნმ-ის მოლეკულის ხაზოვანი [MASK] უზრუნველყოფს გენეტიკური ინფორმაციის ჩაწერას, მის გაორმაგებას დნმ-ის მატრიცული სინთეზის დროს და ერთი და იმავე გენის ასლების ე.ი. რნმ-ის მოლეკულების მიღებას.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,-248.41826857606705,248.41826857606705,-268.699490351132,268.699490351132,-263.7266312833168,263.7266312833168
41,wiki_civil_00652,9,"როგორც წესი, სამოქალაქო საქმეს პირველი ინსტანციით ერთი [MASK] იხილავს.",მოსამართლე,მოსამართლეს,მოსამართლემ,-95.80450266852921,95.80450266852921,-110.50194413543521,110.50194413543521,-102.88050125276469,102.88050125276469
42,wiki_civil_00666,2,„[MASK] ბატონისშვილის ვახტანგისა“ განსაზღვრავს სახელმწიფოსა და ეკლესიის მესვეურთა სტატუსს.,სამართალი,სამართალს,სამართალმა,-105.26103196165407,105.26103196165407,-120.84495815251901,120.84495815251901,-124.87470328252238,124.87470328252238
43,wiki_criminal_00764,1,[MASK] ადგენს წინასასამართლო სხდომის სავალდებულოობას ყველა სისხლის სამართლის საქმეზე და ტარდება ბრალდებულის მოსამართლესთან პირველი წარდგენიდან სამოცი დღის ვადაში.,კოდექსი,კოდექსს,კოდექსმა,-190.62439112708728,190.62439112708728,-201.8017054707438,201.8017054707438,-201.38088277023067,201.38088277023067
44,wiki_criminology_00780,8,"დანაშაულთა გახსნის სასწავლო-სამეცნიერო და მეთოდოლოგიური რეკომენდაციების გარდა [MASK] შეისწავლის და ქმნის, აგრეთვე დანაშაულის გახსნისა და თავიდან აცილებისათვის გამოსაძიებელ საქმეზე საჭირო მტკიცებულებათა აღმოჩენის, მათი გამოკვლევის სპეციალურ ხერხებსა და სამეცნიერო-ტექნიკურ საშუალებებს.",იგი,მას,მან,-298.6773344960326,298.6773344960326,-301.3706703191761,301.3706703191761,-312.33119317218166,312.33119317218166
45,GLC_00094,1,[MASK] საშუალებას იძლევა გადაწყდეს მნიშვნელოვანი პრობლემები განსაკუთრებული ძალების და სახსრების დახარჯვის გარეშე.,ეს,ამას,ამან,-109.02651507196843,109.02651507196843,-120.82286227166163,120.82286227166163,-118.77188850460722,118.77188850460722
46,GLC_00123,3,დადგენილ დღეს [MASK] წერენ ტესტს.,მოსწავლეები,მოსწავლეებს,მოსწავლეებმა,-78.46501854116589,78.46501854116589,-82.32565570079237,82.32565570079237,-85.58442169584579,85.58442169584579
47,wiki_architecture_00179,4,"უფრო ზუსტად ეს [MASK] აღწერს არქიტექტურას, რომლის მეშვეობით სახელმწიფო მასებზე იდეოლოგიურ ზეგავლენას ახდენდა, იყენებდა რა ამგვარ კონსტრუქციებს სახელმწიფოს ძლიერების გამოხატვის საშუალებად.",ტერმინი,ტერმინს,ტერმინმა,-194.00800791685796,194.00800791685796,-215.08535438885707,215.08535438885707,-217.43600342690874,217.43600342690874
48,wiki_art_00219,2,"ხელოვნების [MASK], როგორც ფორმა სათავეს იღებს იმანუელ კანტის ფილოსოფიაში, ხოლო XX საუკუნის დასაწყისში იგი როჯერ ფრაიმ და ქლაივ ბელმა განავითარეს.",თეორია,თეორიას,თეორიამ,-191.80922122474678,191.80922122474678,-199.55887889277582,199.55887889277582,-203.94423183881557,203.94423183881557
49,wiki_automotive_00326,2,კომპიუტერული [MASK] უმეტესად სწავლობენ ელექტრო და პროგრამულ ინჟინერიას.,ინჟინრები,ინჟინრებს,ინჟინრებმა,-85.2752394688039,85.2752394688039,-93.00041893397686,93.00041893397686,-102.88296397051705,102.88296397051705
