Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat
10,wiki_hydrology_01568,2,"პრაქტიკული [MASK] ჰპოვა სელური მოვლენებისა და მდინარეთა მყარი ჩამონადენის შესწავლამ (ი. ხერხეულიძე, მ. გაგოშიძე, გ. ხმალაძე და სხვ).",გამოყენება,გამოყენებას,გამოყენებამ,-181.00026069565754,181.00026069565754,-208.5386323936501,208.5386323936501,-193.7491180359848,193.7491180359848
11,wiki_hydrology_01572,3,"დედამიწის ბუნებრივი [MASK] მხოლოდ ადამიანთა საზოგადოების გაჩენამ (ადრინდელი პალეოლითი) აქცია გეოგრაფიულ გარემოდ და ისიც მხოლოდ იმ ტერიტორიაზე, სადაც საზოგადოება ცხოვრობდა.",გარემო,გარემოს,გარემომ,-182.40259227058252,182.40259227058252,-195.12719802277553,195.12719802277553,-187.85755904249467,187.85755904249467
12,wiki_industry_01622,13,"1913 წელს უკვე ფუნქციონირებდა 5 ფაბრიკა, რომლებმაც გამოიმუშავა 131 ტ ბაიხაოს [MASK].",ჩაი,ჩაის,ჩაიმ,-140.51193545246318,140.51193545246318,-155.306542295665,155.306542295665,-143.5110074900709,143.5110074900709
13,wiki_irrigation_01719,7,"2008 წლის აგვისტოს ომის შემდეგ არხის [MASK] ე.წ. სამხრეთ ოსეთის დე ფაქტო ხელისუფლებამ გადაკეტა, რის შედეგადაც მრავალი სოფელი სარწყავი წყლის გარეშე დარჩა.",სათავე,სათავეს,სათავემ,-152.87090962341443,152.87090962341443,-169.28221491643615,169.28221491643615,-161.63514400987208,161.63514400987208
14,wiki_literature_01851,2,"ლიტერატურული [MASK], რომელსაც ევალება მწერალთათვის ყოველნაირი მატერიალურ-საყოფაცხოვრებო დახმარების აღმოჩენა, 1927 წელს ხელახლა ჩამოაყალიბა საბჭოთა მწერლების გაერთიანებათა ფედერაციამ, ხოლო 1934 — სსრკ მწერალთა კავშირმა.",ფონდი,ფონდს,ფონდმა,-225.49363695013145,225.49363695013145,-234.65780301614998,234.65780301614998,-233.25474553345157,233.25474553345157
15,wiki_marketing_01927,11,"გამოკვლევების მიხედვით, აშშ-ის ფირმებმა 2011 წელს 1.51 მილიარდი აშშ [MASK] დახარჯეს E-mail მარკეტინგზე.",დოლარი,დოლარს,დოლარმა,-130.6633200961308,130.6633200961308,-149.4390875471666,149.4390875471666,-140.3959637391977,140.3959637391977
16,wiki_marketing_01928,3,"ღია ვაჭრობამ [MASK] კიდევ ერთხელ 1920-იან წლებში დაიწყო, თუმცა დიდი დეპრესიის დროს კოლაფსი განიცადა (კონკრეტულად, ევროპასა და ჩრდილოეთ ამერიკაში).",ზრდა,ზრდას,ზრდამ,-159.76211479729713,159.76211479729713,-167.16680229894538,167.16680229894538,-170.71304040379377,170.71304040379377
17,wiki_mechanics_01979,3,მექანიკამ დასრულებული [MASK] მიიღო ისააკ ნიუტონის შრომებში.,სახე,სახეს,სახემ,-71.36420286420199,71.36420286420199,-91.31049679497114,91.31049679497114,-80.73360736780164,80.73360736780164
18,wiki_medicine_02020,19,"ბუნებისმეტყველებისა და ტექნიკის მიღწევებმა, კლინიკურ-ანატომიური და კლინიკურ-ექსპერიმენტული მიმართულებების განვითარებამ, ავადმყოფობის კვლევის ობიექტურმა მეთოდებმა განაპირობებს მეცნიერული მედიცინის [MASK].",ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,-193.54938444708546,193.54938444708546,-203.49930709791767,203.49930709791767,-189.19066035670377,189.19066035670377
19,wiki_metallurgy_02045,4,ლითონმცოდნეობის დამოუკიდებელ მეცნიერებად [MASK] განაპირობა ტექნიკურმა მოთხოვნებმა.,ჩამოყალიბება,ჩამოყალიბებას,ჩამოყალიბებამ,-96.52630238078383,96.52630238078383,-104.9727021834563,104.9727021834563,-107.8428877840297,107.8428877840297
20,wiki_metaphysics_02067,6,"პარმენიდემ ვერ შეძლო ბუნების მრავალფეროვნების [MASK], არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",ახსნა,ახსნას,ახსნამ,-162.03903679876538,162.03903679876538,-173.81710121386214,173.81710121386214,-166.59633858210103,166.59633858210103
21,wiki_mineralogy_02109,8,1635 წელს იტალიელმა მეცნიერმა ბ. ცეზიუსმა შემოიღო [MASK] „მინერალოგია“.,ტერმინი,ტერმინს,ტერმინმა,-92.30382389178614,92.30382389178614,-104.90324297866277,104.90324297866277,-106.12263808901828,106.12263808901828
22,wiki_mineralogy_02115,5,მინერალოგიური შინაარსის უძველესი წერილობითი [MASK] - ეპიფანე კვიპრელის (319-403) მინერალოგიური ტრაქტატის თარგმანი „თვალთა“ — შემოგვინახა „შატბერდის კრებულმა“ (X ს.).,წყარო,წყაროს,წყარომ,-238.88962955431847,238.88962955431847,-260.9314732478653,260.9314732478653,-245.9369240392823,245.9369240392823
23,wiki_molecular_02137,18,50-იანი წლების ბოლოს ინგლისელმა მეცნიერმა ჯ. კენდრიუმ და მ. პერუციმ რენტგენოსტრუქტურული ანალიზით დაადგინეს მიოგლობინისა და ჰემოგლობინის სამგანზომილებიანი [MASK].,სტრუქტურა,სტრუქტურას,სტრუქტურამ,-221.40257697485453,221.40257697485453,-235.9185921736108,235.9185921736108,-233.47967520726402,233.47967520726402
24,wiki_morphology_02147,1,"[MASK] „მორფოლოგია“ მეცნიერებაში დაამკვიდრა იოჰან ვოლფგანგ ფონ გოეთემ[1], როდესაც გამოაქვეყნა შრომა სახელწოდებით „მცენარეთა მეტამორფოზების ახსნის ცდა“.",ტერმინი,ტერმინს,ტერმინმა,-155.46324426700042,155.46324426700042,-178.2913481392066,178.2913481392066,-172.5760614036767,172.5760614036767
25,wiki_morphology_02161,2,გეომორფოლოგიური [MASK] (მორფოლოგიური ანალიზი) შემოგვთავაზა გერმანელმა გეოლოგმა და გეომორფოლოგმა ვალტერ პენკმა 1924 წელს.,ანალიზი,ანალიზს,ანალიზმა,-106.49362525785155,106.49362525785155,-117.0138522989278,117.0138522989278,-122.417538199433,122.417538199433
26,wiki_music_02181,6,თანამედროვე ევროპული მუსიკალური ნოტაციის პირველი [MASK] კათოლიკე ბერებმა მსოფლიო მასშტაბით საეკლესიო ლიტურგიის სტანდარტიზების მიზნით განავითარეს.,ფორმები,ფორმებს,ფორმებმა,-147.704903749732,147.704903749732,-161.24445375851056,161.24445375851056,-158.5211827455807,158.5211827455807
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,-131.16637995905864,131.16637995905864,-155.60527901211458,155.60527901211458,-149.08003440888746,149.08003440888746
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,-216.99654625102838,216.99654625102838,-238.84911149592673,238.84911149592673,-228.398591000459,228.398591000459
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,-135.4034438428425,135.4034438428425,-162.47780299440714,162.47780299440714,-153.4060666585657,153.4060666585657
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,-93.15274075922696,93.15274075922696,-108.64571317489005,108.64571317489005,-110.56391422129944,110.56391422129944
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,-119.31014196718908,119.31014196718908,-143.46639604307074,143.46639604307074,-124.62817303457068,124.62817303457068
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,-69.22006540884792,69.22006540884792,-100.11944194576692,100.11944194576692,-83.21767719745081,83.21767719745081
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,-50.058670398875975,50.058670398875975,-63.51550084185334,63.51550084185334,-56.87759357640024,56.87759357640024
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,-105.16155357803409,105.16155357803409,-116.30480694164561,116.30480694164561,-112.2569673853418,112.2569673853418
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,-131.24734883529555,131.24734883529555,-147.15398779522735,147.15398779522735,-142.5738249062464,142.5738249062464
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,-143.02193702720734,143.02193702720734,-156.74600430903715,156.74600430903715,-153.80197144327752,153.80197144327752
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,-143.5639144127363,143.5639144127363,-162.42716417271893,162.42716417271893,-157.62625734456657,157.62625734456657
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,-152.22441574478114,152.22441574478114,-157.7138632347295,157.7138632347295,-157.7451927947214,157.7451927947214
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,-91.74286409896622,91.74286409896622,-139.71190466284548,139.71190466284548,-100.8333216647785,100.8333216647785
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,-81.33132667070305,81.33132667070305,-87.6914317736912,87.6914317736912,-89.16933732655431,89.16933732655431
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,-143.84528256171572,143.84528256171572,-177.9976088271065,177.9976088271065,-162.71247829658165,162.71247829658165
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,-130.6166400299656,130.6166400299656,-137.61842287213338,137.61842287213338,-137.97594902520171,137.97594902520171
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,-163.2013981790456,163.2013981790456,-170.09284098112033,170.09284098112033,-167.55312993661317,167.55312993661317
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,-69.38401039214206,69.38401039214206,-93.94949567531779,93.94949567531779,-80.32786373472106,80.32786373472106
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,-245.5279139226521,245.5279139226521,-257.1695547013943,257.1695547013943,-255.48334705466016,255.48334705466016
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,-90.35090081893144,90.35090081893144,-108.90072042180435,108.90072042180435,-106.52864657284312,106.52864657284312
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,-148.0679716901509,148.0679716901509,-166.34333280982207,166.34333280982207,-151.509017002362,151.509017002362
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,-87.72678114837531,87.72678114837531,-96.07315358909447,96.07315358909447,-97.93258882822975,97.93258882822975
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,-78.28754136399006,78.28754136399006,-81.41587481166444,81.41587481166444,-80.35026864304072,80.35026864304072
