Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_nom,form_ungrammatical_erg,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg
10,wiki_entomology_01079,1,"[MASK] აქვთ მღრღნელი (ახასიათებთ სწორფრთიანებს, ხეშეშფრთიანებს ანუ ხოჭოებს და სხვა) ან მწუწნავი (ახასიათებთ ქერცლფრთიანებს ანუ პეპლებს, ბუზებს) პირის აპარატი.",მწერებს,მწერები,მწერებმა,-867.6938402501462,867.6938402501462,-864.9917184234118,864.9917184234118,-875.1000940498081,875.1000940498081
11,wiki_entomology_01084,1,"[MASK] ახასიათებთ მკვეთრი, ლამაზი შეფერილობა, უფრო ხშირად მბრწყინავი ლურჯი ან მწვანე ელფერი დაკრავთ.",ხოჭოებს,ხოჭოები,ხოჭოებმა,-459.06583086094207,459.06583086094207,-460.74158829690526,460.74158829690526,-458.754280560986,458.754280560986
12,wiki_entomology_01088,2,უკანა [MASK] ეკუთვნის მსხვილი და სწორი ნაწლავი.,ნაწლავს,ნაწლავი,ნაწლავმა,-255.31297533425823,255.31297533425823,-255.2658810221274,255.2658810221274,-253.82720126166473,253.82720126166473
13,wiki_epidemiology_01114,2,მსხვილმასშტაბიან [MASK] პანდემია ეწოდება.,ეპიდემიას,ეპიდემია,ეპიდემიამ,-233.544819058656,233.544819058656,-220.52999179548297,220.52999179548297,-233.29631527060977,233.29631527060977
14,wiki_ethics_01132,2,"ეთიკის [MASK] არ გააჩნია კანონის ძალა და ემყარება ადამიანთა ჯგუფის მიერ დადგენილ წესებს, რომლებიც თავის მხრივ ითვალისწინებენ საზოგადოებაში დადგენილ მორალურ წესებს და საერთაშორისოდ აღიარებულ ნორმებს ამა თუ იმ სფეროში.",კოდექსს,კოდექსი,კოდექსმა,-807.3722850309637,807.3722850309637,-790.9434170181823,790.9434170181823,-805.9868266976615,805.9868266976615
15,wiki_ethnography_01166,1,"[MASK] ძველთაგანვე აინტერესებდათ მახლობელი თუ შორეული ხალხების ყოფის თავისებურებანი, მათი ზნე-ჩვეულებები და რწმენა-წარმოდგენები.",ადამიანებს,ადამიანები,ადამიანებმა,-581.4638093629386,581.4638093629386,-583.655509615211,583.655509615211,-583.8640765273557,583.8640765273557
16,wiki_farming_01204,5,"დიდი სასურსათო მნიშვნელობა აქვს [MASK], რომლისთვისაც ამრავლებენ საკვერცხე მიმართულების ქათმებს.",კვერცხს,კვერცხი,კვერცხმა,-357.31309269308565,357.31309269308565,-358.821569584682,358.821569584682,-355.86268223060347,355.86268223060347
17,wiki_finance_01239,2,"სახელმწიფო [MASK] ბიუჯეტის ფორმირების, განხილვის, დამტკიცების, შესრულების და შესრულების შესახებ ანგარიშის შედგენისა და დამტკიცების საქმეში ეწოდება საბიუჯეტო პროცესი.",ქმედებას,ქმედება,ქმედებამ,-606.6054580950582,606.6054580950582,-604.8739240811085,604.8739240811085,-616.005751481583,616.005751481583
18,wiki_finance_01240,4,"ფინანსური ინფორმაციის ყველა [MASK], საკუთარი ინტერესებიდან გამომდინარე, სხვადასხვა სახის ინფორმაცია აინტერესებს, მაგრამ ბასს-ები ორიენტირებულნი არიან ინვესტორთა ინტერესებზე.",მომხმარებელს,მომხმარებელი,მომხმარებელმა,-529.65965202289,529.65965202289,-527.4940510994844,527.4940510994844,-526.4890121140653,526.4890121140653
19,wiki_forestry_01244,2,მთის [MASK] უკავიათ მრავალი ქედის ფერდობი მთისწინეთიდან დაწყებული ალპურ სარტყლამდე და მთის ტუნდრამდე.,ტყეებს,ტყეები,ტყეებმა,-482.0157791421532,482.0157791421532,-479.3191447183895,479.3191447183895,-481.0993743615782,481.0993743615782
20,wiki_general_01277,4,"გარდა ამისა, [MASK] აქვს უნარი წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",ნახშირბადს,ნახშირბადი,ნახშირბადმა,-465.3396401302003,465.3396401302003,-468.7884229964888,468.7884229964888,-466.1712068507625,466.1712068507625
21,wiki_geology_01367,1,[MASK] მრავალსაუკუნოვანი ისტორია აქვს.,გეოლოგიას,გეოლოგია,გეოლოგიამ,-130.5985644851264,130.5985644851264,-129.1617808179471,129.1617808179471,-129.75514745803935,129.75514745803935
22,wiki_geophysics_01403,3,დედამიწის სეისმურობის [MASK] დიდი სახალხო-სამეურნეო მნიშვნელობა აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,შესწავლას,შესწავლა,შესწავლამ,-591.7208615653227,591.7208615653227,-591.0472410774742,591.0472410774742,-589.6786349742723,589.6786349742723
23,wiki_history_01516,5,"არსებობს გარკვეული კრიტერიუმები, [MASK] სამეცნიერო ლიტერატურა უნდა აკმაყოფილებდეს.",რომელსაც,რომელიც,რომელმაც,-233.26488836773265,233.26488836773265,-232.68697611436687,232.68697611436687,-231.86608867639328,231.86608867639328
24,wiki_hydrogeology_01555,3,ამგვარ წყალშემცველ [MASK] არტეზიული აუზი ეწოდება.,სტრუქტურას,სტრუქტურა,სტრუქტურამ,-215.38164627282814,215.38164627282814,-215.969779611556,215.969779611556,-214.2985607375512,214.2985607375512
25,wiki_international_01699,1,"[MASK] რა თქმა უნდა აქვს გარკვეული ტრადიციებიც, რადგან მრავალი საუკუნის განმავლობაში იგი ვითარდებოდა, როგორც სხვა სოციალური მეცნიერებების შემადგენელი ნაწილი.",თეორიას,თეორია,თეორიამ,-456.62895271733817,456.62895271733817,-454.34149460198955,454.34149460198955,-456.38399113290797,456.38399113290797
26,wiki_metaphysics_02053,13,"ახლა მეცნიერული ცოდნის გაღრმავებისა და დიფერენციაციის გამო იგი დაიშალა მრავალ დარგებად, [MASK] ერთმანეთთან არანაირი კავშირი არ აქვთ.",რომლებსაც,რომლებიც,რომლებმაც,-488.21071030140286,488.21071030140286,-475.95573185579855,475.95573185579855,-489.0429913272938,489.0429913272938
27,wiki_mineralogy_02114,3,"მინერალთა რეალურ [MASK] ახასიათებს დეფექტები და დისლოკაციები, გარკვეული მოუწესრიგებლობა.",სტრუქტურას,სტრუქტურა,სტრუქტურამ,-382.08887512059414,382.08887512059414,-382.4217233380005,382.4217233380005,-383.72581027227443,383.72581027227443
28,wiki_marketing_01923,7,"გაცვლა ხორციელდება გარკვეული წესების დაცვით, [MASK] ჰქვია გარიგება.",რომელსაც,რომელიც,რომელმაც,-264.5601454712722,264.5601454712722,-264.2818772473537,264.2818772473537,-263.3934570007085,263.3934570007085
29,wiki_music_02167,1,[MASK] ფესვები 1940 და 1950-იანების როკ-ენ-როლიდან აქვს.,მას,იგი,მან,-217.69576625145922,217.69576625145922,-214.99769716028746,214.99769716028746,-217.5834265465145,217.5834265465145
30,wiki_novel_02186,9,"რომანი — დიდი მოცულობის თხრობითი ლიტერატურული ნაწარმოები, [MASK] ახასიათებს რთული სიუჟეტი.",რომელსაც,რომელიც,რომელმაც,-352.6495362155039,352.6495362155039,-354.5531159924363,354.5531159924363,-353.11377048085905,353.11377048085905
31,wiki_novel_02201,1,"[MASK] მნიშვნელოვანი ადგილი უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",რომანს,რომანი,რომანმა,-453.8100028667687,453.8100028667687,-443.6694888313287,443.6694888313287,-449.5417888631719,449.5417888631719
32,wiki_novel_02206,1,[MASK] გამოკვეთილ ლაიტმოტივად გასდევს რუსეთის იმპერიის როლის საკითხი რიცხოვნებით მცირე ერების ცხოვრებაში.,რომანს,რომანი,რომანმა,-374.86649063364337,374.86649063364337,-373.0011297831048,373.0011297831048,-361.9313627216442,361.9313627216442
33,wiki_paleogeography_02287,1,[MASK] ევალება გადამწერთა სოციალური და პროფესიული შემადგენლობის შესწავლაც.,მას,იგი,მან,-257.50343902312244,257.50343902312244,-259.5882483612762,259.5882483612762,-265.06246470820656,265.06246470820656
34,wiki_psychology_02623,6,"ფროიდი გვაფრთხილებს, რომ ფსიქოანალიზის [MASK] აუცილებლად თან სდევს არასრულფასოვნების განცდის გაცნობიერება და ასევე საკუთარი აზროვნების წინააღმდეგობრივი დამოკიდებულება მისდამი.",შესწავლას,შესწავლა,შესწავლამ,-651.4278904072183,651.4278904072183,-648.6072656055933,648.6072656055933,-650.1744537303185,650.1744537303185
35,wiki_psychology_02629,3,ფსიქოლოგია მარტო [MASK] აქვს.,ადამიანს,ადამიანი,ადამიანმა,-114.27817749030068,114.27817749030068,-112.90090841915728,112.90090841915728,-127.33171488962083,127.33171488962083
36,wiki_sinology_02690,2,კონფუცის [MASK] ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი პედაგოგები.,ინსტიტუტს,ინსტიტუტი,ინსტიტუტმა,-325.8862365566512,325.8862365566512,-299.3356040436289,299.3356040436289,-339.48835372476066,339.48835372476066
37,wiki_sociolinguistics_02696,9,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, [MASK] ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი სიტყვები და გამონათქვამები.",რომელსაც,რომელიც,რომელმაც,-577.5336305768037,577.5336305768037,-579.7315242771529,579.7315242771529,-577.2346022335248,577.2346022335248
38,wiki_sociology_02723,1,"[MASK] აინტერესებს ჩვენი ქმედება როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",სოციოლოგიას,სოციოლოგია,სოციოლოგიამ,-821.5290822496864,821.5290822496864,-819.7776986744228,819.7776986744228,-820.8013507249461,820.8013507249461
39,wiki_banking_00402,4,"ასევე, ეროვნულ [MASK] აქვს ექსკლუზიური უფლება, დაამზადოს მიმოქცევის ან სხვა მიზნით, სამახსოვრო ფულის ნიშნები.",ბანკს,ბანკი,ბანკმა,-442.42878756320295,442.42878756320295,-445.9574438016162,445.9574438016162,-444.8516870997747,444.8516870997747
40,wiki_biochemistry_00424,13,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, [MASK] ყოველი უჯრედული ორგანიზმი გენური ინფორმაციის საწყობად იყენებს.",რომელსაც,რომელიც,რომელმაც,-638.3784972789598,638.3784972789598,-638.6887944716409,638.6887944716409,-636.6895785836917,636.6895785836917
41,wiki_computer_00673,1,"[MASK] აქვს გაშვებადი სახე, ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",პროგრამას,პროგრამა,პროგრამამ,-361.0768523156778,361.0768523156778,-359.6178456667733,359.6178456667733,-360.4367774504949,360.4367774504949
42,wiki_cosmology_00732,2,"სამყაროს [MASK] ხანგრძლივი ისტორია აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",შესწავლას,შესწავლა,შესწავლამ,-453.6491945729736,453.6491945729736,-454.76316164638456,454.76316164638456,-454.9811958719322,454.9811958719322
43,GLC_00030,1,"[MASK] თავისი ამოცანა ჰქონდა გადასაწყვეტი – ეროვნულ-გამათავისუფლებელი მოძრაობა უნდა მიეყვანა ბოლომდე, გამხდარიყო დამოუკიდებელი.",მას,იგი,მან,-476.95825546515897,476.95825546515897,-482.2186923194422,482.2186923194422,-478.11202997062793,478.11202997062793
44,wiki_astrophysics_00271,12,"ხოლო ჭიის ხვრელები მიეკუთვნებიან იმ ჰიპოთეზებისა და თეორიების რიცხვს, რომლებიც [MASK] დაუდასტურებია და არავის აღმოუჩენია, მაგრამ არსებობს მათი არსებობის თეორიული შესაძლებლობა.",არავის,არავინ,არავინ,-607.9424150678751,607.9424150678751,-608.5764587513466,608.5764587513466,-608.5764587513466,608.5764587513466
45,wiki_phonology_02445,2,"ყოველ [MASK], ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო ბგერა შეესაბამება.",ფონემას,ფონემა,ფონემამ,-397.6962587709986,397.6962587709986,-389.8723389404929,389.8723389404929,-402.2457285226419,402.2457285226419
46,wiki_phonology_02456,3,"ერთნაირი რაგვარობის [MASK] ჰომოგენური ბგერები ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერებს,ბგერები,ბგერებმა,-462.88641285315356,462.88641285315356,-460.53039636537034,460.53039636537034,-472.9481287205992,472.9481287205992
47,wiki_physical_02467,4,ნივთიერებათა აღნაგობის კრისტალთქიმიის [MASK] აქვს ორი ასპექტი: სტერეო ქიმია და კრისტალთსტრუქტურული.,ანალიზს,ანალიზი,ანალიზმა,-469.9826096874687,469.9826096874687,-467.8670268487238,467.8670268487238,-470.27133040193,470.27133040193
48,wiki_physical_02498,1,[MASK] როგორც მეცნიერებას საფუძველი ჩაეყარა უძველეს დროში.,დედამიწისმცოდნეობას,დედამიწისმცოდნეობა,დედამიწისმცოდნეობამ,-271.5637123520389,271.5637123520389,-270.9949269743515,270.9949269743515,-283.13922911075394,283.13922911075394
49,wiki_political_02554,2,"პოლიტიკის [MASK] რამდენიმე ქვესფერო გააჩნია: პოლიტიკური თეორია, საჯარო პოლიტიკა, სახელმწიფო პოლიტიკა, საერთაშორისო ურთიერთობები და შედარებითი პოლიტიკა.",მეცნიერებას,მეცნიერება,მეცნიერებამ,-459.64246008229344,459.64246008229344,-456.4547541907333,456.4547541907333,-461.369242687811,461.369242687811
