Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_nom,form_ungrammatical_erg,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_entomology_01079,1,"[MASK] აქვთ მღრღნელი (ახასიათებთ სწორფრთიანებს, ხეშეშფრთიანებს ანუ ხოჭოებს და სხვა) ან მწუწნავი (ახასიათებთ ქერცლფრთიანებს ანუ პეპლებს, ბუზებს) პირის აპარატი.",მწერებს,მწერები,მწერებმა,3.814338318354511e-15,47.89748861202324,9.264605268742083e-15,46.617191913756194,1.5746139972816875e-17,55.81777940508183,1.0
11,wiki_entomology_01084,1,"[MASK] ახასიათებთ მკვეთრი, ლამაზი შეფერილობა, უფრო ხშირად მბრწყინავი ლურჯი ან მწვანე ელფერი დაკრავთ.",ხოჭოებს,ხოჭოები,ხოჭოებმა,7.89976167158306e-22,70.10060895833499,3.2243168438516863e-22,71.39342456741743,1.7599740191525133e-23,75.58879205054477,1.0
12,wiki_entomology_01088,2,უკანა [MASK] ეკუთვნის მსხვილი და სწორი ნაწლავი.,ნაწლავს,ნაწლავი,ნაწლავმა,7.220698705670129e-11,33.68907059855524,1.3182817055691306e-11,36.142550348831755,2.139461791937281e-13,42.08781731904022,0.91
13,wiki_epidemiology_01114,2,მსხვილმასშტაბიან [MASK] პანდემია ეწოდება.,ეპიდემიას,ეპიდემია,ეპიდემიამ,5.784398093260061e-12,37.33097029393046,6.699289566512786e-12,37.11912902713948,1.0104122965283294e-13,43.17012113186244,0.74
14,wiki_ethics_01132,2,"ეთიკის [MASK] არ გააჩნია კანონის ძალა და ემყარება ადამიანთა ჯგუფის მიერ დადგენილ წესებს, რომლებიც თავის მხრივ ითვალისწინებენ საზოგადოებაში დადგენილ მორალურ წესებს და საერთაშორისოდ აღიარებულ ნორმებს ამა თუ იმ სფეროში.",კოდექსს,კოდექსი,კოდექსმა,1.3858167469500486e-14,46.03625683266917,2.6889609711931536e-09,28.470304038557817,4.468912739948769e-16,50.99092564327294,0.67
15,wiki_ethnography_01166,1,"[MASK] ძველთაგანვე აინტერესებდათ მახლობელი თუ შორეული ხალხების ყოფის თავისებურებანი, მათი ზნე-ჩვეულებები და რწმენა-წარმოდგენები.",ადამიანებს,ადამიანები,ადამიანებმა,2.5590965394754923e-17,55.117143040387184,7.737619147976064e-15,46.87703170342673,4.2759021558916724e-19,61.0204049621553,1.0
16,wiki_farming_01204,5,"დიდი სასურსათო მნიშვნელობა აქვს [MASK], რომლისთვისაც ამრავლებენ საკვერცხე მიმართულების ქათმებს.",კვერცხს,კვერცხი,კვერცხმა,2.4778698104877704e-10,31.910180559901082,8.244330302411029e-12,36.81973483220587,1.644221759861959e-14,45.78958843677745,0.69
17,wiki_finance_01239,2,"სახელმწიფო [MASK] ბიუჯეტის ფორმირების, განხილვის, დამტკიცების, შესრულების და შესრულების შესახებ ანგარიშის შედგენისა და დამტკიცების საქმეში ეწოდება საბიუჯეტო პროცესი.",ქმედებას,ქმედება,ქმედებამ,1.8442716825242824e-09,29.014301656917866,6.543605124448027e-09,27.187267162887093,6.322900827778605e-11,33.88062245217792,0.71
18,wiki_finance_01240,4,"ფინანსური ინფორმაციის ყველა [MASK], საკუთარი ინტერესებიდან გამომდინარე, სხვადასხვა სახის ინფორმაცია აინტერესებს, მაგრამ ბასს-ები ორიენტირებულნი არიან ინვესტორთა ინტერესებზე.",მომხმარებელს,მომხმარებელი,მომხმარებელმა,1.9285874467338412e-16,52.203304955529525,5.5095335513218536e-15,47.36699124093512,6.761803461113032e-18,57.03729762457151,0.83
19,wiki_forestry_01244,2,მთის [MASK] უკავიათ მრავალი ქედის ფერდობი მთისწინეთიდან დაწყებული ალპურ სარტყლამდე და მთის ტუნდრამდე.,ტყეებს,ტყეები,ტყეებმა,1.3030155371952047e-07,22.87164237746525,3.886716703497601e-08,24.61687280330084,1.1771970359096774e-10,32.9839251340717,0.71
20,wiki_general_01277,4,"გარდა ამისა, [MASK] აქვს უნარი წარმოქმნას მდგრადი გრძელი, სწორი და განტოტვილჯაჭვიანი ნაერთები.",ნახშირბადს,ნახშირბადი,ნახშირბადმა,7.209017677999235e-17,53.62297492610588,1.1060564423416865e-16,53.00542450965163,8.88465508189668e-19,59.965318033504765,0.85
21,wiki_geology_01367,1,[MASK] მრავალსაუკუნოვანი ისტორია აქვს.,გეოლოგიას,გეოლოგია,გეოლოგიამ,1.9358558787282637e-18,58.841734157624266,2.332994180370726e-18,58.572522999433424,5.001184548846657e-20,64.11629205479066,1.0
22,wiki_geophysics_01403,3,დედამიწის სეისმურობის [MASK] დიდი სახალხო-სამეურნეო მნიშვნელობა აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,შესწავლას,შესწავლა,შესწავლამ,1.167738609444133e-14,46.2832759557993,2.484867887130624e-14,45.193824178304794,2.087073312345266e-15,48.76744014456674,0.88
23,wiki_history_01516,5,"არსებობს გარკვეული კრიტერიუმები, [MASK] სამეცნიერო ლიტერატურა უნდა აკმაყოფილებდეს.",რომელსაც,რომელიც,რომელმაც,0.048254635185003274,4.373188660093819,0.05475402623414994,4.190891135298848,0.00189052673522383,9.046996033061294,0.79
24,wiki_hydrogeology_01555,3,ამგვარ წყალშემცველ [MASK] არტეზიული აუზი ეწოდება.,სტრუქტურას,სტრუქტურა,სტრუქტურამ,7.729461713953958e-12,36.91276919146453,8.877382984691634e-12,36.713002699850165,2.1893216006299113e-13,42.05458133860814,0.67
25,wiki_international_01699,1,"[MASK] რა თქმა უნდა აქვს გარკვეული ტრადიციებიც, რადგან მრავალი საუკუნის განმავლობაში იგი ვითარდებოდა, როგორც სხვა სოციალური მეცნიერებების შემადგენელი ნაწილი.",თეორიას,თეორია,თეორიამ,7.777964106841427e-17,53.51338503593728,4.07699404124684e-18,57.767199859723426,7.92473506319553e-18,56.808343003559976,1.0
26,wiki_metaphysics_02053,13,"ახლა მეცნიერული ცოდნის გაღრმავებისა და დიფერენციაციის გამო იგი დაიშალა მრავალ დარგებად, [MASK] ერთმანეთთან არანაირი კავშირი არ აქვთ.",რომლებსაც,რომლებიც,რომლებმაც,0.0027695078737085452,8.49615464457424,0.29818740487098694,1.7457087739324115,1.173257616870387e-05,16.379120647963273,0.81
27,wiki_mineralogy_02114,3,"მინერალთა რეალურ [MASK] ახასიათებს დეფექტები და დისლოკაციები, გარკვეული მოუწესრიგებლობა.",სტრუქტურას,სტრუქტურა,სტრუქტურამ,5.460479927657829e-12,37.41410938185787,5.7956072865798406e-12,37.32817729822188,1.451108724740931e-14,45.96983771062548,0.87
28,wiki_marketing_01923,7,"გაცვლა ხორციელდება გარკვეული წესების დაცვით, [MASK] ჰქვია გარიგება.",რომელსაც,რომელიც,რომელმაც,0.7403469085693359,0.43372665387934983,0.02766552008688449,5.1757671443704085,0.0017280350439250471,9.176651809530943,0.89
29,wiki_music_02167,1,[MASK] ფესვები 1940 და 1950-იანების როკ-ენ-როლიდან აქვს.,მას,იგი,მან,5.113929280042848e-10,30.864848739024787,1.089218315541986e-08,26.45213161203842,4.981032253326136e-10,30.902836196051638,1.0
30,wiki_novel_02186,9,"რომანი — დიდი მოცულობის თხრობითი ლიტერატურული ნაწარმოები, [MASK] ახასიათებს რთული სიუჟეტი.",რომელსაც,რომელიც,რომელმაც,0.4397682845592499,1.1851845319836294,0.06442643702030182,3.956203378272803,0.000488735793624073,10.998657612200503,0.82
31,wiki_novel_02201,1,"[MASK] მნიშვნელოვანი ადგილი უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",რომანს,რომანი,რომანმა,3.882557938611022e-12,37.90612968483471,3.168192509000721e-12,38.199477138034304,3.489193896106609e-13,41.38217146255003,1.0
32,wiki_novel_02206,1,[MASK] გამოკვეთილ ლაიტმოტივად გასდევს რუსეთის იმპერიის როლის საკითხი რიცხოვნებით მცირე ერების ცხოვრებაში.,რომანს,რომანი,რომანმა,4.3819849336223807e-11,34.40962451977645,4.47628579184208e-12,37.70083498944064,2.2546448805647083e-12,38.69023691997633,1.0
33,wiki_paleogeography_02287,1,[MASK] ევალება გადამწერთა სოციალური და პროფესიული შემადგენლობის შესწავლაც.,მას,იგი,მან,2.1573068664793034e-08,25.46619335160406,4.944139391227511e-07,20.947777246171952,2.523854236713417e-09,28.561724263017307,1.0
34,wiki_psychology_02623,6,"ფროიდი გვაფრთხილებს, რომ ფსიქოანალიზის [MASK] აუცილებლად თან სდევს არასრულფასოვნების განცდის გაცნობიერება და ასევე საკუთარი აზროვნების წინააღმდეგობრივი დამოკიდებულება მისდამი.",შესწავლას,შესწავლა,შესწავლამ,6.771854733289517e-12,37.10358611311276,8.233804692868984e-12,36.82157791053461,7.789051442900021e-14,43.54554568202932,0.76
35,wiki_psychology_02629,3,ფსიქოლოგია მარტო [MASK] აქვს.,ადამიანს,ადამიანი,ადამიანმა,0.03219079598784447,4.957207938727454,0.006071652285754682,7.363695112482708,8.385775860205929e-10,30.15133667934886,0.7
36,wiki_sinology_02690,2,კონფუცის [MASK] ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი პედაგოგები.,ინსტიტუტს,ინსტიტუტი,ინსტიტუტმა,2.563073173808941e-10,31.861406281799212,3.839518023152014e-07,21.312571444215664,6.727667805878522e-16,50.400743047242614,0.73
37,wiki_sociolinguistics_02696,9,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, [MASK] ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი სიტყვები და გამონათქვამები.",რომელსაც,რომელიც,რომელმაც,0.6847687363624573,0.5463112589842454,0.272747665643692,1.874361245831352,0.0020840393844991922,8.906401742513625,0.93
38,wiki_sociology_02723,1,"[MASK] აინტერესებს ჩვენი ქმედება როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",სოციოლოგიას,სოციოლოგია,სოციოლოგიამ,5.534865963731389e-14,44.038444948327076,1.2470087561485497e-13,42.866593638129366,2.523554513771581e-15,48.493464171269515,1.0
39,wiki_banking_00402,4,"ასევე, ეროვნულ [MASK] აქვს ექსკლუზიური უფლება, დაამზადოს მიმოქცევის ან სხვა მიზნით, სამახსოვრო ფულის ნიშნები.",ბანკს,ბანკი,ბანკმა,2.273133562665457e-10,32.03459849369541,7.667955157290505e-11,33.60236714370638,2.448677889974456e-13,41.89306222570157,0.88
40,wiki_biochemistry_00424,13,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, [MASK] ყოველი უჯრედული ორგანიზმი გენური ინფორმაციის საწყობად იყენებს.",რომელსაც,რომელიც,რომელმაც,0.1335337907075882,2.9047232329918025,0.032827135175466544,4.928967338386178,0.004058668389916419,7.9447778139949685,0.8
41,wiki_computer_00673,1,"[MASK] აქვს გაშვებადი სახე, ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",პროგრამას,პროგრამა,პროგრამამ,6.911398786885398e-18,57.00572798307869,1.783659681096954e-17,55.637937235063184,1.501154567742549e-18,59.20863317496138,1.0
42,wiki_cosmology_00732,2,"სამყაროს [MASK] ხანგრძლივი ისტორია აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",შესწავლას,შესწავლა,შესწავლამ,5.57634503176318e-12,37.383817309111016,6.034034911767244e-12,37.27001409498313,9.323558281427347e-15,46.60804076722308,0.77
43,GLC_00030,1,"[MASK] თავისი ამოცანა ჰქონდა გადასაწყვეტი – ეროვნულ-გამათავისუფლებელი მოძრაობა უნდა მიეყვანა ბოლომდე, გამხდარიყო დამოუკიდებელი.",მას,იგი,მან,4.874519010655835e-09,27.612092984903803,1.5057287328090765e-07,22.663034782038135,6.812904462805134e-09,27.129082877956197,1.0
44,wiki_astrophysics_00271,12,"ხოლო ჭიის ხვრელები მიეკუთვნებიან იმ ჰიპოთეზებისა და თეორიების რიცხვს, რომლებიც [MASK] დაუდასტურებია და არავის აღმოუჩენია, მაგრამ არსებობს მათი არსებობის თეორიული შესაძლებლობა.",არავის,არავინ,არავინ,0.03728165209103706,4.745390397091133,3.071091135112256e-05,14.99088914928563,3.071091135112256e-05,14.99088914928563,0.76
45,wiki_phonology_02445,2,"ყოველ [MASK], ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო ბგერა შეესაბამება.",ფონემას,ფონემა,ფონემამ,5.914272652599662e-13,40.62086447917346,9.86018659825479e-13,39.88345028451573,9.56380826231276e-15,46.571336216492114,0.9
46,wiki_phonology_02456,3,"ერთნაირი რაგვარობის [MASK] ჰომოგენური ბგერები ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერებს,ბგერები,ბგერებმა,5.629573380125732e-07,20.76047106796244,2.865543201802778e-07,21.734688017283663,6.286693468319758e-10,30.56697952813297,0.78
47,wiki_physical_02467,4,ნივთიერებათა აღნაგობის კრისტალთქიმიის [MASK] აქვს ორი ასპექტი: სტერეო ქიმია და კრისტალთსტრუქტურული.,ანალიზს,ანალიზი,ანალიზმა,3.820403020528825e-09,27.96362801545065,2.9491602235042507e-08,25.015120555086572,7.212411140597997e-11,33.6907274043957,0.79
48,wiki_physical_02498,1,[MASK] როგორც მეცნიერებას საფუძველი ჩაეყარა უძველეს დროში.,დედამიწისმცოდნეობას,დედამიწისმცოდნეობა,დედამიწისმცოდნეობამ,4.530819930693047e-28,90.83421450218077,2.0517982744512757e-27,88.65516966471496,6.09171272652228e-28,90.40713874814534,1.0
49,wiki_political_02554,2,"პოლიტიკის [MASK] რამდენიმე ქვესფერო გააჩნია: პოლიტიკური თეორია, საჯარო პოლიტიკა, სახელმწიფო პოლიტიკა, საერთაშორისო ურთიერთობები და შედარებითი პოლიტიკა.",მეცნიერებას,მეცნიერება,მეცნიერებამ,1.239495450126924e-10,32.90952797320645,9.70857989479524e-12,36.58387685521499,2.2006865974605063e-12,38.72518343480153,0.81
