Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,p_form_ungrammatical_dat,I_form_ungrammatical_dat,certainty
26,wiki_music_02181,6,თანამედროვე ევროპული მუსიკალური ნოტაციის პირველი [MASK] კათოლიკე ბერებმა მსოფლიო მასშტაბით საეკლესიო ლიტურგიის სტანდარტიზების მიზნით განავითარეს.,ფორმები,ფორმებს,ფორმებმა,1.2718934137123805e-11,36.194231267754695,4.075359702333898e-15,47.80199402215787,3.6181815157866805e-14,44.65172854197956,0.71
27,wiki_novel_02197,5,"ბლოხმა მოგვიანებით წიგნის სამი [MASK] დაწერა, თუმცა ფილმის გაგრძელებებთან კავშირში არცერთი მათგანია.",გაგრძელება,გაგრძელებას,გაგრძელებამ,4.053432600941935e-13,41.16592107889401,7.138409075653092e-15,46.993318844071794,9.877246324111649e-14,43.20288443927234,0.95
28,wiki_novel_02205,2,"ეს [MASK] ლიტერატურის თეორიაში პირველად შემოიტანეს ნორთროპ ფრაიმ და მიხეილ ბახტინმა, როგორც განზოგადება ანტიკური ჟანრისა „მენიპოსის სატირა“.",ტერმინი,ტერმინს,ტერმინმა,1.327871394892979e-06,19.522453141716575,5.538995009590246e-11,34.07158480506886,6.523345327148832e-10,30.513668946202756,0.78
29,wiki_paleogeography_02282,4,"ქართულ პალეოგრაფიას მეცნიერული [MASK] ივანე ჯავახიშვილმა ჩაუყარა, წიგნით — „ქართული დამწერლობათმცოდნეობა, ანუ პალეოგრაფია“.",საფუძველი,საფუძველს,საფუძველმა,5.5677425880797764e-15,47.35182891030722,1.0924703816997422e-20,66.3109677308398,1.4043545398076674e-19,62.62672660208081,0.77
30,wiki_paleogeography_02284,4,ფილიგრანის აღმნიშვნელი ქართული [MASK] ჭვირნიშანი ივანე ჯავახიშვილმა შემოიღო.,ტერმინი,ტერმინს,ტერმინმა,1.1509065520570169e-06,19.728797870829712,7.276078806605831e-11,33.678047874976684,3.4593788689373146e-10,31.428767923481747,0.77
31,wiki_paleontology_02316,6,ყველა ამ ტექნიკის გამოყენებამ პალეონტოლოგებს [MASK] მისცა აღმოეჩინათ დედამიწაზე ცხოვრების ევოლუციური ისტორიის დიდი ნაწილი.,საშუალება,საშუალებას,საშუალებამ,1.5545168061454808e-11,35.90474282977633,3.9187258747021236e-13,41.21468057742129,6.678707329502603e-12,37.12356824400051,0.8
32,wiki_philology_02413,2,განსაკუთრებული [MASK] ჰპოვა ამ დარგმა მეოცე საუკუნის საქართველოში.,განვითარება,განვითარებას,განვითარებამ,5.959401880516226e-10,30.644113408004078,5.893558832436534e-11,33.98206997347165,3.088477317244344e-11,34.91431330864009,0.96
33,wiki_physical_02468,1,[MASK] ფიზიკური ქიმია შემოიღო მიხეილ ლომონოსოვმა.,ტერმინი,ტერმინს,ტერმინმა,7.604201282002359e-15,46.90212470290954,7.876203212102945e-18,56.817205373610776,1.1857928658087947e-16,52.90499749614597,1.0
34,wiki_physical_02476,11,1840 წელს ჰერმან ჰესმა აღმოაჩინა რეაქციის სითბური ეფექტების ჯამის მუდმივობის [MASK].,კანონი,კანონს,კანონმა,1.9322028215322885e-06,18.981322028845725,2.899272317111731e-10,31.683590102505814,1.7684983781824853e-09,29.074827957983427,0.85
35,wiki_physical_02478,7,მან მათემატიკურად გამოსახა ქიმიური კინეტიკის ძირითადი [MASK] (ვანტ-ჰოფის კანონი).,კანონები,კანონებს,კანონებმა,1.2388898812940584e-08,26.26637679984576,1.1701981056436858e-11,36.31445625597286,1.6584764481537318e-09,29.16749432927249,0.89
36,wiki_physical_02487,8,გასული საუკუნის 30-იან წწ. ფიზიკური გეოგრაფიის ძირითადი [MASK] დაამუშავეს ლევ ბერგისა და ანდრია გრიგორიევის მიმდევრებმა.,მიმართულებები,მიმართულებებს,მიმართულებებმა,1.8872041589406399e-13,42.26881473049193,3.3908059121418696e-20,64.67693369008813,1.0653750963140363e-14,46.41563186574923,0.97
37,wiki_physical_02495,1,[MASK] დედამიწისმცოდნეობა პირველად შემოიღო გერმანელმა გეოგრაფმა კარლ რიტერმა XIX საუკუნის დასწყისში და იხმარებოდა დაახლოებით ქვეყანათმცოდნეობის გაგებით.,ტერმინი,ტერმინს,ტერმინმა,4.210176512154767e-14,44.43311260870098,9.989227293293737e-17,53.152404528986224,2.8686656748018706e-16,51.63046967745635,1.0
38,wiki_phytopathology_02532,3,ამ აღმოჩენებმა [MASK] დააინტერესა და შემდგომში ასეთივე ბუნების პარაზიტული სხვა ორგანიზმებიც (ბაქტერიები და სხვა) აღმოაჩინეს.,ბევრი,ბევრს,ბევრმა,8.338456979348746e-09,26.837572414464773,3.2485932632772967e-10,31.519465825023374,1.4694604186102251e-09,29.342066354911143,0.73
39,wiki_semiotics_02659,3,"მის ჩამოყალიბებას [MASK] შეუწყო მათემატიკური ლოგიკის, ემპირიული ფსიქოლოგიის, კიბერნეტიკის, მათემატიკური ლინგვისტიკის განვითარებამ.",ხელი,ხელს,ხელმა,5.1352553101464076e-05,14.249204469456012,5.722893359254353e-09,27.380608130116734,8.214144261942227e-06,16.89345828427151,0.7
40,wiki_sociology_02715,1,[MASK] პირველად გამოიყენა სოციოლოგიის მამად აღიარებულმა ოგიუსტ კონტმა.,ტერმინი,ტერმინს,ტერმინმა,7.518275345146914e-14,43.59659157561148,9.86294840763332e-17,53.17075862599323,1.558003946994496e-15,49.18922253503141,1.0
41,wiki_telecommunications_02847,7,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც [MASK] ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო კავშირი ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",საფუძველი,საფუძველს,საფუძველმა,1.9885224743302856e-13,42.19336836592534,7.135613851094246e-20,63.60352435286247,2.6585357137598244e-18,58.38407386080394,0.72
42,wiki_theater_02866,6,"1949 წლის 9 ივნისს ხანძარმა [MASK] გაანადგურა, გადარჩა მხოლოდ ფასადი, რუსთაველის პროსპექტზე, რომლის  აღდგენა ერთ წელიწადში მოხერხდა.",შენობა,შენობას,შენობამ,6.625089215063932e-05,13.881700592060227,1.1009786476810995e-05,16.470853984810915,3.186939437700276e-05,14.937468870997122,0.83
43,wiki_veterinary_02931,2,"პირველად [MASK] „ვეტერინარია“, იხმარა რომაელმა აგრონომმა და მეცნიერმა კოლუმელიამ (ახ.წ. I საუკუნე).",ტერმინი,ტერმინს,ტერმინმა,6.86591743376678e-06,17.152116061083976,6.35501305966112e-10,30.551385858877225,1.6492554519445924e-08,25.853609885059242,0.78
44,wiki_automotive_00362,3,მექანიკამ მეცნიერული [MASK] მიიღო გალილეო გალილეის შრომებში.,სახე,სახეს,სახემ,1.2416375491690623e-06,19.61932447654727,2.2671157475183885e-09,28.71649480428034,2.7819266765178497e-08,25.099340363955676,0.72
45,wiki_banking_00400,17,"2014 წლის 18 ივლისს, ეროვნული ბანკის აღმასრულებელმა დირექტორმა, გიორგი მელაშვილმა Unicode Consortium-ს გაუგზავნა წერილობითი [MASK], ლარის სიმბოლოს Unicode Standard-ის ვალუტების ბლოკში დასარეგისტრირებლად.",მოთხოვნა,მოთხოვნას,მოთხოვნამ,5.046252063084977e-14,44.17178105689279,5.599445699773195e-16,50.66556549920047,1.724682498562055e-14,45.72066253169746,0.76
46,wiki_bioinformatics_00465,4,ინფორმატიკის განვითარებას დიდი [MASK] მისცა კომპიუტერის გამოგონებამ და კომპიუტერული ტექნოლოგიის განვითარებამ.,სტიმული,სტიმულს,სტიმულმა,1.1295911070740507e-12,39.687336502779544,1.3560830101735366e-15,49.389475930160486,2.917954648615514e-16,51.60589205739777,0.87
47,wiki_bioinformatics_00480,18,"როდესაც ინჟინრები და ბიოლოგები ერთობლივად მუშაობდნენ, წარმოიშვა პრობლემა, რომ ინჟინერებმა არ იცოდნენ საკმარისი და საჭირო [MASK] ბიოლოგიის შესახებ.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,6.710688310193796e-12,37.11667638850088,2.718073828894579e-14,45.0644086849986,1.281891460419435e-12,39.50486302656982,0.72
48,wiki_criminal_00758,4,"პირველი სისხლის სამართლის [MASK] მიიღო საფრანგეთმა, რომელსაც ნაპოლეონის კოდექსსაც კი უწოდებენ.",კოდექსი,კოდექსს,კოდექსმა,2.187831075604539e-06,18.80206721866892,3.206278222517367e-09,28.21645323422356,9.830814427104766e-09,26.600041913384384,0.7
49,GLC_00004,4,მე ჩემი წილი [MASK] ჩავისუნთქე.,სული,სულს,სულმა,9.498252864351783e-06,16.68390640490616,8.560322894637947e-08,23.47775954311417,6.37399580692183e-08,23.90322668904731,0.86
