Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_nom,form_ungrammatical_erg,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
22,wiki_geophysics_01403,3,დედამიწის სეისმურობის [MASK] დიდი სახალხო-სამეურნეო მნიშვნელობა აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,შესწავლას,შესწავლა,შესწავლამ,1.7993737856158983e-05,15.76214556431202,4.027596745004297e-08,24.565505515452816,1.1114115470378842e-10,33.06688781447875,0.69
23,wiki_history_01516,5,"არსებობს გარკვეული კრიტერიუმები, [MASK] სამეცნიერო ლიტერატურა უნდა აკმაყოფილებდეს.",რომელსაც,რომელიც,რომელმაც,3.170836134813724e-05,14.94477715189892,2.541803496569627e-06,18.585716067495277,1.4855221053267075e-08,26.0044546857277,0.64
24,wiki_hydrogeology_01555,3,ამგვარ წყალშემცველ [MASK] არტეზიული აუზი ეწოდება.,სტრუქტურას,სტრუქტურა,სტრუქტურამ,8.067123149010764e-12,36.85108285902594,1.2755954625909267e-10,32.86811007795916,2.2179564035655694e-17,55.32354660510488,0.69
25,wiki_international_01699,1,"[MASK] რა თქმა უნდა აქვს გარკვეული ტრადიციებიც, რადგან მრავალი საუკუნის განმავლობაში იგი ვითარდებოდა, როგორც სხვა სოციალური მეცნიერებების შემადგენელი ნაწილი.",თეორიას,თეორია,თეორიამ,2.6950350114998173e-06,18.50126455401279,2.9890084078942912e-06,18.351901614091258,4.5980320387194175e-11,34.34019252508624,0.81
26,wiki_metaphysics_02053,13,"ახლა მეცნიერული ცოდნის გაღრმავებისა და დიფერენციაციის გამო იგი დაიშალა მრავალ დარგებად, [MASK] ერთმანეთთან არანაირი კავშირი არ აქვთ.",რომლებსაც,რომლებიც,რომლებმაც,0.2585514187812805,1.9514768733648364,0.00047906226245686396,11.027499208138535,0.0003801037673838435,11.361319055062403,0.83
27,wiki_mineralogy_02114,3,"მინერალთა რეალურ [MASK] ახასიათებს დეფექტები და დისლოკაციები, გარკვეული მოუწესრიგებლობა.",სტრუქტურას,სტრუქტურა,სტრუქტურამ,1.3567785081201584e-05,16.169455252071973,3.53470713889692e-05,14.78804978606796,5.485527648375566e-09,27.441722455038327,0.74
28,wiki_marketing_01923,7,"გაცვლა ხორციელდება გარკვეული წესების დაცვით, [MASK] ჰქვია გარიგება.",რომელსაც,რომელიც,რომელმაც,0.019045319408178333,5.714419706298214,0.0004581191169563681,11.091989612889346,6.0426904383348355e-05,14.014449438491983,0.63
29,wiki_music_02167,1,[MASK] ფესვები 1940 და 1950-იანების როკ-ენ-როლიდან აქვს.,მას,იგი,მან,0.028896111994981766,5.112980800263454,4.7407425881829106e-05,14.364527414389586,0.0005229625385254623,10.901004774222967,0.71
30,wiki_novel_02186,9,"რომანი — დიდი მოცულობის თხრობითი ლიტერატურული ნაწარმოები, [MASK] ახასიათებს რთული სიუჟეტი.",რომელსაც,რომელიც,რომელმაც,0.44117632508277893,1.1805727214605668,0.0009200688218697908,10.085970599622502,0.0012676866026595237,9.623586158012,0.76
31,wiki_novel_02201,1,"[MASK] მნიშვნელოვანი ადგილი უკავია თანამედროვე ლიტერატურაში, მაშინ, როდესაც ანტიკური ხანის ეპოქაში იგი ერთ-ერთი მეორეხარისხოვანი ჟანრთაგანი იყო.",რომანს,რომანი,რომანმა,1.5178513331388362e-06,19.32953807728406,6.0526131164806395e-06,17.334010432512486,7.066918421677957e-12,37.04205588357526,0.72
32,wiki_novel_02206,1,[MASK] გამოკვეთილ ლაიტმოტივად გასდევს რუსეთის იმპერიის როლის საკითხი რიცხოვნებით მცირე ერების ცხოვრებაში.,რომანს,რომანი,რომანმა,9.061592155756279e-08,23.395660199621346,7.787726019614631e-08,23.614222629675538,7.485903981453792e-14,43.60281678490986,0.85
33,wiki_paleogeography_02287,1,[MASK] ევალება გადამწერთა სოციალური და პროფესიული შემადგენლობის შესწავლაც.,მას,იგი,მან,0.3145178258419037,1.6687863082282177,1.2726780369121124e-05,16.261772983162498,9.672556188888856e-06,16.65767136486521,0.72
34,wiki_psychology_02623,6,"ფროიდი გვაფრთხილებს, რომ ფსიქოანალიზის [MASK] აუცილებლად თან სდევს არასრულფასოვნების განცდის გაცნობიერება და ასევე საკუთარი აზროვნების წინააღმდეგობრივი დამოკიდებულება მისდამი.",შესწავლას,შესწავლა,შესწავლამ,8.419288496952511e-05,13.535942156262752,1.334153836296536e-07,22.837571636320103,3.3478294395146646e-12,38.119911109276934,0.74
35,wiki_psychology_02629,3,ფსიქოლოგია მარტო [MASK] აქვს.,ადამიანს,ადამიანი,ადამიანმა,0.001376058324240148,9.505242664688373,0.0002891861367970704,11.755713986504905,1.4646234092197122e-07,22.70296690433795,0.71
36,wiki_sinology_02690,2,კონფუცის [MASK] ჰყავს მაღალკვალიფიციური ქართველი და ჩინელი პედაგოგები.,ინსტიტუტს,ინსტიტუტი,ინსტიტუტმა,1.846710670784435e-06,19.046610716280192,1.5493480532313683e-05,15.977979199731134,5.1846216559687664e-11,34.16697033051286,0.67
37,wiki_sociolinguistics_02696,9,"სლენგი — მეტყველების არაფორმალური, არასტანდარტული სახეობა, [MASK] ახასიათებს ახლად გამოგონებული ან ახალი მნიშვნელობით ნახმარი სიტყვები და გამონათქვამები.",რომელსაც,რომელიც,რომელმაც,0.38228684663772583,1.3872725327398576,0.0024320399388670926,8.683617363803132,6.786921585444356e-05,13.846883129787813,0.74
38,wiki_sociology_02723,1,"[MASK] აინტერესებს ჩვენი ქმედება როგორც სოციალური არსებებისა; ამგვარად სოციოლოგიური ინტერესის სფერო მოიცავს, როგორც ანონიმურ ინდივიდუმთა მოკლე კონტაქტს ქუჩაში, ასევე გლობალურ სოციალურ პროცესთა შესწავლას.",სოციოლოგიას,სოციოლოგია,სოციოლოგიამ,0.00010615122202988441,13.201591399673978,7.650069949975923e-06,16.99609562988202,5.469191536679423e-09,27.446025266347952,0.67
39,wiki_banking_00402,4,"ასევე, ეროვნულ [MASK] აქვს ექსკლუზიური უფლება, დაამზადოს მიმოქცევის ან სხვა მიზნით, სამახსოვრო ფულის ნიშნები.",ბანკს,ბანკი,ბანკმა,0.06350713223218918,3.9769375654774137,0.00025596315390430396,11.931776231454634,0.000280544685665518,11.799481795333934,0.65
40,wiki_biochemistry_00424,13,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, [MASK] ყოველი უჯრედული ორგანიზმი გენური ინფორმაციის საწყობად იყენებს.",რომელსაც,რომელიც,რომელმაც,0.02772151678800583,5.172849992809432,0.00010492830188013608,13.218308516934188,5.3061421567690576e-06,17.523905242020202,0.78
41,wiki_computer_00673,1,"[MASK] აქვს გაშვებადი სახე, ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",პროგრამას,პროგრამა,პროგრამამ,0.009024900384247301,6.791873276866773,1.552685716887935e-05,15.97487463477762,1.0394370999444711e-08,26.51962230089665,0.78
42,wiki_cosmology_00732,2,"სამყაროს [MASK] ხანგრძლივი ისტორია აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",შესწავლას,შესწავლა,შესწავლამ,0.0001657359243836253,12.558826029176748,4.419527613208627e-06,17.78767639574865,3.1773840442207347e-08,24.907585282768807,0.6
43,GLC_00030,1,"[MASK] თავისი ამოცანა ჰქონდა გადასაწყვეტი – ეროვნულ-გამათავისუფლებელი მოძრაობა უნდა მიეყვანა ბოლომდე, გამხდარიყო დამოუკიდებელი.",მას,იგი,მან,0.05419421568512915,4.205717313245525,9.22314302442828e-06,16.726310099249073,6.19054553681053e-05,13.979573923063285,0.78
44,wiki_astrophysics_00271,12,"ხოლო ჭიის ხვრელები მიეკუთვნებიან იმ ჰიპოთეზებისა და თეორიების რიცხვს, რომლებიც [MASK] დაუდასტურებია და არავის აღმოუჩენია, მაგრამ არსებობს მათი არსებობის თეორიული შესაძლებლობა.",არავის,არავინ,არავინ,0.10383896529674529,3.2675801820991874,0.0003821344580501317,11.3536320244538,0.0003821344580501317,11.3536320244538,0.68
45,wiki_phonology_02445,2,"ყოველ [MASK], ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო ბგერა შეესაბამება.",ფონემას,ფონემა,ფონემამ,5.7047466622151817e-11,34.02904622337868,5.737143305524711e-11,34.02087648888986,1.3478835342927347e-12,39.432441294767514,0.8
46,wiki_phonology_02456,3,"ერთნაირი რაგვარობის [MASK] ჰომოგენური ბგერები ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერებს,ბგერები,ბგერებმა,0.0005386844034710738,10.858272084115656,1.7636713551401652e-08,25.756843006866823,4.669735364914227e-09,27.67401205962813,0.62
47,wiki_physical_02467,4,ნივთიერებათა აღნაგობის კრისტალთქიმიის [MASK] აქვს ორი ასპექტი: სტერეო ქიმია და კრისტალთსტრუქტურული.,ანალიზს,ანალიზი,ანალიზმა,8.955260273069143e-05,13.44690511154892,3.7271422570483987e-07,21.355426779509802,1.7046430490871952e-11,35.77173937209234,0.72
48,wiki_physical_02498,1,[MASK] როგორც მეცნიერებას საფუძველი ჩაეყარა უძველეს დროში.,დედამიწისმცოდნეობას,დედამიწისმცოდნეობა,დედამიწისმცოდნეობამ,1.7016087713418504e-11,35.77430966862035,4.512163351262908e-11,34.3673897460174,7.343929024084627e-14,43.63044121263104,0.83
49,wiki_political_02554,2,"პოლიტიკის [MASK] რამდენიმე ქვესფერო გააჩნია: პოლიტიკური თეორია, საჯარო პოლიტიკა, სახელმწიფო პოლიტიკა, საერთაშორისო ურთიერთობები და შედარებითი პოლიტიკა.",მეცნიერებას,მეცნიერება,მეცნიერებამ,5.011168402164361e-10,30.894133927991966,6.492217319298268e-10,30.520569655668826,1.4948187097941263e-19,62.53666327652372,0.76
