Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
10,wiki_international_01662,7,"საერთაშორისო სამართლის ქვესახეობას წარმოადგენს საერთაშორისო საზღვაო [MASK], საერთაშორისო საჰაერო სამართალი, საერთაშორისო სამართალი კოსმოსური სივრცის გამოყენების თაობაზე, ადამიანის უფლებები, საერთაშორისო ეკონომიკური სამართალი, საერთაშორისო გარემოს დაცვის სამართალი.",სამართალი,სამართალს,სამართალმა,0.006831953302025795,7.193486170822837,1.3812446538672113e-06,19.465599688786938,7.2412112018702426e-09,27.04112182397274,0.63
11,wiki_international_01704,2,"ორივე [MASK] სახელმწიფოს და მის ინტერესებს, როგორც ცენტრალური სუვიექრის ანალიზებს, უპირველესად მიიჩნევს; ნეოლიბერალებს უბრალოდ აქვთ ამ ინტერესების უფრო დიდი კონცეფცია.",თეორია,თეორიას,თეორიამ,0.00021908788767177628,12.156202652769881,2.1514430749577894e-05,15.504335805920316,3.4144992516018354e-07,21.481822646516502,0.6
12,wiki_irrigation_01717,3,ამ მეთოდების [MASK] აუმჯობესებს სასოფლო სამეურნეო კულტურების მოსავლიანობას.,გამოყენება,გამოყენებას,გამოყენებამ,0.0011104810982942581,9.814599447949382,1.2701626474154183e-05,16.2646272250022,5.778364524041711e-06,17.400907351153908,0.67
13,wiki_linguistics_01814,3,"მონათესავე ენათა [MASK] გულისხმობს ლექსიკის (მარტივი ფუძეების ანუ ძირების), ბგერების (ფონემების), ფორმანტებისა და შესიტყვების (სინტაგმის) სტრუქტურის შესწავლას.",შედარება,შედარებას,შედარებამ,3.651997246834074e-07,21.384810986507233,1.986896858050198e-08,25.584907776416532,1.159832245924796e-10,33.00536479479134,0.7
14,wiki_literary_01833,2,"ლიტერატურის [MASK] (პოეტოლოგია) შეისწავლის ზოგად ლიტ. კანონზომიერებებს, ლიტ-რას, როგორც ფენომენს.",თეორია,თეორიას,თეორიამ,1.6280289116821206e-08,25.872298438874314,1.958626751889126e-11,35.57136654891387,4.121065105813435e-18,57.751688452048306,0.77
15,wiki_management_01908,3,სამუშაოს დაშლის [MASK] წარმოადგენს პროექტის ზოგადი დაგეგმვის და კონტროლის სტანდარტულ ჩარჩოს.,სტრუქტურა,სტრუქტურას,სტრუქტურამ,8.381019142689183e-06,16.86444288116278,1.0717374473713526e-09,29.797401334168583,1.7892577747161774e-11,35.70184779526738,0.85
16,wiki_metallurgy_02027,6,"ტექნოლოგიური თვალსაზრისით, მეურნეობის ეს [MASK] მოიცავს ფერადი, კეთილშობილი და იშვიათი ლითონების მოპოვებას, მათ გამდიდრებას და გამოდნობას.",დარგი,დარგს,დარგმა,0.0029066015976804975,8.426450947085545,0.0002574560012561182,11.923386480043204,9.119527887197802e-07,20.064537525394833,0.63
17,wiki_molecular_02130,8,დნმ-ის მოლეკულის ასეთი თვითგაორმაგების უნარის გამო მემკვიდრეული [MASK] თაობიდან თაობას გადაეცემა.,ინფორმაცია,ინფორმაციას,ინფორმაციამ,0.0011610629735514517,9.750338061669165,6.0940528783248754e-06,17.324166550926606,3.454679256609236e-08,24.78687298665598,0.6
18,wiki_music_02171,2,"ეს [MASK] კონკრეტულად ერთ ჟანრს ან ჟღერადობას არ გულისხმობს და მას სხვადასხვაგვარი მნიშვნელობა აქვს, დროისა და ადგილის მიხედვით.",ტერმინი,ტერმინს,ტერმინმა,0.006690436974167822,7.2236838436194075,8.284573887604158e-08,23.524997263951477,1.3398533400529938e-09,29.47527776162998,0.61
19,wiki_novel_02190,3,ეს ვრცელი [MASK] ბოლო ორი საუკუნის საქართველოს სულიერ მდგომარეობას ასახავს და შეუნელებელი ინტერესით იკითხება.,რომანი,რომანს,რომანმა,1.0444271083542838e-06,19.868856760581515,3.686089850993035e-11,34.65911780567294,2.1060482409832962e-10,32.14474246586694,0.61
20,wiki_philology_02400,10,"ანგლისტიკა შეიძლება განიხილებოდეს გერმანისტიკული მეცნიერების ერთ-ერთ დარგადაც, განსაკუთრებით [MASK] შეეხება ენათმეცნიერების სფეროს.",ეს,ამას,ამან,0.12330787628889087,3.019663140077613,2.5048573206731817e-06,18.60684014100135,2.2885846551190525e-09,28.70289719553618,0.76
21,wiki_physics_02511,8,მის ერთ-ერთ ცენტრალურ თემას წარმოადგენს მატერიის აგებულების [MASK].,შესწავლა,შესწავლას,შესწავლამ,2.157918010947667e-10,32.109640897507504,3.2799455425974765e-12,38.14946527687717,8.762048778754747e-20,63.307293651510065,0.99
22,wiki_political_02561,1,"[MASK] პლურალიზმი ნიშნავს განსხვავებული აზრების, მსოფლმხედველობების, ცხოვრების წესის, ინტერესების თანაარსებობას.",ტერმინი,ტერმინს,ტერმინმა,1.322340267506661e-05,16.206547012357476,5.285760485329951e-13,40.78295418018988,2.3516667365602163e-14,45.27330970344356,0.86
23,wiki_politics_02578,6,მონეტარულ პოლიტიკას ძირითადად წარმართავს ცენტრალური [MASK] მონეტარული პოლიტიკის ინსტრუმენტების მეშვეობით.,ბანკი,ბანკს,ბანკმა,0.015016298741102215,6.057326932574049,1.6373487596865737e-05,15.898278821971164,3.60835147148464e-05,14.75830060328484,0.65
24,wiki_politics_02588,8,"ზოგიერთი ეკონომისტი თანხმდება, რომ სანდო შემოსავლის [MASK] ხელს შეუწყობს ინფლაციის თავიდან აცილებას.",პოლიტიკა,პოლიტიკას,პოლიტიკამ,0.014760127291083336,6.082151026545602,5.099338886793699e-05,14.25933025609172,5.049461993488531e-07,20.917366983411362,0.6
25,wiki_sinology_02674,1,"[MASK] მოიცავს როგორც ჩინური ენის 7 დონეს, აგრეთვე ფონეტიკას, ჩინურ კულტურასა და ლიტერატურას, მითოლოგიას, რელიგიებსა და ჩინეთის ისტორიას.",პროგრამა,პროგრამას,პროგრამამ,0.03183653950691224,4.973172660034336,9.845324910884285e-08,23.27598594102827,1.4954080921287857e-06,19.351029324266165,0.8
26,wiki_sociology_02730,1,[MASK] სოციოლოგიას სოციალურ სტატიკად და სოციალურ დინამიკად ყოფდა.,კონტი,კონტს,კონტმა,3.000468344545884e-13,41.59987752427537,6.541913891086582e-14,43.7972805585652,1.7166454400658494e-15,49.0493293307849,0.79
27,wiki_sociology_02732,11,"ფემინიზმი მოიცავს სოციოლოგიურ თეორიებს, პოლიტიკურ და ფილოსოფიურ მოძრაობებს, [MASK] ეხება ქალთა მდგომარეობას სოციალურ, პოლიტიკურ და ეკონომიკურ კონტექსტში.",რომლებიც,რომლებსაც,რომლებმაც,0.002174230525270105,8.845279372800823,7.423502665915292e-06,17.03946850829989,2.1204802180818666e-07,22.169105640087995,0.68
28,wiki_tax_02805,2,"საგადასახადო [MASK] ადგენს ხარჯებს, რომელიც არ შეიძლება გამოიქვითოს.",კოდექსი,კოდექსს,კოდექსმა,3.5630741876957455e-06,18.098446046811006,6.46176222762351e-13,40.49313756856221,2.9113793894507e-12,38.32143428557905,0.88
29,wiki_technology_02823,4,"თანამედროვე კომპიუტერები, [MASK] ეფუძნება ინტეგრირებულ წრედებს, მილიონიდან მილიარდამდე უფრო მეტად უნარიანია, ვიდრე ადრეული მანქანები და იკავებენ მცირე სივრცეს.",რომლებიც,რომლებსაც,რომლებმაც,0.024610392749309536,5.344588508290723,9.437357221031556e-06,16.693185656549336,4.248905497661323e-06,17.844477313122148,0.65
30,wiki_telecommunications_02847,13,"განასხვავებენ ასევე საფოსტო კავშირს, რომელსაც საფუძველი ჩაუყარა წერილობითმა ინფორმაციამ, საფოსტო [MASK] ინფორმაციის მიღება-გადაცემას ფოსტის საშუალებით ახდენს.",კავშირი,კავშირს,კავშირმა,0.00011081989214289932,13.139495511518929,4.959056241204964e-07,20.94343107700345,2.6952548181558423e-08,25.145003082591995,0.66
31,wiki_veterinary_02926,8,"1959 წელს ინსტიტუტს შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი [MASK] და მან მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",ინსტიტუტი,ინსტიტუტს,ინსტიტუტმა,0.08390972018241882,3.575018246252571,6.023692202640004e-07,20.66284861084676,1.2245228695388427e-07,22.961276945873408,0.77
32,wiki_volcanology_02983,14,"ძლიერი ამონთხევისას ლავა რელიეფის დადაბლებებს ავსებს და გაცივების შემდეგ ჩნდება ლავური განფენი, [MASK] შერჩევითი ეროზიის შედეგად ლავურ პლატოებს (ზეგნებს) წარმოქმნის.",რომლებიც,რომლებსაც,რომლებმაც,0.020976597443222996,5.575075508517921,9.619143384043122e-05,13.3437320513998,0.00017742282943800084,12.460520722797023,0.71
33,wiki_aviation_00388,3,საერთაშორისო საჰაერო [MASK] უპირატესად არეგულირებს სამოქალაქო ავიაციის საქმიანობას.,სამართალი,სამართალს,სამართალმა,5.724053409039703e-08,24.058387625714044,1.4464852051245431e-12,39.33058557141444,6.311771335437033e-16,50.49280457824673,0.68
34,wiki_aviation_00390,9,"ასეთი ფრენების შესრულება რეგულირდება სპეციალური აერსანავიგაციო წესებით, [MASK] ქმნის საერთაშორისო ფრენების რეჟიმს.",რომლებიც,რომლებსაც,რომლებმაც,0.0038699470460414878,8.013470459102741,7.3883884397219e-06,17.046308852255464,8.346431059180766e-06,16.87040913747398,0.62
35,wiki_banking_00411,3,საქართველოს ეროვნული [MASK] წარმოადგენს საქართველოს ცენტრალურ ბანკს და მისი სტატუსი განსაზღვრულია ქვეყნის კონსტიტუციით.,ბანკი,ბანკს,ბანკმა,0.0006127566448412836,10.672398155532669,1.6898620742722402e-06,19.174663070085206,5.0264343798289754e-08,24.245889406116323,0.73
36,wiki_bioinformatics_00481,25,"ამ პრობლემის გადასაჭრელად, ინჟინრები, რომელთაც სურდათ ბიოლოგიური ინჟინერიის შესწავლა, უფრო მეტი დროის დათმობა დაიწყეს და კვლევა ჩაუტარეს დეტალებსა და პროცესებს, [MASK] მოიცავენ როგორიცაა ბიოლოგიას, ფსიქოლოგიას და მედიცინას.",რომლებიც,რომლებსაც,რომლებმაც,0.02104639634490013,5.570282959828031,0.004862458445131778,7.684098363870914,4.7591049224138226e-05,14.358950212966885,0.66
37,wiki_biotechnology_00532,8,"თანამედროვე ბიოტექნოლოგიები მეტწილად გენურ ინჟინერიას იყენებენ — [MASK] მარტივ ცხოველთა და მცენარეთა უჯრედებს ცვლიან, რათა სასარგებლო თვისებები მიანიჭონ.",მეცნიერები,მეცნიერებს,მეცნიერებმა,0.0004090859147254377,11.255308515033315,1.1362292879560996e-08,26.391170762972468,0.00010333235695725308,13.240420296573518,0.63
38,wiki_cellular_00578,7,"ძირითადი პროცესი, რომელსაც ცხოველთა ემბრიონული [MASK] მოიცავს არის: ემბრიონული ინდუქცია, მორფოგენეზი, უჯრედების დიფერენცირება, ზრდა და დროის ზოგადი კონტროლი, ევოლუციური განვითარების ბიოლოგის კვლევის პერიოდში.",განვითარება,განვითარებას,განვითარებამ,0.021884785965085033,5.513927915398878,0.0004362386243883519,11.16259486829017,4.380847776072006e-05,14.47843038908923,0.62
39,wiki_cellular_00584,7,"ბიოპოლიმერები — მაღალმოლეკულური ბუნებრივი ნაერთები, [MASK] ყველა ცოცხალი ორგანიზმის სტრუქტურულ საფუძველს წარმოადგენენ და ცხოველმოქმედების პროცესში განმსაზღვრელ როლს ასრულებენ.",რომლებიც,რომლებსაც,რომლებმაც,0.016699748113751408,5.904029847421642,2.4317121642525304e-05,15.327668003788988,2.0304087229305883e-06,18.9097983969919,0.7
40,wiki_cellular_00591,4,"დნმ-ის მოლეკულის ხაზოვანი [MASK] უზრუნველყოფს გენეტიკური ინფორმაციის ჩაწერას, მის გაორმაგებას დნმ-ის მატრიცული სინთეზის დროს და ერთი და იმავე გენის ასლების ე.ი. რნმ-ის მოლეკულების მიღებას.",სტრუქტურა,სტრუქტურას,სტრუქტურამ,1.8280776203027913e-05,15.739313145808616,5.987776573407141e-08,23.993404369107253,2.204189984185271e-08,25.43517618063928,0.69
41,wiki_civil_00652,9,"როგორც წესი, სამოქალაქო საქმეს პირველი ინსტანციით ერთი [MASK] იხილავს.",მოსამართლე,მოსამართლეს,მოსამართლემ,0.0010470667621120806,9.899430851660508,2.7581852513640307e-06,18.46784921172942,4.959185163116461e-07,20.943393571362115,0.62
42,wiki_civil_00666,2,„[MASK] ბატონისშვილის ვახტანგისა“ განსაზღვრავს სახელმწიფოსა და ეკლესიის მესვეურთა სტატუსს.,სამართალი,სამართალს,სამართალმა,3.4143009600140507e-12,38.09154690559529,9.29657462984323e-15,46.61222217750221,4.0546443779021613e-16,51.13127413315985,0.94
43,wiki_criminal_00764,1,[MASK] ადგენს წინასასამართლო სხდომის სავალდებულოობას ყველა სისხლის სამართლის საქმეზე და ტარდება ბრალდებულის მოსამართლესთან პირველი წარდგენიდან სამოცი დღის ვადაში.,კოდექსი,კოდექსს,კოდექსმა,0.0012432836228981616,9.651628837287733,1.5483798898508834e-07,22.62273718887555,5.269008997753402e-11,34.143677400393656,0.76
44,wiki_criminology_00780,8,"დანაშაულთა გახსნის სასწავლო-სამეცნიერო და მეთოდოლოგიური რეკომენდაციების გარდა [MASK] შეისწავლის და ქმნის, აგრეთვე დანაშაულის გახსნისა და თავიდან აცილებისათვის გამოსაძიებელ საქმეზე საჭირო მტკიცებულებათა აღმოჩენის, მათი გამოკვლევის სპეციალურ ხერხებსა და სამეცნიერო-ტექნიკურ საშუალებებს.",იგი,მას,მან,0.05434904620051384,4.201601472900485,2.7340627639205212e-05,15.158594112196006,1.7040900274878375e-05,15.840638918932138,0.68
45,GLC_00094,1,[MASK] საშუალებას იძლევა გადაწყდეს მნიშვნელოვანი პრობლემები განსაკუთრებული ძალების და სახსრების დახარჯვის გარეშე.,ეს,ამას,ამან,5.862434045411646e-05,14.058140687579423,2.867141593587695e-11,35.02159589002921,1.000000000000001e-12,39.86313713864835,0.92
46,GLC_00123,3,დადგენილ დღეს [MASK] წერენ ტესტს.,მოსწავლეები,მოსწავლეებს,მოსწავლეებმა,0.0006839874549768868,10.513742514684775,9.679314825916657e-05,13.334735548035905,9.475286788074298e-05,13.36547086450706,0.62
47,wiki_architecture_00179,4,"უფრო ზუსტად ეს [MASK] აღწერს არქიტექტურას, რომლის მეშვეობით სახელმწიფო მასებზე იდეოლოგიურ ზეგავლენას ახდენდა, იყენებდა რა ამგვარ კონსტრუქციებს სახელმწიფოს ძლიერების გამოხატვის საშუალებად.",ტერმინი,ტერმინს,ტერმინმა,5.7235403801314485e-05,14.092732651066953,5.524086766311162e-11,34.075473063711776,5.66600077112206e-13,40.682734435474146,0.64
48,wiki_art_00219,2,"ხელოვნების [MASK], როგორც ფორმა სათავეს იღებს იმანუელ კანტის ფილოსოფიაში, ხოლო XX საუკუნის დასაწყისში იგი როჯერ ფრაიმ და ქლაივ ბელმა განავითარეს.",თეორია,თეორიას,თეორიამ,1.5701270967838344e-05,15.958759129028017,2.405459316307185e-07,21.987184264981888,3.282735607998577e-10,31.504382389151395,0.64
49,wiki_automotive_00326,2,კომპიუტერული [MASK] უმეტესად სწავლობენ ელექტრო და პროგრამულ ინჟინერიას.,ინჟინრები,ინჟინრებს,ინჟინრებმა,3.0078465554200325e-10,31.6305499787268,2.1787104959927392e-13,42.06159072764812,8.520991257375076e-16,50.05982824749851,0.64
