Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_nom,form_ungrammatical_erg,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
39,wiki_banking_00402,4,"ასევე, ეროვნულ [MASK] აქვს ექსკლუზიური უფლება, დაამზადოს მიმოქცევის ან სხვა მიზნით, სამახსოვრო ფულის ნიშნები.",ბანკს,ბანკი,ბანკმა,0.0017704835405012995,9.141640853047084,8.276042840660888e-07,20.20455555093132,7.903440807961661e-08,23.59294388354773,0.8
40,wiki_biochemistry_00424,13,"ნუკლეინის მჟავის მოლეკულები ქმნის დნმს, იგი არის უაღრესად მნიშვნელოვანი ნივთიერება, [MASK] ყოველი უჯრედული ორგანიზმი გენური ინფორმაციის საწყობად იყენებს.",რომელსაც,რომელიც,რომელმაც,0.9328297972679138,0.10031422178199555,0.010362209752202032,6.592524497696467,8.140026329783724e-05,13.584607013386693,0.97
41,wiki_computer_00673,1,"[MASK] აქვს გაშვებადი სახე, ანუ პროცესორი მას იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",პროგრამას,პროგრამა,პროგრამამ,2.1676002227340415e-11,35.42511034327875,1.6639425837183818e-08,25.840819106637852,1.2663664694097564e-13,42.84437027182407,1.0
42,wiki_cosmology_00732,2,"სამყაროს [MASK] ხანგრძლივი ისტორია აქვს და მოიცავს მეცნიერებას, ფილოსოფიას, ეზოთერიციზმსა და რელიგიას.",შესწავლას,შესწავლა,შესწავლამ,6.310331296993127e-07,20.595780914474048,6.938372243075498e-07,20.45889942104575,4.0231007918480215e-09,27.88904497133523,0.72
43,GLC_00030,1,"[MASK] თავისი ამოცანა ჰქონდა გადასაწყვეტი – ეროვნულ-გამათავისუფლებელი მოძრაობა უნდა მიეყვანა ბოლომდე, გამხდარიყო დამოუკიდებელი.",მას,იგი,მან,1.2472176535993637e-07,22.934783410457037,2.377777752471385e-09,28.647738979269214,2.756054300334653e-07,21.790892351622237,0.99
44,wiki_astrophysics_00271,12,"ხოლო ჭიის ხვრელები მიეკუთვნებიან იმ ჰიპოთეზებისა და თეორიების რიცხვს, რომლებიც [MASK] დაუდასტურებია და არავის აღმოუჩენია, მაგრამ არსებობს მათი არსებობის თეორიული შესაძლებლობა.",არავის,არავინ,არავინ,0.9972695708274841,0.003944564257339775,0.0004503569798544049,11.116643358336852,0.0004503569798544049,11.116643358336852,1.0
45,wiki_phonology_02445,2,"ყოველ [MASK], ჩვეულებრივ, ერთი (ზოგჯერ ორი ან რამდენიმე) სამეტყველო ბგერა შეესაბამება.",ფონემას,ფონემა,ფონემამ,1.4523894602951906e-12,39.32470877271392,9.889167040616112e-14,43.20114431977241,2.353466665192706e-16,51.91606209954571,0.7
46,wiki_phonology_02456,3,"ერთნაირი რაგვარობის [MASK] ჰომოგენური ბგერები ეწოდება, ხოლო სხვადასხვა რაგვარობის ბგერები ერთმანეთის მიმართ ჰეტეროგენულია.",ბგერებს,ბგერები,ბგერებმა,1.2204710441173459e-05,16.32220240709641,1.0398021934648515e-06,19.875259465620953,3.7820200585807855e-09,27.978195839102,0.78
47,wiki_physical_02467,4,ნივთიერებათა აღნაგობის კრისტალთქიმიის [MASK] აქვს ორი ასპექტი: სტერეო ქიმია და კრისტალთსტრუქტურული.,ანალიზს,ანალიზი,ანალიზმა,2.1060043971535114e-05,15.535132025848613,0.002740868367254734,8.51115124160199,6.516156949099466e-08,23.871403405855396,0.73
48,wiki_physical_02498,1,[MASK] როგორც მეცნიერებას საფუძველი ჩაეყარა უძველეს დროში.,დედამიწისმცოდნეობას,დედამიწისმცოდნეობა,დედამიწისმცოდნეობამ,6.494898023401465e-30,96.95853597257019,9.2541957583669e-32,103.09159141916106,1.8699372871053826e-34,112.04256533953291,1.0
49,wiki_political_02554,2,"პოლიტიკის [MASK] რამდენიმე ქვესფერო გააჩნია: პოლიტიკური თეორია, საჯარო პოლიტიკა, სახელმწიფო პოლიტიკა, საერთაშორისო ურთიერთობები და შედარებითი პოლიტიკა.",მეცნიერებას,მეცნიერება,მეცნიერებამ,3.375430530021048e-05,14.854568947410218,9.927935995914478e-07,19.94200284957671,4.342072617818215e-09,27.778968999868727,0.7
